ticker,WSFGQ US Equity
2007-05-10,0.3561
2007-05-11,1.1827
2007-05-14,-0.6429
2007-05-15,-1.8824
2007-05-16,0.1799
2007-05-17,2.3339
2007-05-18,-0.6433
2007-05-21,-0.4709
2007-05-22,0.3548
2007-05-23,-2.0625
2007-05-24,-0.4212
2007-05-25,-1.4502
2007-05-29,1.1404
2007-05-30,2.8128
2007-05-31,0.8255
2007-06-01,-0.2924
2007-06-04,-1.8182
2007-06-05,-1.9713
2007-06-06,0.8531
2007-06-07,0.3021
2007-06-08,-1.5663
2007-06-12,0.0612
2007-06-13,-2.4465
2007-06-14,1.7555
2007-06-15,0.3882
2007-06-18,0.6567
2007-06-19,-0.25
2007-06-20,-0.6663
2007-06-21,0.0
2007-06-22,-1.5385
2007-06-25,-0.625
2007-06-26,-1.9497
2007-06-27,0.7056
2007-06-28,-0.3185
2007-06-29,0.9585
2007-07-02,-0.5063
2007-07-03,-0.9097
2007-07-05,-0.1733
2007-07-06,-0.2572
2007-07-09,0.4513
2007-07-10,-2.1181
2007-07-11,-1.8361
2007-07-12,-1.4696
2007-07-13,1.3559
2007-07-16,-1.806
2007-07-17,1.158
2007-07-18,-0.6061
2007-07-19,-0.2033
2007-07-20,-1.222
2007-07-23,2.8179
2007-07-24,-2.0722
2007-07-25,-5.6655
2007-07-26,4.1968
2007-07-27,-0.3472
2007-07-30,-1.9512
2007-07-31,-2.2743
2007-08-01,0.0
2007-08-02,1.5272999999999999
2007-08-03,-2.7221
2007-08-06,-0.5891
2007-08-07,-1.1852
2007-08-08,3.4483
2007-08-09,3.4928
2007-08-10,1.3864
2007-08-13,-3.1768
2007-08-14,-0.1427
2007-08-15,0.0
2007-08-16,1.7143000000000002
2007-08-17,1.6854
2007-08-20,0.3453
2007-08-21,2.34
2007-08-22,0.0672
2007-08-23,-0.2016
2007-08-24,0.2694
2007-08-27,0.8731
2007-08-28,-1.0652
2007-08-29,-0.4038
2007-08-30,0.2703
2007-08-31,0.2022
2007-09-04,3.0935
2007-09-05,-0.5871
2007-09-06,0.853
2007-09-07,-0.7807
2007-09-10,-0.6557
2007-09-11,0.5941
2007-09-12,-0.1969
2007-09-13,-0.263
2007-09-14,0.1318
2007-09-17,0.1975
2007-09-18,1.3141
2007-09-19,1.3618999999999999
2007-09-20,-2.4312
2007-09-21,0.3279
2007-09-24,-18.9542
2007-09-25,0.2419
2007-09-26,-3.8747
2007-09-27,-1.1581
2007-09-28,-3.9786
2007-10-01,1.3216
2007-10-02,4.4386
2007-10-03,-2.0833
2007-10-04,0.4255
2007-10-05,3.3051
2007-10-08,0.2461
2007-10-09,0.3273
2007-10-10,0.4078
2007-10-11,0.0812
2007-10-12,0.0
2007-10-15,0.5682
2007-10-16,-3.7127
2007-10-17,-1.425
2007-10-18,0.5952
2007-10-19,-2.0287
2007-10-22,1.2942
2007-10-23,-1.5332
2007-10-24,-42.9066
2007-10-25,-28.3333
2007-10-26,11.5433
2007-10-29,-0.1137
2007-10-30,11.7647
2007-10-31,13.7521
2007-11-01,-6.1194
2007-11-02,-8.4261
2007-11-05,-1.9097
2007-11-06,3.0088
2007-11-07,-9.4502
2007-11-08,-2.277
2007-11-09,0.9709
2007-11-12,-4.2308
2007-11-13,0.2008
2007-11-14,6.6132
2007-11-15,5.0752
2007-11-16,1.0733
2007-11-19,0.0
2007-11-20,1.7699
2007-11-21,3.6522
2007-11-23,-2.349
2007-11-26,2.4055
2007-11-27,-1.5101
2007-11-28,0.6814
2007-11-29,2.1997
2007-11-30,-2.1523
2007-12-03,1.3536000000000001
2007-12-04,-0.1669
2007-12-05,2.6756
2007-12-06,-0.4886
2007-12-07,-3.1097
2007-12-10,2.3649
2007-12-11,-2.6403
2007-12-12,1.0169
2007-12-13,-1.5101
2007-12-14,-2.7257
2007-12-17,-2.9772
2007-12-18,-1.9856
2007-12-19,1.105
2007-12-20,-2.1858
2007-12-21,8.9385
2007-12-24,-1.3675
2007-12-26,-0.3466
2007-12-27,3.4783
2007-12-28,-1.0084
2007-12-31,-0.5093
2008-01-02,0.3413
2008-01-03,-2.8912
2008-01-04,-9.282
2008-01-07,0.1931
2008-01-08,-4.6243
2008-01-09,-10.101
2008-01-10,10.7865
2008-01-11,-3.6511
2008-01-14,-1.0526
2008-01-15,-0.8511
2008-01-16,4.0773
2008-01-17,3.7113
2008-01-18,3.5785
2008-01-22,-7.2937
2008-01-23,3.7267
2008-01-24,-6.3872
2008-01-25,7.6759
2008-01-28,-0.9901
2008-01-29,0.2
2008-01-30,-1.5968
2008-01-31,-1.8256000000000001
2008-02-01,18.8017
2008-02-04,0.1739
2008-02-05,-5.2083
2008-02-06,2.5641
2008-02-07,0.8929
2008-02-08,-2.6549
2008-02-11,0.0
2008-02-12,0.1818
2008-02-13,-0.1815
2008-02-14,-1.8182
2008-02-15,-1.2963
2008-02-19,0.9381
2008-02-20,-0.5576
2008-02-21,0.3738
2008-02-22,-0.3724
2008-02-25,-2.0561
2008-02-26,0.5725
2008-02-27,0.5693
2008-02-28,-0.7547
2008-02-29,-4.943
2008-03-03,0.0
2008-03-04,-0.4
2008-03-05,0.2008
2008-03-06,-0.6012
2008-03-07,-1.6129
2008-03-10,-2.6639
2008-03-11,-0.4211
2008-03-12,2.7484
2008-03-13,1.6461000000000001
2008-03-14,-0.6073
2008-03-17,-1.833
2008-03-18,1.8672
2008-03-19,-0.2011
2008-03-20,2.6504
2008-03-24,2.1869
2008-03-25,0.1946
2008-03-26,0.7767
2008-03-27,-0.3854
2008-03-28,3.2882
2008-03-31,-5.4307
2008-04-01,0.9901
2008-04-02,-0.5882
2008-04-03,0.1972
2008-04-04,-1.3780000000000001
2008-04-07,-1.1976
2008-04-08,2.0202
2008-04-09,0.0
2008-04-10,-1.1881
2008-04-11,-2.004
2008-04-14,-0.2045
2008-04-15,-2.0492
2008-04-16,14.8536
2008-04-17,0.1821
2008-04-18,11.4545
2008-04-21,-3.4258
2008-04-22,0.5068
2008-04-23,-3.0252
2008-04-24,1.2132
2008-04-25,-3.2534
2008-04-28,1.9468999999999999
2008-04-29,-1.2153
2008-04-30,-1.5817
2008-05-01,-28.9286
2008-05-02,-3.2663
2008-05-05,-14.2857
2008-05-06,-1.2121
2008-05-07,4.6012
2008-05-08,12.3167
2008-05-09,0.5222
2008-05-12,-1.5584
2008-05-13,-1.5831
2008-05-14,-1.6086
2008-05-15,-0.0034
2008-05-16,3.2733
2008-05-19,-2.3747
2008-05-20,2.7027
2008-05-21,-3.9474
2008-05-22,-2.1918
2008-05-23,1.1204
2008-05-27,3.3241
2008-05-28,-2.1448
2008-05-29,0.8219
2008-05-30,-0.5435
2008-06-02,-0.8197
2008-06-03,-0.8264
2008-06-04,-6.6632
2008-06-05,-7.4439
2008-06-06,-6.1093
2008-06-09,6.1644
2008-06-10,0.6452
2008-06-11,-13.141
2008-06-12,10.7011
2008-06-13,0.0
2008-06-16,0.0
2008-06-17,-9.0
2008-06-18,-8.0586
2008-06-19,-2.3904
2008-06-20,-3.2653
2008-06-23,-24.8945
2008-06-24,17.4157
2008-06-25,-4.7847
2008-06-26,-7.0352
2008-06-27,-3.7838000000000003
2008-06-30,-7.3034
2008-07-01,-3.6364
2008-07-02,0.6289
2008-07-03,0.0
2008-07-07,0.0
2008-07-08,1.875
2008-07-09,4.2945
2008-07-10,5.8824
2008-07-11,-8.3333
2008-07-14,-9.697
2008-07-15,-2.0134
2008-07-16,9.589
2008-07-17,11.875
2008-07-18,0.5587
2008-07-21,0.5556
2008-07-22,-4.4199
2008-07-23,2.3121
2008-07-24,0.565
2008-07-25,-1.6924000000000001
2008-07-28,0.5715
2008-07-29,-6.2433
2008-07-30,-0.6061
2008-07-31,-22.561
2008-08-01,-1.5748
2008-08-04,4.0
2008-08-05,-7.6827
2008-08-06,1.6561
2008-08-07,0.0
2008-08-08,9.0164
2008-08-11,9.7744
2008-08-12,-4.1096
2008-08-13,5.0
2008-08-14,0.1361
2008-08-15,-2.8533
2008-08-19,0.6993
2008-08-20,-4.1753
2008-08-21,-3.6145
2008-08-22,0.0094
2008-08-25,-6.7851
2008-08-26,-13.701
2008-08-27,3.7382999999999997
2008-08-28,-5.4054
2008-08-29,11.4286
2008-09-02,6.8376
2008-09-03,-5.6
2008-09-04,-0.5085
2008-09-05,0.5004
2008-09-08,-7.7445
2008-09-09,-8.1305
2008-09-10,-8.0
2008-09-11,-4.3478
2008-09-12,-1.1364
2008-09-15,-31.0345
2008-09-16,8.3333
2008-09-17,-10.7692
2008-09-18,0.0
2008-09-19,46.5517
2008-09-22,5.8824
2008-09-23,0.0
2008-09-24,-3.3333
2008-09-25,2.2989
2008-09-26,7.8652
2008-09-29,-19.1667
2008-09-30,3.0767
2008-10-01,12.5176
2008-10-02,5.5556
2008-10-03,-5.2632
2008-10-06,0.0
2008-10-07,-10.0
2008-10-08,-14.8148
2008-10-09,26.087
2008-10-10,-4.5977
2008-10-13,13.253
2008-10-14,23.4043
2008-10-15,0.0
2008-10-16,-12.931000000000001
2008-10-17,9.8886
2008-10-20,-15.3058
2008-10-21,5.3191
2008-10-22,-5.0505
2008-10-23,-3.1915
2008-10-24,-1.0989
2008-10-27,3.3333
2008-10-28,4.3011
2008-10-29,4.1237
2008-10-30,-0.9901
2008-10-31,-10.0
2008-11-03,0.0
2008-11-04,0.0
2008-11-05,-7.7778
2008-11-06,-10.8434
2008-11-07,-5.4054
2008-11-10,-1.4285999999999999
2008-11-11,-15.942
2008-11-12,-12.069
2008-11-13,3.9215999999999998
2008-11-14,19.0566
2008-11-17,-12.8368
2008-11-18,-14.5455
2008-11-19,-34.0426
2008-11-20,35.4839
2008-11-21,26.1905
2008-11-24,9.434
2008-11-25,-3.4267
2008-11-26,-28.5874
2008-12-01,10.0
2008-12-02,13.6364
2008-12-03,10.0
2008-12-04,12.7273
2008-12-05,9.6774
2008-12-08,92.6471
2008-12-09,-5.3435
2008-12-10,-7.2581
2008-12-11,-12.1739
2008-12-12,-0.9901
2008-12-15,-23.0
2008-12-16,20.7792
2008-12-17,0.0
2008-12-18,-4.3011
2008-12-19,-14.6067
2008-12-22,5.9211
2008-12-23,-1.8634
2008-12-24,-10.1266
2008-12-26,16.9014
2008-12-29,-8.4337
2008-12-30,-7.8947
2008-12-31,2.8571
2009-01-02,4.1667
2009-01-05,0.0
2009-01-06,1.3333
2009-01-07,-3.6184
2009-01-08,-0.3413
2009-01-09,-4.7945
2009-01-12,-0.7194
2009-01-14,-5.7971
2009-01-15,0.0
2009-01-16,2.4904
2009-01-20,0.2721
2009-01-21,4.7904
2009-01-22,42.8571
2009-01-23,-33.0
2009-01-27,-2.2388
2009-01-28,0.0
2009-01-29,0.7634
2009-01-30,4.5455
2009-02-02,-15.942
2009-02-03,-1.7241
2009-02-04,1.7544
2009-02-06,-1.7241
2009-02-10,-4.2105
2009-02-11,-4.304
2009-02-12,-13.8756
2009-02-17,-8.8889
2009-02-18,7.3171
2009-02-19,-6.8182
2009-02-20,0.2744
2009-02-23,-2.706
2009-02-24,25.0
2009-02-25,-20.0
2009-02-26,0.0
2009-02-27,0.0
2009-03-02,-12.5
2009-03-03,-11.4286
2009-03-04,0.0
2009-03-05,-19.3548
2009-03-06,15.95
2009-03-09,-37.9043
2009-03-10,61.1111
2009-03-11,-24.1379
2009-03-12,9.0909
2009-03-13,-18.75
2009-03-16,2.5641
2009-03-17,0.0
2009-03-18,4.9375
2009-03-19,14.3538
2009-03-20,-8.3333
2009-03-23,31.8182
2009-03-24,-3.4483
2009-03-25,21.4286
2009-03-26,-23.5294
2009-03-27,50.0
2009-03-30,2.5641
2009-04-01,-10.0
2009-04-02,0.0
2009-04-03,2.7778
2009-04-06,-11.3514
2009-04-07,-5.4878
2009-04-08,-6.4516
2009-04-09,8.6207
2009-04-13,18.4127
2009-04-14,9.919599999999999
2009-04-15,-14.5122
2009-04-16,2.7461
2009-04-17,-11.5238
2009-04-20,-2.7069
2009-04-21,-9.6774
2009-04-22,3.2143
2009-04-23,3.8062
2009-04-24,-13.3333
2009-04-27,-3.8462
2009-04-28,10.0
2009-04-29,5.4545
2009-04-30,2.7586
2009-05-01,-9.396
2009-05-04,-3.7037
2009-05-05,0.0
2009-05-06,-3.4615
2009-05-07,19.5219
2009-05-08,-3.3333
2009-05-11,-27.5862
2009-05-21,-80.9524
2009-05-22,-25.0
2009-05-26,-33.3333
2009-05-27,0.0
2009-05-28,0.0
2009-05-29,0.0
2009-06-01,-50.0
2009-06-02,0.0
2009-06-03,0.0
2009-06-04,0.0
2009-06-05,200.0
2009-06-08,0.0
2009-06-09,-33.3333
2009-06-10,0.0
2009-06-11,-50.0
2009-06-12,0.0
2009-06-15,100.0
2009-06-16,0.0
2009-06-17,-50.0
2009-06-18,0.0
2009-06-19,400.0
2009-06-22,-80.0
2009-06-23,300.0
2009-06-24,-50.0
2009-06-26,-50.0
2009-07-01,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-09,100.0
2009-07-13,-50.0
2009-07-14,0.0
2009-07-16,0.0
2009-07-17,0.0
2009-07-20,0.0
2009-07-21,0.0
2009-07-22,0.0
2009-07-24,0.0
2009-07-27,-50.0
2009-07-28,0.0
2009-07-29,200.0
2009-07-30,-33.3333
2009-08-04,300.0
2009-08-05,-97.5
2009-08-11,900.0
2009-08-12,0.0
2009-08-14,-40.0
2009-08-17,0.0
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,66.6667
2009-08-21,-40.0
2009-08-24,-83.3333
2009-08-26,900.0
2009-08-27,0.0
2009-08-28,0.0
2009-08-31,0.0
2009-09-03,0.0
2009-09-04,0.0
2009-09-08,-90.0
2009-09-14,700.0
2009-09-16,-50.0
2009-09-21,4.6875
2009-09-25,-97.0149
2009-09-29,700.0
2009-09-30,900.0
2009-10-01,-80.0
2009-10-02,50.0
2009-10-05,233.3333
2009-10-06,0.0
2009-10-09,0.0
2009-10-21,11.25
2009-10-22,0.0
2009-10-26,-10.1124
2009-10-27,-90.0
2009-11-05,-12.5
2009-11-12,14.2857
2009-11-13,118.75
2009-11-16,-54.2857
2009-11-17,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-30,0.0
2009-12-02,-87.5
2009-12-03,1200.0
2009-12-04,0.0
2009-12-07,-92.3077
2009-12-08,0.0
2009-12-09,800.0
2009-12-10,-11.1111
2009-12-14,-87.5
2009-12-15,1500.0
2009-12-18,0.0
2009-12-21,-43.75
2009-12-23,-88.8889
2009-12-28,0.0
2009-12-31,800.0
2010-01-06,-11.1111
2010-01-13,-87.5
2010-01-14,1600.0
2010-01-19,141.1765
2010-01-21,-67.0732
2010-01-22,-40.7407
2010-02-01,68.75
2010-02-02,0.0
2010-02-03,-40.7407
2010-02-09,0.0
2010-02-12,0.0
2010-02-16,0.0
2010-02-17,500.0
2010-02-25,-83.3333
2010-02-26,0.0
2010-03-02,0.0
2010-03-08,100.0
2010-03-12,-50.0
2010-03-16,-87.5
2010-03-17,1500.0
2010-03-18,50.0
2010-03-29,-62.5
2010-04-01,77.7778
2010-04-13,-93.75
2010-04-14,1500.0
2010-04-16,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-05-04,0.0
2010-05-07,-93.75
2010-05-13,1500.0
2010-05-14,890.625
2010-05-25,-74.7634
2010-06-01,0.0
2010-06-07,-50.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-25,0.0
2010-06-28,-20.0
2010-06-30,400.0
2010-07-02,-98.75
2010-07-06,1500.0
2010-07-12,-93.75
2010-07-14,1500.0
2010-07-15,0.0
2010-07-21,0.0
2010-08-02,-50.0
2010-08-05,50.0
2010-08-10,0.0
2010-08-17,0.0
2010-08-23,0.0
2010-08-27,33.3333
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,0.0
2010-09-09,0.0
2010-09-22,0.0
2010-09-27,0.0
2010-09-28,0.0
2010-10-06,0.0
2010-10-27,-93.75
2010-11-12,1100.0
2010-11-17,0.0
2010-12-02,-91.6667
2010-12-28,0.0
2011-01-21,0.0
2011-01-26,50.0
2011-02-01,10033.3333
2011-02-03,-73.6842
2011-02-24,-56.25
2011-03-15,37.1429
2011-03-25,0.0
2011-04-01,0.0
2011-04-28,0.0
2011-05-09,-27.0833
2011-05-12,0.0
2011-05-17,0.0
2011-06-01,37.1429
2011-06-10,0.0
2011-06-24,0.0
2011-07-29,0.0
2011-08-01,0.0
2011-08-03,0.0
2011-09-22,0.0
2011-10-27,-95.8333
2012-01-11,0.0
2012-01-24,0.0
2012-07-17,0.0
2012-09-21,0.0
2012-10-04,50.0
2012-11-12,0.0
2012-12-10,0.0
2012-12-13,0.0
2012-12-28,0.0
2013-04-26,-33.3333
2013-04-29,0.0
2013-05-09,0.0
2013-05-10,0.0
2013-05-29,0.0
2013-10-15,50.0
2013-10-28,0.0
2013-10-29,0.0
2013-12-02,0.0
2013-12-09,0.0
2013-12-18,0.0
2013-12-30,-33.3333
2014-01-03,50.0
2014-01-16,-33.3333
2014-05-07,0.0
2015-03-19,700.0
2015-06-23,-87.5
2016-02-23,0.0
2016-04-04,0.0
2016-04-15,0.0
2016-09-23,700.0
2016-12-29,0.0
2017-01-03,0.0
2017-06-13,900.0
2017-06-14,-50.0
2017-06-29,0.0
2017-07-13,-96.0
2017-07-17,-50.0
2017-10-25,-90.0
2018-01-26,-90.0
2018-04-11,900.0
2018-05-02,0.0
2018-05-04,-90.0
2018-06-27,9900.0
2018-08-09,-90.0
2018-08-10,900.0
2018-09-06,0.0
2018-09-21,0.0
2018-09-24,0.0
2018-09-28,0.0
2018-11-01,-99.0
2018-11-19,900.0
2018-12-14,-90.0
2018-12-28,0.0
2019-01-22,2800.0001
2019-04-12,244.8276
2019-05-09,-99.0
2019-05-16,900.0
2019-06-04,900.0
2019-06-27,-99.0
2019-07-10,0.0
2019-07-16,3899.9999
2019-08-02,-97.5
2019-08-15,9900.0
2019-08-27,-99.0
2019-09-17,0.0
2019-09-20,9900.0
2019-10-03,0.0
2019-10-18,0.0
2019-10-24,0.0
2019-11-22,-90.0
2019-12-16,0.0
2019-12-17,900.0
2019-12-20,0.0
2020-02-18,0.0
2020-02-20,-99.0
2020-03-31,9900.0
2020-04-17,0.0
2020-04-27,0.0
2020-04-29,0.0
2020-05-05,0.0
2020-05-11,2900.0
2020-05-12,0.0
2020-05-15,-66.6667
2020-05-19,-80.0
2020-05-20,400.0
2020-06-05,-80.0
2020-06-11,50.0
2020-06-15,-33.3333
2020-06-29,0.0
2020-07-17,50.0
2020-07-20,0.0
2020-07-23,0.0
