ticker,PLFF US Equity
2012-03-20,37.5
2012-03-21,-0.9569
2012-03-22,0.0
2012-03-27,32.3671
2012-03-28,-17.8832
2012-03-29,21.7778
2012-04-03,0.365
2012-04-04,0.0
2012-04-09,-9.0909
2012-04-25,-59.6
2012-04-27,0.0
2012-04-30,-1.9802
2012-05-01,0.0
2012-05-04,2.0202
2012-05-08,0.0
2012-05-09,-1.9802
2012-05-10,0.0
2012-05-11,0.0
2012-05-21,0.0
2012-05-30,-31.3131
2012-05-31,-1.4706000000000001
2012-06-05,-25.3731
2012-06-18,2.0
2012-07-12,-29.4118
2012-07-13,0.0
2012-07-18,-13.8889
2012-07-20,-19.3548
2012-07-23,0.0
2012-07-24,0.0
2012-07-25,0.0
2012-07-26,0.0
2012-07-31,0.0
2012-08-01,0.0
2012-08-03,-23.6
2012-08-06,0.0
2012-08-07,30.8901
2012-08-09,0.0
2012-08-10,0.0
2012-08-20,0.0
2012-09-10,0.0
2012-09-18,0.0
2012-09-19,-39.6
2012-09-25,65.5629
2012-10-10,-40.0
2012-10-16,-33.3333
2012-10-22,150.0
2012-10-23,0.0
2012-11-01,-20.0
2012-11-05,25.0
2012-11-08,0.0
2012-11-19,-20.0
2012-11-27,-50.0
2012-11-30,150.0
2013-01-08,-64.0
2013-01-15,77.7778
2013-01-17,0.0
2013-02-01,-43.75
2013-02-04,144.4444
2013-02-05,0.0
2013-02-08,-59.0909
2013-02-11,0.0
2013-02-14,-33.3333
2013-02-19,250.0
2013-03-14,-85.7143
2013-03-15,300.0
2013-03-26,58.3333
2013-03-27,0.0
2013-03-28,0.0
2013-05-23,-57.8947
2013-05-24,-37.5
2013-06-06,0.0
2013-06-07,0.0
2013-06-21,0.0
2013-06-27,0.0
2013-07-22,0.0
2013-07-25,100.0
2013-07-26,0.0
2013-08-02,0.0
2013-08-09,50.0
2013-11-04,-80.0
2013-11-08,300.0
2014-02-14,-75.0
2014-02-21,0.0
2014-03-10,200.0
2014-04-17,-66.6667
2014-04-29,0.0
2014-04-30,0.0
2014-06-09,-66.6667
2014-06-10,0.0
2014-08-04,0.0
2014-08-14,0.0
2014-09-04,400.0
2014-09-05,-60.0
2014-09-10,0.0
2014-09-11,150.0
2014-09-12,0.0
2014-09-25,-89.625
2014-09-29,285.5422
2014-10-01,200.0
2014-10-09,-88.3333
2014-10-14,442.8571
2014-10-27,0.0
2014-11-05,-96.875
2014-11-06,3268.4211
2014-11-07,0.0
2015-04-13,25.0
2015-04-17,0.0
2015-04-21,20.0
2015-04-22,16.6667
2015-04-29,0.0
2015-05-01,0.0
2015-05-05,0.0
2015-05-13,-7.1429
2015-05-22,0.0
2015-05-27,-7.6923
2015-06-19,-41.6667
2015-06-23,14.2857
2015-07-08,0.0
2015-08-04,-10.0
2015-09-03,66.6667
2015-12-03,-8.3333
2016-04-14,-36.3636
2016-04-18,0.0
2016-04-19,0.0
2016-07-08,0.0
2017-01-20,-14.2857
2017-02-03,0.0
2017-02-06,5.0
2017-03-31,-28.5714
2017-04-26,0.0
2017-05-05,0.0
2017-06-27,-11.1111
2017-10-25,25.0
2017-12-13,-40.0
2018-01-08,0.0
2018-02-27,100.0
2018-03-23,-73.3333
2018-04-12,12.5
2018-09-18,0.0
2018-10-04,-66.6667
2018-12-06,0.0
2019-04-09,0.0
2019-05-14,0.0
2019-11-11,516.6667
2019-11-12,-10.8108
2019-11-13,-39.3939
2019-11-14,200.0
2019-11-15,14.3333
2019-11-18,-70.5539
2019-11-19,36.1386
2019-11-21,-27.2727
2019-11-22,191.0
2019-11-27,-65.6357
2019-12-04,0.0
2019-12-13,215.3
2019-12-18,-70.6629
2019-12-26,-66.4865
2020-01-07,199.3548
2020-01-08,23.9224
2020-01-09,8.6957
2020-01-10,48.12
2020-01-13,113.8806
2020-01-14,-72.7273
2020-01-15,233.3333
2020-01-16,-16.6667
2020-01-17,-16.6667
2020-01-21,16.0
2020-01-23,589.3103
2020-01-24,-93.997
2020-02-03,25.0
2020-02-28,-0.0667
2020-05-01,-19.9466
2020-05-11,-6.6667
2020-05-19,-72.3214
2020-05-20,222.5806
2020-05-21,99.0
2020-05-22,-24.6231
2020-05-26,-26.0
2020-06-02,-0.9009
2020-06-18,-3.1818
2020-06-19,-43.662
2020-06-26,148.3333
2020-07-16,-66.443
