ticker,GFCJ US Equity
2004-03-25,-0.8902
2004-03-31,1.1976
2004-04-07,-0.8876
2004-04-12,0.2985
2004-04-13,-0.2976
2004-04-14,0.597
2004-04-16,-2.0772
2004-04-22,-1.8182
2004-04-23,1.8519
2004-04-28,-3.0303
2004-04-29,0.0
2004-04-30,3.125
2004-05-06,0.9091
2004-05-10,-4.5045
2004-05-13,2.5157
2004-05-26,-4.908
2004-06-03,-0.3226
2004-06-15,0.3236
2004-06-16,0.0
2004-06-18,-1.9355
2004-07-07,-0.5794
2004-07-12,-0.6623
2004-07-20,-2.0
2004-07-21,-1.3605
2004-07-26,0.0
2004-07-28,0.0
2004-08-02,-2.7586
2004-08-03,-5.0709
2004-08-04,-0.635
2004-08-05,0.0752
2004-08-27,0.6762
2004-08-30,0.0
2004-08-31,0.0
2004-09-03,0.7463
2004-09-10,-0.7407
2004-09-13,0.7463
2004-09-16,-0.7407
2004-09-24,2.9851
2004-10-04,8.6957
2004-10-05,0.0
2004-10-12,26.6667
2004-10-29,-11.0518
2004-11-04,6.25
2004-11-10,-0.5882
2004-11-30,-1.1834
2004-12-01,-0.1497
2004-12-10,-7.0465
2004-12-14,4.8387
2004-12-20,5.8462
2004-12-30,1.7442
2005-01-05,-1.7143000000000002
2005-01-06,-2.3256
2005-01-07,1.2083
2005-01-10,-0.0176
2005-01-12,-4.7059
2005-02-16,6.2469
2005-02-22,-1.1628
2005-03-02,-2.6471
2005-03-03,1.5106000000000002
2005-03-04,-1.4881
2005-03-21,-0.3021
2005-04-01,0.0728
2005-04-06,0.5333
2005-04-19,0.0
2005-04-20,-1.7362
2005-04-21,-4.908
2005-04-26,3.2258
2005-04-28,-1.5625
2005-05-02,1.5110999999999999
2005-05-20,-3.6778
2005-05-31,0.6494
2005-06-22,0.0
2005-07-06,-3.1508
2005-07-11,0.0
2005-07-21,0.0
2005-07-25,-3.3333
2005-07-26,-1.3793
2005-08-03,1.3986
2005-08-30,1.3793
2005-09-07,0.6803
2005-09-13,0.6757
2005-09-29,0.1678
2005-10-06,0.5025
2005-10-12,2.3333
2005-10-31,-6.8966
2005-11-15,18.5185
2005-12-07,-5.0
2005-12-12,-2.9605
2005-12-20,-1.3605
2005-12-22,0.0
2005-12-28,0.0
2006-01-13,-0.6897
2006-01-17,0.6944
2006-01-20,-0.1379
2006-01-23,3.5911999999999997
2006-01-26,-2.3333
2006-02-08,3.5836
2006-02-13,-3.7891
2006-02-17,1.3699
2006-03-03,-2.027
2006-03-28,0.0
2006-04-18,0.346
2006-05-02,-2.069
2006-05-03,2.1127
2006-05-09,-3.4483
2006-05-11,0.0
2006-06-01,0.0
2006-07-07,-9.1398
2006-07-18,4.142
2006-07-25,0.0
2006-08-01,-0.3788
2006-08-10,0.3802
2006-08-14,0.7576
2006-08-29,-0.7519
2006-08-30,0.7576
2006-08-31,0.0
2006-11-03,0.3774
2006-11-07,1.5038
2006-11-10,0.0
2006-11-17,1.4815
2006-11-30,-1.4599
2006-12-01,0.0
2006-12-05,0.0
2006-12-08,0.0
2006-12-11,0.0
2006-12-13,1.4444
2006-12-20,0.0365
2006-12-27,-0.7299
2006-12-28,4.7059
2007-01-05,-4.1579
2007-01-19,1.4706000000000001
2007-01-22,1.087
2007-01-24,-0.3584
2007-01-26,-1.0791
2007-01-29,-0.1818
2007-01-30,0.3643
2007-02-06,-0.1815
2007-02-07,0.0
2007-02-21,-0.3636
2007-02-27,0.0
2007-03-05,-0.365
2007-03-08,0.0
2007-03-12,1.8315000000000001
2007-03-13,0.0
2007-04-09,-0.361
2007-04-25,0.0
2007-05-23,2.1739
2007-06-08,-3.9146
2007-06-11,0.0
2007-06-20,1.4815
2007-06-21,0.0
2007-06-22,0.0
2007-06-27,0.0
2007-07-05,0.0
2007-07-06,0.0
2007-07-20,-0.7299
2007-07-25,0.0
2007-07-26,-3.6765
2007-07-27,-3.0534
2007-08-01,0.0
2007-08-06,0.0
2007-08-09,-0.7874
2007-08-15,-4.7619
2007-08-16,1.25
2007-08-21,4.5267
2007-08-22,-3.1496
2007-08-23,0.0
2007-09-21,0.0
2007-09-24,0.0
2007-10-01,0.0
2007-10-26,-4.4898
2007-11-06,-2.5641
2007-11-07,-1.7544
2007-11-19,-3.5714
2007-11-26,-7.1759
2007-11-27,-8.2294
2007-11-28,0.0
2007-12-06,2.1739
2007-12-14,1.0638
2007-12-31,2.1053
2008-01-02,-3.6082
2008-01-09,-0.2674
2008-01-10,-3.4853
2008-01-14,-2.7778
2008-01-24,-2.8571
2008-01-25,-2.3529
2008-01-28,1.8072
2008-01-29,-1.1834
2008-02-05,-4.1916
2008-02-15,-2.5
2008-03-03,-2.5641
2008-03-13,-3.9474
2008-03-14,0.0
2008-03-26,-4.1096
2008-04-01,-7.1429
2008-04-07,-10.7692
2008-04-14,8.6207
2008-04-21,-4.3651
2008-04-22,0.0
2008-04-23,1.2448
2008-04-25,1.6393
2008-05-01,-2.8226
2008-05-02,2.9046
2008-05-05,3.2258
2008-05-07,0.0
2008-05-09,25.0
2008-05-20,0.0
2008-06-10,-22.5
2008-06-19,3.2258
2008-06-20,0.0
2008-07-01,0.7813
2008-07-07,-5.4264
2008-07-10,-4.918
2008-07-16,0.0
2008-08-04,0.0
2008-09-11,-9.4828
2008-09-12,-14.2857
2008-10-08,-33.3333
2008-10-10,0.0
2008-11-03,0.0
2008-11-07,0.0
2008-11-12,0.0
2008-12-05,-33.3333
2008-12-17,0.0
2009-01-21,0.0
2009-03-03,-20.0
2009-03-04,0.0
2009-03-06,12.5
2009-03-31,-11.1111
2009-04-01,-31.25
2009-04-02,-11.3636
2009-04-20,-30.7692
2009-04-23,0.0
2009-04-24,-25.9259
2009-05-20,0.0
2009-05-28,-28.0
2009-05-29,-2.7778
2009-06-08,0.0
2009-07-14,0.0
2009-07-27,-70.0
2009-08-12,90.4762
2009-10-30,400.0
2009-11-06,-0.1
2009-11-10,-9.9099
2009-11-19,0.0
2009-11-24,-22.2222
2009-12-01,2.1429
2010-01-25,2.0979
2010-03-11,3.4247
2010-03-15,151.6556
2010-04-23,-36.8421
2010-04-27,0.0
2010-04-28,-28.3333
2010-05-19,4.6512
2010-09-13,-38.8889
2010-09-17,-9.0909
2010-11-17,80.0
2010-12-03,-33.3333
2010-12-08,-25.0
2010-12-13,-11.1111
2010-12-14,0.0
2010-12-15,-6.25
2010-12-16,0.0
2010-12-20,-18.6667
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,-8.1967
2010-12-27,-1.7856999999999998
2010-12-28,27.2727
2010-12-29,0.0
2010-12-31,37.1429
2011-03-07,-1.0417
2011-03-18,-16.0
2011-05-23,-12.2807
2011-05-25,17.1429
2011-06-02,-14.6341
2011-06-14,-14.2857
2011-06-21,0.0
2011-06-23,-4.0
2011-07-06,0.6944
2011-07-25,0.0
2011-08-01,0.0
2011-08-17,24.1379
2011-09-08,0.0
2011-09-22,-2.7778
2011-09-27,0.0
2011-10-24,0.0
2011-12-01,-10.0
2011-12-08,0.0
2011-12-12,-4.7619
2011-12-13,-25.0
2011-12-14,0.0
2011-12-16,-22.2222
2011-12-19,-14.2857
2011-12-21,-26.6667
2011-12-22,0.0
2011-12-23,154.5455
2011-12-28,0.0
2011-12-29,0.0
2011-12-30,1.7856999999999998
2012-01-10,-3.5088
2012-01-11,-16.3636
2012-01-13,-0.8696
2012-01-23,0.0
2012-01-27,-7.8947
2012-01-30,0.0
2012-01-31,19.0476
2012-05-21,-46.0
2012-06-14,-3.7037
2012-07-10,0.0
2012-07-12,0.0
2012-08-01,17.6923
2012-09-19,-24.8366
2012-09-20,0.0
2012-10-17,6.9565
2012-10-19,-17.8862
2012-10-22,0.0
2012-11-15,-43.5644
2012-11-16,0.0
2012-12-05,0.0
2012-12-06,0.0
2012-12-10,-71.9298
2012-12-18,150.0
2012-12-20,-25.0
2012-12-21,10.0
2012-12-24,24.2424
2012-12-31,4.878
2013-01-02,130.2326
2013-01-08,-49.4949
2013-01-09,0.0
2013-01-16,0.0
2013-01-18,20.0
2013-01-22,75.0
2013-01-23,42.8571
2013-01-24,33.3333
2013-01-28,2.5
2013-01-29,2.439
2013-02-11,4.7619
2013-02-13,36.3636
2013-02-22,25.0
2013-02-26,-20.0
2013-03-01,0.0
2013-03-27,0.0
2013-03-28,0.0
2013-04-15,-5.0
2013-04-17,-1.7544
2013-04-30,1.7856999999999998
2013-05-29,14.0351
2013-05-31,0.0
2013-06-03,7.6923
2013-06-27,17.1429
2013-07-03,0.0
2013-08-05,16.8293
2013-08-08,-0.8351
2013-08-12,0.0
2013-08-13,0.0
2013-09-06,-12.6316
2013-11-12,-38.5542
2013-11-13,0.0
2013-11-14,-21.5686
2013-11-18,0.0
2013-11-21,12.5
2013-11-22,-20.0
2013-11-26,16.6667
2013-11-27,-9.5238
2013-12-03,23.6842
2013-12-04,6.383
2013-12-12,-16.0
2013-12-17,2.8571
2013-12-23,11.1111
2014-01-07,0.0
2014-01-13,14.5833
2014-01-17,5.4545
2014-01-31,0.0
2014-02-05,0.0
2014-02-19,-6.8966
2014-02-20,-10.3704
2014-03-17,23.9669
2014-03-21,63.3333
2014-05-19,-8.1633
2014-05-20,-33.3333
2014-05-22,0.0
2014-05-27,0.0
2014-06-16,8.3333
2014-09-08,-4.3077
2014-09-29,-0.3215
2014-11-04,0.0
2014-11-11,-0.3226
2014-11-14,-0.9709
2014-11-18,1.3072
2014-11-24,-1.2903
2014-11-25,0.0
2014-12-08,6.2051
2014-12-10,-1.5347
2014-12-15,-6.25
2014-12-17,6.6667
2014-12-18,17.1875
2014-12-19,-14.6667
2014-12-22,-3.125
2014-12-23,1.6129
2014-12-24,-4.7619
2014-12-26,0.0
2015-01-09,-1.6667
2015-01-12,-0.0042
2015-01-13,0.0042
2015-01-16,3.3898
2015-02-02,-1.6393
2015-02-04,0.0
2015-02-05,6.6667
2015-02-10,-6.25
2015-02-11,0.0
2015-02-12,0.0
2015-02-17,0.0
2015-02-18,-1.6667
2015-02-24,35.5932
2015-03-31,-17.5
2015-04-07,0.0
2015-04-20,1.5152
2015-04-30,-2.9851
2015-05-14,0.0
2015-05-19,0.0
2015-06-01,-1.5385
2015-06-03,-6.25
2015-06-09,0.0
2015-06-12,0.0
2015-06-26,-3.3333
2015-06-29,1.7198
2015-07-07,10.1742
2015-07-15,-20.0
2015-07-31,9.6154
2015-08-11,-12.2807
2015-08-21,0.0
2015-09-17,4.0
2015-09-18,-13.461500000000001
2015-09-21,6.6667
2015-09-22,0.0
2015-09-23,-6.25
2015-10-05,6.6667
2015-10-09,-16.6667
2015-10-13,-7.5
2015-10-19,8.1081
2015-10-22,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-11-03,-7.0
2015-11-17,0.0
2015-11-23,-0.5376
2015-12-18,0.0
2016-02-08,5.4054
2016-02-29,0.0
2016-03-03,51.2821
2016-03-04,1.6949
2016-03-09,8.3333
2016-03-11,53.8462
2016-03-14,-36.0
2016-03-22,-3.125
2016-03-24,0.0
2016-03-31,-3.2258
2016-04-08,-16.6667
2016-04-18,10.0
2016-04-20,9.0909
2016-05-10,0.0
2016-05-23,0.0
2016-06-06,-10.0
2016-06-07,11.1111
2016-07-22,-6.6667
2016-08-09,14.2857
2016-08-29,25.0
2016-09-16,-25.0
2016-09-19,-6.6667
2016-09-29,1.7856999999999998
2016-10-05,5.2632
2016-10-06,-15.0
2016-10-21,11.1765
2016-10-27,0.5291
2016-11-02,-5.2632
2016-11-10,-3.7037
2016-11-11,9.6154
2016-11-14,5.2632
2016-11-17,-5.0
2016-11-28,-3.5088
2016-12-13,0.0
2016-12-14,9.0909
2016-12-19,-8.3333
2016-12-20,4.7273
2016-12-21,-4.5139
2016-12-27,-1.8182
2016-12-28,-1.8519
2016-12-30,0.0
2017-01-18,32.0755
2017-01-31,-5.7143
2017-02-03,0.0
2017-02-08,-9.0909
2017-02-09,0.0
2017-02-10,-3.3333
2017-02-13,-0.3448
2017-02-15,0.346
2017-02-16,1.7241
2017-02-23,0.0
2017-03-07,11.8644
2017-03-09,3.0303
2017-05-08,-89.7059
2017-05-09,-28.5714
2017-05-10,80.0
2017-05-11,-40.4306
2017-05-12,-6.3651
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,-20.3187
2017-05-25,-50.0
2017-05-26,-20.0
2017-06-13,-12.5
2017-06-16,0.0
2017-06-19,42.8571
2017-06-20,-30.0
2017-06-21,14.2857
2017-06-27,-37.5
2017-06-29,0.0
2017-07-19,0.0
2017-07-24,0.0
2017-08-02,0.0
2017-08-14,0.0
2017-08-23,26.0
2017-08-29,-20.634900000000002
2017-09-01,0.0
2017-09-06,0.0
2017-09-13,0.0
2017-09-15,100.0
2017-09-27,-50.0
2017-10-13,-40.0
2017-10-16,66.6667
2017-10-17,-40.0
2017-10-18,0.0
2017-10-27,0.0
2017-10-30,0.0
2017-11-10,0.0
2017-11-14,0.0
2017-11-28,0.0
2017-12-01,233.0
2017-12-12,-69.97
2017-12-13,0.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-22,0.0
2017-12-28,66.6667
2017-12-29,0.0
2018-01-04,100.0
2018-01-05,0.0
2018-01-08,-50.0
2018-01-09,100.0
2018-01-19,50.0
2018-01-24,-33.3333
2018-01-29,0.0
2018-01-30,-39.0
2018-02-02,63.9344
2018-02-05,-39.5
2018-02-06,83.1405
2018-02-07,8.3032
2018-02-08,24.9167
2018-02-09,-6.6044
2018-02-15,-4.6071
2018-02-26,0.0
2018-03-02,4.8297
2018-03-07,0.0
2018-03-14,-26.3571
2018-03-16,6.6925
2018-03-20,-18.1818
2018-03-22,-1.6111
2018-03-26,-14.737400000000001
2018-03-28,-7.2848
2018-03-29,28.5714
2018-04-17,133.3333
2018-04-24,-4.7619
2018-04-26,-69.5
2018-04-30,113.1148
2018-05-10,-53.8462
2018-05-14,63.3333
2018-05-23,41.8367
2018-05-24,-19.5683
2018-05-25,-55.2773
2018-06-07,100.0
2018-06-29,-50.0
2018-07-05,-20.0
2018-07-12,-25.0
2018-07-26,0.0
2018-08-09,380.0
2018-09-18,-78.4722
2018-09-21,-4.6774000000000004
2018-09-24,-28.934
2018-10-01,42.8571
2018-10-02,-33.3333
2018-10-12,50.0
2018-11-02,57.0
2018-11-16,-15.0743
2018-11-19,20.0
2018-12-10,-37.5
2018-12-17,0.0
2018-12-26,-23.3333
2019-02-28,69.1522
2019-03-05,2.8145
2019-03-06,0.0
2019-03-07,-3.75
2019-03-08,-35.0649
2019-03-11,19.8
2019-03-12,26.8781
2019-03-14,23.947400000000002
2019-03-20,0.0
2019-03-22,1.9108
2019-03-26,-5.625
2019-03-27,3.9735
2019-04-03,1.5287
2019-04-09,-18.6533
2019-04-11,20.8226
2019-04-23,-14.8936
2019-04-24,36.75
2019-05-03,49.2687
2019-05-10,-51.0104
2019-05-15,75.0
2019-05-28,-1.4285999999999999
2019-06-04,0.0
2019-07-05,-56.5217
2019-07-12,53.8333
2019-08-15,-34.9946
2019-08-19,-16.6667
2019-08-20,9.2
2019-10-01,-26.7399
2019-10-03,-36.05
2019-10-10,39.9922
2019-10-23,-38.5646
2019-11-08,66.3636
2019-11-22,-39.8907
2019-12-06,0.0
2019-12-10,100.0
2019-12-17,-50.0
2019-12-18,76.3636
2019-12-26,54.6392
2020-01-02,-31.6667
2020-01-06,14.439
2020-02-04,-53.1117
2020-02-06,400.0
2020-02-13,-63.6364
2020-04-02,2.5
2020-04-03,-19.5122
2020-05-01,5.4545
2020-05-15,71.3793
2020-05-20,-26.8444
2020-05-26,-20.7655
2020-06-02,0.376
2020-06-08,-30.2594
2020-06-23,123.9669
2020-06-24,1.476
2020-07-01,-56.0
