ticker,STIE US Equity
2011-11-09,-13.8462
2011-11-10,42.8571
2011-11-11,0.0
2011-11-14,-6.25
2011-11-15,-18.6667
2011-11-16,-18.0328
2011-11-17,20.0
2011-11-18,3.3333
2011-11-21,0.0
2011-11-22,-19.6774
2011-11-23,10.4418
2011-11-25,-1.8182
2011-11-28,-25.9259
2011-11-29,45.0
2011-11-30,21.0345
2011-12-01,-4.5584
2011-12-02,0.0
2011-12-05,-10.4478
2011-12-06,-16.6667
2011-12-07,-1.6
2011-12-08,-2.439
2011-12-09,-10.4167
2011-12-12,-15.814
2011-12-13,24.3094
2011-12-14,-15.5556
2011-12-15,-15.2632
2011-12-16,6.2112
2011-12-19,31.5789
2011-12-20,24.0
2011-12-21,-0.3584
2011-12-22,-28.0576
2011-12-23,22.5
2011-12-27,-10.2041
2011-12-28,-9.0909
2011-12-29,-2.5
2011-12-30,2.5641
2012-01-03,19.5
2012-01-04,0.0
2012-01-05,-16.318
2012-01-06,-24.5
2012-01-09,0.6623
2012-01-10,0.0
2012-01-11,1.3158
2012-01-12,0.6494
2012-01-13,0.0
2012-01-17,-3.2258
2012-01-18,0.0
2012-01-19,-6.6667
2012-01-20,-7.8571
2012-01-23,-2.3256
2012-01-24,-0.7937
2012-01-25,0.0
2012-01-26,-20.0
2012-01-27,5.0
2012-01-30,10.4762
2012-01-31,12.069
2012-02-01,-20.0
2012-02-03,-4.8077
2012-02-06,3.0303
2012-02-08,-0.9804
2012-02-09,3.9604
2012-02-10,0.0
2012-02-13,-0.9524
2012-02-14,22.1154
2012-02-15,-21.2598
2012-02-16,-28.9875
2012-02-17,33.6913
2012-02-21,4.154
2012-02-23,-0.9228
2012-02-24,-0.0702
2012-02-27,-0.4086
2012-02-28,-7.6923
2012-02-29,-13.3333
2012-03-01,24.3109
2012-03-02,-2.1271
2012-03-06,5.2687
2012-03-08,-31.9319
2012-03-09,45.4412
2012-03-12,0.0
2012-03-13,-14.1557
2012-03-14,0.0
2012-03-15,-3.6513999999999998
2012-03-19,-26.6504
2012-03-20,41.1667
2012-03-22,-11.4522
2012-03-26,-33.3333
2012-03-27,57.8
2012-03-30,1.3942
2012-04-02,-55.8125
2012-04-03,126.3083
2012-04-04,-28.75
2012-04-05,-28.0702
2012-04-09,70.4878
2012-04-10,-25.608
2012-04-11,15.3846
2012-04-13,-11.6667
2012-04-18,-1.8868
2012-04-20,-3.9663
2012-04-24,-2.9161
2012-04-27,-56.6843
2012-04-30,90.0893
2012-05-02,12.3062
2012-05-03,0.3764
2012-05-04,-72.1528
2012-05-07,211.2219
2012-05-10,-3.8462
2012-05-17,-22.7
2012-05-18,-3.4066
2012-05-23,42.8571
2012-05-24,0.0
2012-05-25,87.5
2012-05-29,6.6667
2012-05-31,-36.25
2012-06-05,0.0
2012-06-07,-21.5686
2012-06-14,0.0
2012-06-15,-12.5
2012-06-19,-11.4286
2012-06-20,0.0
2012-06-21,-29.0323
2012-06-22,13.6364
2012-06-25,-12.0
2012-06-26,263.6364
2012-06-29,-6.25
2012-07-02,-71.7333
2012-07-03,3.7736
2012-07-05,36.3636
2012-07-06,116.5417
2012-07-09,-63.0556
2012-07-10,4.1667
2012-07-11,-8.0
2012-07-12,-13.0435
2012-07-13,0.0
2012-07-16,20.0
2012-07-17,4.1667
2012-07-18,0.0
2012-07-19,8.0
2012-07-23,-18.5185
2012-07-25,-13.6364
2012-07-27,-5.2632
2012-07-30,27.7778
2012-07-31,4.3478
2012-08-01,0.0
2012-08-02,0.0
2012-08-03,4.1667
2012-08-06,8.0
2012-08-07,7.4074
2012-08-08,3.4483
2012-08-09,-16.6667
2012-08-10,8.0
2012-08-13,11.1111
2012-08-14,-6.6667
2012-08-15,-14.2857
2012-08-17,12.5
2012-08-21,11.1111
2012-08-22,200.0
2012-08-23,-27.7778
2012-08-28,-30.7692
2012-08-31,11.1111
2012-09-11,-8.0
2012-09-12,10.8696
2012-09-13,-1.9607999999999999
2012-09-25,-20.0
2012-09-27,-25.0
2012-09-28,36.6667
2012-10-04,-12.1951
2012-10-08,13.8889
2012-10-09,-9.7561
2012-10-10,-16.2162
2012-10-12,0.0
2012-10-15,0.0
2012-10-16,0.0
2012-10-22,0.0
2012-10-23,-3.2258
2012-10-24,0.0
2012-10-25,0.0
2012-10-26,0.0
2012-10-31,0.0
2012-11-01,0.0
2012-11-02,0.0
2012-11-07,3.3333
2012-11-12,3.2258
2012-11-15,-3.125
2012-11-19,3.2258
2012-11-20,0.0
2012-11-21,0.0
2012-11-23,-6.25
2012-11-26,3.3333
2012-11-27,0.0
2012-11-29,-3.2258
2012-11-30,0.0
2012-12-03,353.3333
2012-12-10,-48.5294
2012-12-11,-7.1429
2012-12-18,-30.7692
2012-12-20,-31.1111
2012-12-21,29.0323
2012-12-31,0.0
2013-01-02,0.0
2013-01-07,-22.4688
2013-01-08,-0.0403
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,0.0
2013-01-14,0.0
2013-01-15,0.0
2013-01-16,0.0
2013-01-17,0.0
2013-01-22,0.0
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,0.0
2013-01-28,0.0
2013-01-30,0.0
2013-02-15,29.0323
2013-02-19,0.0
2013-02-25,-22.5
2013-02-27,0.0
2013-03-01,29.0323
2013-03-05,-22.5
2013-03-13,0.0
2013-03-22,0.0
2013-03-25,0.0
2013-03-26,0.0
2013-03-28,0.0
2013-04-02,0.0
2013-04-18,-19.3548
2013-04-19,24.0
2013-05-03,25.8065
2013-06-07,-48.7179
2013-06-10,75.0
2013-06-19,-57.1429
2013-06-20,133.3333
2013-06-28,-60.0
2013-07-05,0.0
2013-07-08,-28.5714
2013-07-09,100.0
2013-07-18,0.0
2013-07-24,-25.0
2013-07-25,-65.3333
2013-08-20,92.3077
2013-08-21,0.0
2013-09-24,50.0
2013-09-30,0.0
2013-11-18,-64.6667
2013-11-25,0.0
2013-11-26,0.0
2013-11-27,-3.7736
2013-12-05,-21.5686
2013-12-06,0.0
2013-12-09,0.0
2013-12-10,-25.0
2013-12-11,0.0
2013-12-12,-33.3333
2013-12-13,0.0
2013-12-17,300.0
2014-01-17,-75.0
2014-02-03,50.0
2014-02-14,166.6667
2014-02-27,0.0
2014-03-26,-8.2813
2014-06-13,-31.8569
2014-08-28,0.0
2014-08-29,0.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-10,0.0
2014-09-30,-20.0
2014-11-05,0.0
2014-12-12,-25.0
2015-01-09,-16.6667
2015-02-13,-20.0
2015-02-17,0.0
2015-02-18,0.0
2015-03-11,-25.0
2015-04-07,0.0
2015-04-13,0.0
2015-05-28,-25.4167
2015-06-04,-10.6145
2015-09-18,-20.0
2015-09-29,0.0
2015-10-22,-12.5
2015-12-10,0.0
2015-12-11,0.0
2016-02-25,42.8571
2016-03-16,0.0
2016-08-02,0.0
2016-08-19,100.0
2016-08-30,-50.0
2016-09-16,0.0
2016-10-28,100.0
2016-10-31,-25.0
2016-11-30,22.9167
2016-12-16,-18.6441
2016-12-19,0.0
2017-05-03,-60.0
2017-05-12,0.0
2017-06-09,0.0
2017-10-09,0.0
2017-12-29,-16.6667
2018-03-13,60.0
2018-07-23,-25.0
2018-12-27,-15.0
2019-10-01,96.0784
2019-10-15,-36.0
2019-10-23,56.25
2019-12-09,0.0
2019-12-30,-40.0
2020-04-14,0.0
