ticker,SCAL US Equity
2006-01-13,0.0
2006-01-17,0.0
2006-01-20,0.0
2006-01-23,75.0
2006-01-30,-42.8571
2006-01-31,150.0
2006-02-13,-10.0
2006-02-17,-11.1111
2006-02-21,6.25
2006-02-22,-52.9412
2006-03-07,112.5
2006-03-08,-5.8824
2006-03-09,-37.5
2006-03-10,0.0
2006-03-13,-40.0
2006-03-22,66.6667
2006-03-23,70.0
2006-03-24,-5.8824
2006-04-06,6.25
2006-04-07,0.0
2006-04-12,0.0
2006-04-13,0.0
2006-04-18,-5.8824
2006-04-21,-50.0
2006-04-25,-50.0
2006-04-28,325.0
2006-05-02,0.0
2006-05-03,0.0
2006-05-08,0.0
2006-05-11,-5.8824
2006-05-12,0.0
2006-05-15,-62.5
2006-06-05,166.6667
2006-06-07,-74.8438
2006-06-14,396.8944
2006-06-15,-15.0
2006-06-21,-58.8235
2006-06-26,185.7143
2006-07-03,0.0
2006-07-05,-40.0
2006-07-07,366.6667
2006-07-10,-10.7143
2006-07-11,-56.0
2006-07-12,81.8182
2006-07-13,75.0
2006-07-14,-31.4286
2006-07-17,-8.3333
2006-07-18,4.5455
2006-07-19,8.6957
2006-07-20,-2.0
2006-07-21,-6.1224
2006-07-24,-13.0435
2006-07-25,5.0
2006-07-26,-23.8095
2006-07-27,37.5
2006-07-28,4.5455
2006-07-31,0.0
2006-08-01,-30.4348
2006-08-02,43.75
2006-08-03,-39.1304
2006-08-04,7.1429
2006-08-07,-6.6667
2006-08-08,-7.1429
2006-08-09,-23.0769
2006-08-10,0.0
2006-08-11,-40.0
2006-08-14,0.0
2006-08-15,0.0
2006-08-16,66.6667
2006-08-17,-40.0
2006-08-18,0.0
2006-08-21,-24.1667
2006-08-22,9.8901
2006-08-23,0.0
2006-08-24,0.0
2006-08-25,0.0
2006-08-28,0.0
2006-08-29,20.0
2006-08-30,0.0
2006-09-01,0.0
2006-09-05,0.0
2006-09-08,-16.6667
2006-09-11,20.0
2006-09-14,-33.3333
2006-09-15,0.0
2006-09-18,0.0
2006-09-19,12.5
2006-09-20,33.3333
2006-09-22,-50.0
2006-09-25,33.3333
2006-09-29,-2.5
2006-10-03,-74.359
2006-10-04,50.0
2006-10-05,33.3333
2006-10-06,0.0
2006-10-10,50.0
2006-10-11,-66.25
2006-10-12,196.2963
2006-10-13,0.0
2006-10-16,33.3333
2006-10-17,5.0
2006-10-18,-4.7619
2006-10-19,-62.5
2006-10-20,100.0
2006-10-23,33.3333
2006-10-24,25.0
2006-10-25,0.0
2006-10-26,90.0
2006-10-27,0.0
2006-10-30,-5.2632
2006-10-31,0.0
2006-11-02,55.5556
2006-11-03,7.1429
2006-11-06,66.6667
2006-11-07,-40.0
2006-11-08,20.0
2006-11-09,0.0
2006-11-10,5.5556
2006-11-13,-10.526299999999999
2006-11-14,11.7647
2006-11-15,-47.3684
2006-11-16,100.0
2006-11-17,-5.0
2006-11-20,-21.0526
2006-11-22,26.6667
2006-11-27,-57.8947
2006-12-04,12.5
2006-12-06,0.0
2006-12-07,0.0
2006-12-08,22.2222
2006-12-11,-18.1818
2006-12-12,0.0
2006-12-13,55.5556
2006-12-14,-35.0
2006-12-15,-12.0879
2006-12-19,56.25
2006-12-20,-20.0
2006-12-21,0.0
2006-12-26,40.0
2006-12-28,-64.2857
2006-12-29,20.0
2007-01-03,133.3333
2007-01-05,0.0
2007-01-08,21.4286
2007-01-09,23.5294
2007-01-10,-4.7619
2007-01-11,-15.0
2007-01-12,5.8824
2007-01-16,-44.4444
2007-01-18,40.0
2007-01-19,-28.5714
2007-01-22,0.0
2007-01-23,0.0
2007-01-24,0.0
2007-01-26,-47.0
2007-01-29,277.3585
2007-01-31,-10.0
2007-02-05,0.0
2007-02-08,-16.6667
2007-02-09,0.0
2007-02-14,-13.3333
2007-02-15,0.0
2007-02-16,-46.1538
2007-02-20,71.4286
2007-02-21,-41.6667
2007-02-22,85.7143
2007-02-23,0.0
2007-03-05,-15.3846
2007-03-07,-18.1818
2007-03-08,0.0
2007-03-12,11.1111
2007-03-13,0.0
2007-03-14,-20.0
2007-03-15,0.0
2007-03-16,-12.5
2007-03-20,0.0
2007-03-21,85.7143
2007-03-22,-46.1538
2007-03-23,42.8571
2007-03-27,-14.0
2007-03-28,10.4651
2007-04-04,5.2632
2007-04-05,35.0
2007-04-09,7.4074
2007-04-10,3.4483
2007-04-11,0.0
2007-04-13,-16.6667
2007-04-16,-52.0
2007-04-17,216.6667
2007-04-18,0.0
2007-04-19,-26.3158
2007-04-20,0.0
2007-04-23,0.0
2007-04-24,0.0
2007-04-25,0.0
2007-04-26,7.1429
2007-04-27,20.0
2007-04-30,-16.6667
2007-05-01,0.0
2007-05-02,0.0
2007-05-03,0.0
2007-05-04,0.0
2007-05-07,0.0
2007-05-08,-6.6667
2007-05-09,21.4286
2007-05-10,-11.7647
2007-05-14,20.0
2007-05-15,-11.1111
2007-05-18,-6.25
2007-05-21,0.0
2007-05-22,0.0
2007-05-25,0.0
2007-05-29,-20.0
2007-05-30,0.0
2007-05-31,0.0
2007-06-01,0.0
2007-06-05,0.0
2007-06-07,50.0
2007-06-08,-16.1111
2007-06-11,-0.6623
2007-06-13,0.0
2007-06-15,0.0
2007-06-18,-20.0
2007-06-20,0.0
2007-06-21,35.4167
2007-06-22,-26.1538
2007-06-29,33.3333
2007-07-02,0.0
2007-07-03,-6.25
2007-07-05,-20.0
2007-07-06,16.6667
2007-07-09,0.0
2007-07-12,0.0
2007-07-13,14.2857
2007-07-17,6.25
2007-07-18,-23.5294
2007-07-19,15.3846
2007-07-20,-6.6667
2007-07-23,7.1429
2007-07-24,-6.6667
2007-07-25,7.1429
2007-07-26,-6.6667
2007-07-30,7.1429
2007-07-31,-6.6667
2007-08-02,7.1429
2007-08-03,0.0
2007-08-06,-6.6667
2007-08-07,21.4286
2007-08-08,-23.5294
2007-08-09,0.0
2007-08-13,0.0
2007-08-17,0.0
2007-08-20,30.7692
2007-08-21,-41.1765
2007-08-22,10.0
2007-08-27,0.0
2007-08-29,22.7273
2007-08-30,11.1111
2007-08-31,0.0
2007-09-04,0.0
2007-09-05,-26.6667
2007-09-06,36.3636
2007-09-07,0.0
2007-09-10,0.0
2007-09-11,0.0
2007-09-12,-26.6667
2007-09-13,36.3636
2007-09-19,6.6667
2007-09-20,-12.5
2007-09-24,0.0
2007-09-25,0.0
2007-09-26,14.2857
2007-10-01,-12.5
2007-10-02,28.5714
2007-10-03,0.0
2007-10-04,-16.6667
2007-10-05,-26.6667
2007-10-08,0.0
2007-10-11,36.3636
2007-10-12,0.0
2007-10-15,-6.6667
2007-10-16,0.0
2007-10-17,0.0
2007-10-19,0.0
2007-10-22,0.0
2007-10-23,0.0
2007-10-26,0.0
2007-10-30,0.0
2007-10-31,-21.4286
2007-11-02,27.2727
2007-11-05,0.0
2007-11-07,7.1429
2007-11-08,-26.6667
2007-11-13,9.0909
2007-11-14,0.0
2007-11-15,0.0
2007-11-16,0.0
2007-11-19,-16.6667
2007-11-20,-30.0
2007-11-21,85.7143
2007-11-27,7.6923
2007-11-28,0.0
2007-11-29,0.0
2007-11-30,-14.2857
2007-12-04,-8.3333
2007-12-05,9.0909
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,-25.0
2007-12-14,11.1111
2007-12-18,0.0
2007-12-27,-10.0
2007-12-28,44.4444
2007-12-31,0.0
2008-01-04,-30.7692
2008-01-08,11.1111
2008-01-18,0.0
2008-01-29,0.0
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,-10.0
2008-02-07,-11.1111
2008-02-08,0.0
2008-02-19,25.0
2008-02-22,0.0
2008-02-25,0.0
2008-02-27,-50.0
2008-03-03,100.0
2008-03-04,10.0
2008-03-05,-54.5455
2008-03-07,120.0
2008-03-18,0.0
2008-03-19,0.0
2008-03-24,0.0
2008-03-27,0.0
2008-03-28,-36.3636
2008-04-09,42.8571
2008-04-24,-20.0
2008-04-28,12.5
2008-04-29,0.0
2008-04-30,-22.2222
2008-05-01,57.1429
2008-05-02,18.1818
2008-05-06,-15.3846
2008-05-07,0.0
2008-05-13,-36.3636
2008-05-15,42.8571
2008-05-20,-20.0
2008-05-21,0.0
2008-05-23,25.0
2008-05-27,0.0
2008-05-29,-30.0
2008-05-30,28.5714
2008-06-06,-44.4444
2008-06-09,120.0
2008-06-10,-27.2727
2008-06-13,-12.5
2008-06-16,-28.5714
2008-06-20,160.0
2008-06-23,-69.2308
2008-07-02,200.0
2008-07-10,-58.3333
2008-07-14,100.0
2008-07-16,-40.0
2008-07-17,-16.6667
2008-07-18,80.0
2008-07-21,-44.4444
2008-07-28,0.0
2008-07-31,-20.0
2008-08-01,25.0
2008-08-06,80.0
2008-08-08,-44.4444
2008-08-12,80.0
2008-08-14,-5.5556
2008-08-20,5.8824
2008-08-21,0.0
2008-08-25,-5.5556
2008-09-05,-5.8824
2008-09-08,12.5
2008-09-09,-11.1111
2008-09-10,-50.0
2008-09-16,125.0
2008-09-17,-55.5556
2008-09-19,25.0
2008-09-30,60.0
2008-10-02,-75.0
2008-10-03,150.0
2008-10-08,-56.0
2008-10-13,127.2727
2008-10-14,0.0
2008-10-23,-56.0
2008-10-24,36.3636
2008-10-27,166.6667
2008-11-03,-6.25
2008-11-10,6.6667
2008-11-11,-12.5
2008-11-12,-71.4286
2008-11-14,50.0
2008-11-19,133.3333
2008-11-24,14.2857
2008-11-25,-25.0
2008-11-28,33.3333
2008-12-02,0.0
2008-12-05,0.0
2008-12-10,0.0
2008-12-15,-12.5
2008-12-22,14.2857
2008-12-23,-12.5
2008-12-26,28.5714
2008-12-29,0.0
2008-12-30,0.0
2009-01-12,0.0
2009-01-13,0.0
2009-01-15,0.0
2009-01-21,0.0
2009-01-22,0.0
2009-01-23,-11.1111
2009-01-26,-68.75
2009-01-28,216.0
2009-01-30,0.0
2009-02-02,0.0
2009-02-05,1.2658
2009-02-10,-61.25
2009-02-11,125.8065
2009-02-12,0.0
2009-02-20,42.8571
2009-02-23,0.0
2009-02-24,0.0
2009-02-25,0.0
2009-02-27,-20.0
2009-03-02,-37.5
2009-03-04,90.0
2009-03-05,-5.2632
2009-03-06,0.0
2009-03-09,0.0
2009-03-10,-11.1111
2009-03-11,12.5
2009-03-12,0.0
2009-03-16,-1.1111
2009-03-17,-43.8202
2009-03-23,78.0
2009-03-24,-21.3483
2009-03-25,14.2857
2009-03-30,12.5
2009-03-31,-44.4444
2009-04-03,80.0
2009-04-06,-44.4444
2009-04-07,80.0
2009-04-08,0.0
2009-04-14,0.0
2009-04-16,-22.2222
2009-04-20,0.0
2009-04-21,28.5714
2009-04-28,-55.5556
2009-04-30,100.0
2009-05-01,-37.5
2009-05-05,0.0
2009-05-06,-20.0
2009-05-07,-22.5
2009-05-08,-35.4839
2009-05-13,275.0
2009-05-15,0.0
2009-05-21,0.0
2009-05-27,-65.3333
2009-05-28,0.0
2009-06-02,3.8462
2009-06-04,-25.9259
2009-06-12,350.0
2009-06-16,-22.2222
2009-06-26,14.2857
2009-06-29,-75.0
2009-07-06,300.0
2009-07-07,0.0
2009-07-08,-6.25
2009-07-23,-46.6667
2009-07-24,100.0
2009-07-28,0.0
2009-08-06,-50.0
2009-08-20,25.0
2009-08-28,60.0
2009-09-02,-48.75
2009-09-03,2.439
2009-09-04,-2.3810000000000002
2009-09-11,-75.6098
2009-09-15,700.0
2009-09-16,-12.5
2009-09-28,-28.5714
2009-10-08,0.0
2009-10-15,-20.0
2009-10-20,25.0
2009-10-23,-40.0
2009-10-27,0.0
2009-11-02,66.6667
2009-11-06,0.0
2009-11-09,0.0
2009-11-11,-56.0
2009-11-17,218.1818
2009-11-30,-42.8571
2009-12-02,25.0
2009-12-03,-10.0
2009-12-07,11.1111
2009-12-09,0.0
2009-12-15,40.0
2009-12-21,-57.1429
2009-12-24,-26.6667
2009-12-29,-9.0909
2010-01-06,5.0
2010-01-13,128.5714
2010-01-21,-37.5
2010-01-22,0.0
2010-02-03,100.0
2010-03-02,0.0
2010-03-17,-1.6667
2010-03-19,0.0
2010-03-23,0.0
2010-03-25,0.0
2010-03-30,18.6441
2010-04-06,-95.7143
2010-05-10,233.3333
2010-05-18,10.0
2010-05-25,0.0
2010-05-27,-63.6364
2010-06-01,0.0
2010-08-16,1550.0
2010-08-20,-83.3333
2010-09-09,-18.1818
2010-09-15,-96.5278
2010-09-28,12380.0
2010-10-13,-2.5641
2010-10-25,-73.6842
2010-10-27,-96.875
2010-11-08,0.0
2010-11-10,0.0
2010-11-12,0.0
2010-11-18,6300.0
2010-12-07,0.0
2010-12-10,0.0
2010-12-22,-98.4375
2010-12-23,0.0
2010-12-30,20.0
2011-01-06,33.3333
2011-03-17,100.0
2011-04-12,-50.0
2011-04-26,3900.0
2011-04-27,0.0
2011-04-28,-89.0625
2011-05-06,14.2857
2011-05-10,-12.5
2011-05-16,14.2857
2011-06-02,500.0
2011-06-14,-6.6667
2011-06-16,0.0
2011-06-30,0.0
2011-07-13,0.0
2011-07-18,42.8571
2011-07-26,-30.0
2011-07-27,0.0
2011-08-03,-78.5714
2011-08-12,566.6667
2011-08-23,-98.4375
2011-11-17,9500.0
2011-12-28,-96.6667
2011-12-30,0.0
2012-01-05,900.0
2012-05-17,0.0
2012-06-22,-91.875
2012-06-26,6053.8462
2012-06-27,-60.0
2012-09-18,-5.0
2012-09-20,-96.7105
2012-09-24,0.0
2012-11-28,0.0
2012-11-29,-50.0
2012-12-18,0.0
2012-12-20,0.0
2013-01-07,0.0
2013-01-10,0.0
2013-03-25,0.0
2013-05-06,-60.0
2013-05-31,0.0
2013-09-09,0.0
2014-03-06,700.0
2014-04-08,-87.5
2014-06-12,0.0
2014-06-13,0.0
2014-06-17,0.0
2014-06-26,0.0
2014-06-27,0.0
2014-07-31,7900.0
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,0.0
2014-08-12,-20.0
2014-08-13,10.1562
2014-08-21,0.0
2014-08-29,0.0
2014-09-10,126.9504
2014-09-12,-80.0
2014-09-29,25.0
2015-01-09,100.0
2015-01-26,-90.0
2015-10-13,-87.5
2015-12-22,0.0
2016-01-05,0.0
2016-03-23,0.0
2016-03-29,0.0
2016-04-29,0.0
2016-06-01,0.0
2016-06-15,0.0
2016-08-02,700.0
2016-12-08,0.0
2018-02-06,-90.0
2018-03-15,100.0
2018-08-03,0.0
2018-09-12,0.0
2018-10-19,0.0
2018-11-19,0.0
2019-01-08,0.0
2019-02-08,-50.0
2019-03-05,9900.0
2019-03-14,0.0
2019-03-19,1.0
2019-03-21,-0.9901
2019-03-22,-10.0
2019-03-27,-44.4444
2019-03-28,-98.0
2019-05-16,0.0
2019-09-17,-99.0
2019-12-16,0.0
2020-02-12,9900.0
2020-02-14,0.0
2020-03-02,0.0
2020-05-04,100.0
2020-05-05,1150.0
2020-05-06,300.0
2020-05-07,-88.0
2020-05-11,0.0
2020-05-19,0.0
2020-05-26,0.0
2020-06-03,733.3333
2020-06-04,-87.0
2020-07-06,661.5385
2020-07-08,-79.798
2020-07-15,0.0
2020-07-17,0.0
2020-07-20,395.0
2020-07-21,-79.798
2020-07-29,0.0
2020-07-31,395.0
