ticker,ABZUF US Equity
2012-05-03,-5.4545
2012-05-08,-3.3654
2012-05-09,-9.4527
2012-05-10,0.0
2012-05-11,-1.0989
2012-05-14,0.0
2012-05-15,-0.0694
2012-05-16,0.0695
2012-05-17,0.0
2012-05-18,-2.7778
2012-05-21,4.0
2012-05-22,-1.5796999999999999
2012-05-23,-5.0942
2012-05-24,0.0
2012-05-25,-5.8824
2012-05-29,6.25
2012-05-30,-0.2941
2012-05-31,-7.9646
2012-06-01,-0.641
2012-06-05,0.0
2012-06-06,-3.9516
2012-06-07,15.5332
2012-06-08,9.0116
2012-06-11,-18.8667
2012-06-12,5.1767
2012-06-14,0.0
2012-06-15,1.875
2012-06-19,10.4294
2012-06-21,-11.1111
2012-06-28,-7.5
2012-07-05,-2.027
2012-07-06,-3.7931
2012-07-09,3.3602
2012-07-13,-9.8396
2012-07-16,7.6923
2012-07-23,0.0
2012-07-25,-3.5714
2012-07-26,0.0
2012-07-30,5.1852
2012-07-31,-10.4313
2012-08-03,-0.1474
2012-08-07,-3.1496
2012-08-08,-2.439
2012-08-10,-12.5
2012-08-15,-4.7619
2012-08-20,3.0
2012-08-21,23.301
2012-08-22,-12.5984
2012-08-23,0.0
2012-08-24,4.5045
2012-08-27,0.0
2012-08-28,5.1724
2012-08-29,-4.0984
2012-08-30,-9.4017
2012-09-06,3.7736
2012-09-07,0.1136
2012-09-10,-11.9183
2012-09-11,9.2784
2012-09-12,11.3208
2012-09-13,-11.0169
2012-09-14,0.0
2012-09-18,14.2857
2012-09-20,-7.6042
2012-09-27,-9.8083
2012-10-01,-0.125
2012-10-02,-4.8811
2012-10-05,11.5789
2012-10-08,8.4906
2012-10-09,-21.7391
2012-10-15,20.0
2012-10-18,-21.2963
2012-10-19,10.5882
2012-10-25,-11.5027
2012-11-05,2.1788
2012-11-13,5.8824
2012-11-15,0.0
2012-11-19,-2.2222
2012-11-21,-5.6818
2012-11-27,-15.6627
2012-11-29,12.857099999999999
2012-11-30,-5.0633
2012-12-11,5.3333
2012-12-12,-6.3291
2012-12-13,-12.1622
2012-12-18,15.3846
2012-12-26,-26.6667
2012-12-28,32.7273
2013-01-03,-6.8493
2013-01-08,23.5294
2013-01-11,7.1429
2013-01-14,-5.4167
2013-01-16,-2.4963
2013-01-17,-8.6596
2013-01-22,-3.7098
2013-01-24,9.589
2013-01-25,-6.25
2013-01-30,0.0
2013-01-31,-12.0
2013-02-01,3.0303
2013-02-07,17.647100000000002
2013-02-11,-12.5
2013-02-15,2.8571
2013-02-20,-1.9097
2013-02-25,-9.3805
2013-03-04,10.9375
2013-03-05,0.0
2013-03-06,-0.5282
2013-03-12,-22.1239
2013-03-18,34.5455
2013-03-25,-5.4054
2013-03-26,-19.4643
2013-04-04,0.2217
2013-04-05,30.9735
2013-04-08,-3.3784
2013-04-09,-20.979
2013-04-10,-0.885
2013-04-11,-1.7856999999999998
2013-04-12,-9.0909
2013-04-15,-16.625
2013-04-16,-4.048
2013-04-24,-12.5
2013-04-25,48.5714
2013-04-29,-24.0385
2013-05-02,8.8608
2013-05-10,-27.6163
2013-05-16,28.5141
2013-05-20,-12.5
2013-05-30,-14.642900000000001
2013-06-10,-2.9289
2013-06-11,0.0
2013-06-21,-13.7931
2013-07-01,0.0
2013-07-12,-40.0
2013-08-28,-6.6667
2013-09-04,0.0
2013-10-09,42.8571
2013-10-14,-35.0
2013-10-21,53.8462
2013-10-22,0.0
2013-10-25,-10.0
2013-11-19,-44.4444
2013-11-21,25.0
2014-01-28,44.0
2014-01-30,66.6667
2014-02-10,0.0
2014-02-11,-16.6667
2014-02-24,-20.0
2014-02-26,50.0
2014-03-03,13.3333
2014-03-04,8.8235
2014-03-18,-59.4595
2014-03-28,54.1667
2014-04-17,-56.7568
2014-05-19,0.0
2014-06-03,90.0
2014-07-02,-26.3158
2014-07-25,-4.0179
2014-08-04,-11.1628
2014-08-29,2.8796
2014-09-04,-0.5089
2014-09-12,-4.2455
2014-09-25,-55.5556
2015-01-06,-40.3846
2015-01-23,-12.9032
2015-02-04,-0.6944
2015-02-19,-29.6037
2015-06-30,0.6623
2015-07-08,-11.1842
2015-09-14,-17.037
2015-10-19,-94.1964
2015-10-21,23.0769
2015-11-04,0.0
2015-12-04,12.5
2015-12-11,0.0
2015-12-18,0.0
2016-02-05,-11.1111
2016-02-10,0.0
2016-04-28,-68.75
2016-05-25,0.0
2016-06-17,20.0
2016-08-17,26566.6667
2016-10-18,-53.6875
2016-11-10,-98.9204
2016-12-30,125.0
2017-01-25,0.0
2017-12-12,-46.6667
2017-12-18,16.6667
2018-01-09,3262.7143
2018-02-15,0.0
2018-04-12,-61.7656
2018-05-01,0.0
2018-07-09,-90.0
2018-08-30,0.0
2018-08-31,0.0
2018-09-14,1377.7778
2018-09-19,661.6541
2018-09-24,68.1145
2018-10-15,-98.7669
2018-10-19,30.9524
2018-10-23,-23.6364
2018-10-24,19.0476
2019-02-28,-96.0
2019-03-11,1070500.0
2019-03-12,-3.4186
2019-08-12,-99.9807
2019-11-13,-99.5
2019-12-05,0.0
