ticker,EFSG US Equity
2002-12-17,-3.0769
2002-12-19,-2.1164
2002-12-24,2.7027
2003-01-02,-2.6316
2003-01-03,-0.5405
2003-01-07,-1.6303999999999998
2003-02-06,4.9724
2003-02-14,-5.2632
2003-02-24,5.5556
2003-02-25,-10.0
2003-03-03,5.2632
2003-03-10,7.7778
2003-03-12,-11.8557
2003-03-14,2.924
2003-03-17,-2.2727
2003-03-25,0.0
2003-03-27,-1.1628
2003-04-04,2.3529
2003-04-08,0.0
2003-04-25,0.0
2003-04-28,0.5747
2003-05-13,-4.0
2003-05-22,3.5714
2003-05-30,-2.8736
2003-06-03,-1.1834
2003-06-04,4.7904
2003-06-12,-4.0
2003-06-13,7.1429
2003-06-24,0.0
2003-07-14,-4.4444
2003-07-17,4.6512
2003-07-18,0.0
2003-08-06,-2.7778
2003-08-26,13.1429
2003-09-29,-6.5657
2003-10-06,1.0811
2003-10-09,-1.0695000000000001
2003-10-10,0.0
2003-10-13,0.0
2003-10-14,5.4054
2003-10-17,-2.5641
2003-11-25,7.8947
2003-12-10,-9.2683
2003-12-11,-1.6129
2003-12-15,-1.6393
2003-12-17,-5.5556
2003-12-18,0.0
2003-12-29,2.9412000000000003
2003-12-30,-2.8571
2003-12-31,5.8824
2004-01-27,1.6667
2004-01-28,1.0929
2004-02-10,-2.7027
2004-02-11,8.3333
2004-02-12,0.0
2004-03-02,-3.5897
2004-03-03,-4.2553
2004-03-09,2.7778
2004-03-11,0.0
2004-03-18,-3.7838000000000003
2004-03-23,6.7416
2004-04-15,5.2632
2004-04-16,-5.0
2004-05-10,-6.3158
2004-05-11,-1.6854
2004-05-13,0.0
2004-05-20,-2.2857
2004-05-28,4.6784
2004-06-15,-7.7095
2004-06-18,8.9588
2004-06-21,7.5556
2004-06-30,-4.4421
2004-07-14,-1.6216
2004-07-19,9.8901
2004-07-20,-7.0
2004-07-30,1.6129
2004-08-05,-1.5873
2004-08-10,1.0753
2004-08-11,-4.2553
2004-08-12,0.0
2004-08-18,0.0
2004-08-19,0.0
2004-08-20,0.0
2004-08-23,1.6667
2004-08-24,1.0929
2004-08-31,-2.7027
2004-09-20,0.0
2004-09-23,0.0
2004-09-24,0.0
2004-09-27,0.0
2004-09-29,5.0
2004-09-30,0.0
2004-10-01,0.0
2004-10-04,3.1746
2004-10-06,0.0
2004-10-08,0.0
2004-10-12,-2.5641
2004-10-20,4.7368
2004-10-21,0.5025
2004-10-22,-1.3
2004-10-25,-3.7487
2004-10-27,0.0
2004-11-08,4.7368
2004-11-11,-2.5126
2004-11-12,1.5464
2004-11-23,-1.0152
2004-12-03,1.0256
2004-12-06,-1.0152
2004-12-14,0.0
2004-12-15,1.5385
2004-12-20,1.0101
2005-01-11,5.0
2005-02-11,2.3810000000000002
2005-02-15,-6.9767
2005-02-18,2.5
2005-03-08,0.0
2005-03-11,0.0
2005-03-17,0.0
2005-03-23,-1.9512
2005-04-04,1.99
2005-04-27,6.6341
2005-05-11,-6.2214
2005-05-12,7.3171
2005-08-03,-5.4545
2005-09-15,7.2115
2005-09-27,2.0628
2005-09-29,5.4482
2005-10-05,-4.1667
2005-10-06,2.1739
2005-10-12,-2.1277
2005-10-21,-2.6087
2005-10-25,-1.7856999999999998
2005-11-03,-2.7273
2005-11-09,0.0
2005-11-10,4.6729
2005-11-16,0.0
2005-12-01,0.4464
2005-12-15,0.0
2005-12-27,-3.5556
2005-12-30,2.3041
2006-01-04,-3.1532
2006-01-09,-1.8605
2006-01-19,0.0
2006-01-27,-2.8436
2006-01-30,-0.9756
2006-02-07,0.0
2006-02-08,11.33
2006-03-10,-6.6372
2006-03-21,6.6350999999999996
2006-03-29,6.6667
2006-03-31,-8.3333
2006-04-04,0.0
2006-04-05,6.8182
2006-04-17,-6.383
2006-04-18,0.0
2006-04-19,1.8182
2006-04-28,2.6786
2006-05-11,0.0
2006-07-12,-4.3478
2006-08-02,0.0
2006-08-10,-6.8182
2006-08-15,0.0
2006-08-17,0.0
2006-08-22,1.9512
2006-09-20,-3.3493
2006-10-06,1.4851
2006-10-12,0.0
2006-10-20,-1.7561
2006-10-24,1.291
2006-11-13,-4.902
2006-11-15,4.6392
2006-11-28,-4.4335
2006-11-29,0.0
2006-12-01,0.0
2006-12-29,7.2165
2007-01-08,-3.3654
2007-01-11,-0.4975
2007-01-22,-1.5
2007-01-29,0.0
2007-02-16,1.5228000000000002
2007-02-20,-2.0
2007-02-21,2.0408
2007-02-22,0.5
2007-03-05,-3.4826
2007-03-12,0.5155
2007-03-15,-1.0256
2007-03-28,3.5233
2007-04-10,20.1201
2007-04-16,-14.5833
2007-04-18,0.0
2007-04-23,0.0
2007-04-25,-5.3659
2007-04-26,0.0
2007-05-01,0.0
2007-05-07,0.0
2007-05-15,0.0
2007-05-30,-0.5155
2007-06-26,-6.2176
2007-06-28,0.0
2007-07-13,-2.7624
2007-07-24,-13.6364
2007-08-06,-1.3158
2007-08-15,0.0
2007-08-22,-6.6667
2007-08-30,0.0
2007-09-13,-6.4286
2007-09-28,0.7634
2007-10-08,6.0606
2007-10-19,-3.5714
2007-10-29,-2.2222
2007-11-01,0.0
2007-11-02,-9.0909
2007-11-08,0.0
2007-11-21,0.0
2007-12-03,0.0
2007-12-05,-4.1667
2007-12-11,0.0
2007-12-19,4.5217
2007-12-28,-0.1664
2008-01-02,0.0
2008-01-14,-8.3333
2008-01-31,22.7273
2008-02-07,29.6296
2008-02-20,-8.5714
2008-02-22,9.375
2008-04-17,-8.5714
2008-04-21,-23.75
2008-04-28,80.3279
2008-05-12,0.0
2008-05-21,-35.4545
2008-06-17,40.9859
2008-06-20,9.7902
2008-06-27,-27.2066
2008-07-17,25.0
2008-08-15,-20.0
2008-09-29,37.5
2008-10-28,-27.2727
2008-11-18,37.5
2008-11-25,0.0
2008-12-03,18.1818
2008-12-31,-30.7692
2009-01-16,22.2222
2009-02-05,-18.4773
2009-03-19,19.59
2009-03-20,0.0
2009-04-21,-16.381
2009-05-27,-30.5239
2009-07-17,14.7541
2009-12-28,-20.0
2009-12-29,7.1429
2010-01-14,-1.6667
2010-01-20,0.0
2010-02-01,1.6949
2010-04-07,29.9827
2010-05-19,53.3333
2010-05-20,-26.087
2010-05-28,6.0
2010-08-27,-5.6604
2010-08-30,5.8824
2010-08-31,0.0
2010-10-08,-11.0
2010-10-13,0.0
2010-11-23,-12.6092
2010-12-02,0.0
2010-12-13,14.2857
2011-01-21,-3.4749
2011-01-24,8.0
2011-02-16,8.0247
2011-03-10,-1.1429
2011-05-02,4.0462
2011-05-17,-8.3333
2011-07-25,5.4545
2011-07-28,-13.7931
2011-08-08,-5.3333
2011-08-18,7.0423
2011-09-29,5.2632
2011-10-25,-8.75
2011-10-27,-3.4247
2011-11-01,-14.8936
2011-12-14,5.8333
2011-12-20,0.0
2011-12-21,-13.3858
2012-01-31,4.3643
2012-02-03,13.6364
2012-02-16,0.0
2012-02-23,2.4
2012-03-01,1.5625
2012-03-15,1.5385
2012-04-17,-8.3333
2012-04-19,0.0
2012-08-02,-15.7025
2012-08-17,0.0
2012-11-09,-41.1765
2012-11-29,66.6667
2013-01-28,0.0
2013-06-13,-14.0
2013-06-14,13.9535
2013-06-19,22.449
2013-07-01,-16.6667
2013-07-09,-5.0
2013-10-22,-2.5263
2013-10-23,2.5918
2013-10-31,5.2632
2013-12-05,0.0
2013-12-09,0.0
2013-12-12,-2.0
2013-12-18,-5.102
2013-12-19,7.5269
2013-12-23,-4.0
2013-12-31,9.375
2014-01-23,0.0
2014-01-30,-11.8095
2014-02-04,0.0
2014-02-06,3.4557
2014-02-12,-3.3403
2014-02-20,25.27
2014-03-10,3.4483
2014-03-19,16.6667
2014-03-26,28.5714
2014-04-09,0.0
2014-05-22,-30.5556
2014-07-22,32.0
2014-09-24,-20.1212
2014-09-25,0.0
2014-11-05,0.0
2014-11-17,-1.3657
2014-11-18,-1.6923
2014-11-19,1.7214
2014-11-26,0.0
2014-12-15,-1.8462
2014-12-19,1.0972
2014-12-23,-1.3953
2014-12-29,-1.5723
2014-12-31,0.0
2015-01-02,1.4377
2015-01-08,-1.5748
2015-01-09,0.8
2015-01-12,-0.7937
2015-01-27,0.8
2015-02-03,3.1746
2015-02-18,0.0
2015-04-20,3.8462
2015-04-22,2.2222
2015-04-29,1.4493
2015-04-30,7.1429
2015-05-11,0.0
2015-06-24,6.6667
2015-07-01,3.125
2015-07-15,3.0303
2015-07-21,0.0
2015-08-31,-12.3529
2015-11-05,-9.396
2015-11-06,2.2222
2015-11-30,8.6957
2015-12-10,0.0
2015-12-21,-10.0
2016-02-25,0.8889
2016-03-04,-0.8811
2016-04-06,-0.7407
2016-04-29,-2.2388
2016-06-28,-0.7634
2016-08-22,0.0
2016-08-30,6.1538
2016-09-08,-1.4493
2016-09-12,-4.4118
2016-09-13,0.0
2016-09-28,0.0
2016-10-05,3.8462
2016-10-10,-3.7037
2016-10-13,3.8462
2016-10-21,0.0
2016-11-10,-2.2222
2016-11-11,0.1515
2016-11-21,0.6051
2016-11-29,5.1128
2016-11-30,13.7339
2016-12-01,0.6289
2016-12-06,-6.25
2016-12-07,0.0
2016-12-08,1.3333
2016-12-12,0.0
2016-12-14,5.2632
2016-12-30,0.25
2017-01-03,7.2318999999999996
2017-01-04,10.4651
2017-01-11,-8.4211
2017-01-13,0.0
2017-02-21,-0.092
2017-02-23,-0.4832
2017-03-03,-4.0462
2017-03-09,10.8434
2017-04-04,0.4348
2017-04-19,0.0
2017-04-20,-0.4329
2017-05-08,0.0
2017-05-10,5.9783
2017-05-16,1.0256
2017-05-22,1.4213
2017-06-19,0.1001
2017-07-06,2.4
2017-07-14,1.5625
2017-07-25,-1.4423
2017-07-28,0.0
2017-09-15,9.7561
2017-09-21,24.4444
2017-09-22,-3.5714
2017-10-02,3.7037
2017-10-06,-1.7856999999999998
2017-10-12,-0.3636
2017-10-13,-0.9489
2017-10-18,-0.5158
2017-10-19,0.5185
2017-10-27,0.0
2017-10-31,1.3265
2017-11-01,9.0909
2017-11-06,0.0
2017-11-13,-5.0
2017-11-15,-1.0526
2017-12-12,6.383
2017-12-26,-13.2667
2017-12-27,5.3036
2017-12-28,0.438
2018-01-04,-0.5087
2018-01-16,4.0906
2018-01-18,2.4561
2018-01-22,0.6849
2018-01-23,2.0408
2018-01-26,0.0
2018-01-31,0.0
2018-02-05,1.3333
2018-02-06,0.0658
2018-02-09,-3.0243
2018-02-12,1.6949
2018-02-13,-3.0
2018-02-15,-3.0928
2018-02-20,3.5461
2018-02-26,0.0
2018-03-08,-3.0822
2018-03-09,1.4134
2018-03-23,1.7422
2018-03-29,-3.7671
2018-04-09,-7.4733
2018-04-10,-3.8462
2018-04-12,-2.0
2018-04-17,-2.0408
2018-05-23,-4.8333
2018-05-24,-3.0648
2018-05-31,-0.6323
2018-06-04,0.0
2018-06-13,-2.4545
2018-08-01,0.6524
2018-08-06,-0.9259
2018-08-13,-3.9813
2018-08-29,2.4917
2018-09-06,-1.7094
2018-09-18,0.0
2018-09-26,0.7729
2018-10-12,0.1918
2018-10-15,-3.2536
2018-10-18,-1.088
2018-10-23,1.5
2018-10-24,8.3744
2018-11-23,-8.4545
2018-11-30,0.0993
2018-12-04,0.0992
2018-12-17,-3.5679
2018-12-20,-7.5026
2019-01-10,0.0
2019-01-29,5.5556
2019-05-06,2.2605
2019-06-19,0.0
2019-07-18,-2.6316
2019-07-22,0.1081
2019-08-05,5.8315
2019-09-04,6.1224
2019-09-09,-4.3269
2019-10-07,-6.0302
2019-10-10,6.4171
2019-10-25,0.9045
2019-11-19,3.5857
2019-11-25,-10.5769
2019-12-10,7.5269
2019-12-27,2.8
2019-12-30,-7.5875
2019-12-31,0.0
2020-01-10,11.6842
2020-01-15,0.2828
2020-02-03,-0.0959
2020-02-14,5.0864
2020-02-20,0.0
2020-02-25,-4.1096
2020-02-27,-2.0952
2020-02-28,-2.7237
2020-03-11,-17.5
2020-03-19,-9.0909
2020-03-20,-3.3333
2020-03-23,-17.2414
2020-03-25,0.0
2020-03-26,9.1667
2020-03-31,0.0
2020-04-03,-4.5802
2020-04-27,-18.4
2020-05-20,17.647100000000002
2020-05-27,12.5
2020-05-28,11.1111
2020-05-29,-6.6667
2020-06-01,7.1429
2020-06-08,6.6667
