ticker,AVOGF US Equity
2012-12-13,1.105
2012-12-17,-0.5464
2012-12-18,-28.5714
2013-01-08,-4.6154
2013-01-16,9.6774
2013-01-17,-4.4118
2013-01-31,-3.0769
2013-02-05,19.0476
2013-02-14,-24.0
2013-02-26,31.5789
2013-03-12,-1.3333
2013-04-01,14.8649
2013-04-02,-11.7647
2013-04-03,0.0
2013-04-04,6.6667
2013-04-08,-7.5
2013-04-09,0.0
2013-04-23,28.3784
2013-05-09,5.2632
2013-05-14,-23.0
2013-05-23,25.3247
2013-05-24,-17.0984
2013-05-28,-2.5
2013-05-31,2.5641
2013-06-03,-6.25
2013-06-05,-2.6667
2013-06-14,-12.3288
2013-06-18,23.4375
2013-06-19,0.0
2013-06-24,-8.8608
2013-06-26,36.1111
2013-06-27,-18.3673
2013-07-09,-10.0
2013-07-11,2.0833
2013-07-31,0.1361
2013-08-08,5.2989
2013-08-21,8.3871
2013-08-30,-9.4048
2013-09-18,11.6951
2013-09-19,0.5882
2013-09-25,-1.8713
2013-10-10,-4.6484
2013-10-24,3.75
2013-10-25,0.0
2013-11-07,-1.8072
2013-11-08,0.0
2013-11-14,11.6564
2013-12-18,-1.0989
2013-12-19,-5.5556
2013-12-20,6.9412
2013-12-26,-12.5413
2013-12-30,9.434
2014-01-31,0.0
2014-02-07,4.5977
2014-02-11,0.0
2014-03-31,0.0
2014-04-07,7.6923
2014-04-08,-2.0408
2014-04-14,4.1667
2014-04-24,0.0
2014-05-02,0.0
2014-06-13,0.0
2014-06-16,10.0
2014-06-19,-2.7273
2014-07-01,2.8747
2014-07-07,-1.8692
2014-07-24,6.8571
2014-07-30,5.1693
2014-08-01,0.0
2014-08-15,-12.7119
2014-08-18,-3.6893000000000002
2014-08-28,-0.9073
2014-09-02,0.0
2014-09-05,1.7294
2014-09-08,2.0
2014-09-09,-1.1764999999999999
2014-09-10,-0.7937
2014-09-12,1.0
2014-09-22,-0.9901
2014-10-08,-4.4
2014-11-17,-5.0863
2014-12-12,-12.9357
2014-12-16,-4.9367
2014-12-18,2.2803
2014-12-26,-2.7502
2014-12-29,-2.4096
2015-01-02,-1.6461000000000001
2015-01-06,-7.113
2015-01-08,20.7958
2015-01-14,-16.5942
2015-01-15,0.8942
2015-01-21,-1.034
2015-01-23,-4.3284
2015-01-26,0.0
2015-02-03,1.4041000000000001
2015-02-10,6.1538
2015-02-17,2.8986
2015-02-18,-1.4085
2015-02-20,4.1429
2015-02-23,-4.1152
2015-02-26,7.2961
2015-03-02,-12.0
2015-03-04,-2.1212
2015-03-05,-8.5139
2015-03-10,8.291
2015-03-17,-12.5
2015-04-20,39.8214
2015-04-27,2.4266
2015-04-28,-1.4963
2015-05-28,6.2025
2015-06-11,-4.1716
2015-06-15,8.209
2015-06-19,3.4483
2015-06-30,-2.2222
2015-07-01,-2.6136
2015-07-02,-1.5169000000000001
2015-07-07,-12.3223
2015-07-28,-1.3514
2015-08-10,0.0
2015-08-27,-1.3699
2015-09-11,-16.6667
2015-10-08,4.2717
2015-11-06,4.918
2015-11-27,1.5625
2015-12-09,0.0
2015-12-10,-2.1538
2015-12-14,-11.9497
2015-12-15,0.0
2015-12-16,10.1786
2015-12-21,0.4862
2016-01-05,0.0
2016-01-07,-3.2258
2016-01-08,0.0
2016-02-16,0.0
2016-02-26,-7.3333
2016-03-09,7.9137
2016-03-10,-6.6667
2016-03-28,-11.607099999999999
2016-04-11,18.6667
2016-04-19,-4.408
2016-05-19,3.0741
2016-07-11,10.8772
2016-08-02,1.4241
2016-08-11,4.2122
2016-08-29,7.7844
2016-08-30,-0.5556
2016-09-26,-3.6313
2016-10-06,0.0906
2016-10-11,1.3575
2016-10-31,-1.4285999999999999
2016-11-22,-1.9746000000000001
2016-12-07,9.4068
2017-01-13,-4.0042
2017-01-24,2.4906
2017-02-06,-3.6765
2017-02-07,-1.374
2017-02-09,-1.7027999999999999
2017-02-10,0.0
2017-02-21,4.7244
2017-02-22,-1.5038
2017-03-15,4.5802
2017-03-20,-0.7299
2017-04-07,-1.4706000000000001
2017-04-13,-2.2388
2017-05-01,3.8359
2017-05-15,3.6574
