ticker,TELLF US Equity
2007-02-05,0.8596
2007-02-06,1.7841
2007-02-07,-0.2121
2007-02-08,-2.797
2007-02-09,2.4171
2007-02-12,-1.8431
2007-02-13,-0.1603
2007-02-14,0.1261
2007-02-15,-1.3401
2007-02-16,-0.0929
2007-02-20,-3.8462
2007-02-21,-4.29
2007-02-22,-11.1111
2007-02-23,-9.0909
2007-02-26,12.375
2007-02-27,-1.0011
2007-02-28,-6.7416
2007-03-01,4.8193
2007-03-02,1.9828000000000001
2007-03-05,-13.8912
2007-03-06,27.3887
2007-03-07,-20.4726
2007-03-08,20.155
2007-03-09,-7.5538
2007-03-12,-21.2271
2007-03-13,9.6715
2007-03-14,-8.4483
2007-03-15,8.2721
2007-03-19,-4.9236
2007-03-21,33.75
2007-03-22,-22.777
2007-03-23,20.8333
2007-03-26,-8.9283
2007-03-29,-15.0039
2007-03-30,18.3919
2007-04-02,-3.4504
2007-04-03,-0.3396
2007-04-05,3.4237
2007-04-11,0.4079
2007-04-12,-0.6563
2007-04-13,5.2847
2007-04-18,-11.7717
2007-04-24,-0.3048
2007-04-25,-2.1739
2007-04-26,3.2292
2007-04-27,2.2536
2007-04-30,-5.0
2007-05-01,26.2639
2007-05-02,4.8677
2007-05-03,10.4603
2007-05-07,-12.8788
2007-05-08,-6.5217
2007-05-09,-6.9767
2007-05-10,7.5
2007-05-11,-0.8576
2007-05-14,-1.4807000000000001
2007-05-15,-4.9256
2007-05-17,-1.08
2007-05-18,13.9241
2007-05-22,1.1111
2007-05-23,0.0
2007-05-24,11.6484
2007-05-25,-10.8268
2007-05-30,-5.0773
2007-05-31,-7.3692
2007-06-01,29.7662
2007-06-04,2.5756
2007-06-06,-11.0692
2007-06-11,2.8632
2007-06-12,-13.7758
2007-06-18,1.3599999999999999
2007-06-21,8.2866
2007-06-22,-13.4668
2007-06-25,0.7081
2007-06-26,0.0
2007-06-27,9.875
2007-06-28,-11.789
2007-07-03,-13.3806
2007-07-10,7.2027
2007-07-13,-11.3889
2007-07-17,6.5831
2007-07-20,1.4338
2007-07-24,-6.4335
2007-07-30,-7.0308
2007-07-31,0.0
2007-08-08,17.875
2007-08-14,-2.7748
2007-08-15,-17.106
2007-08-20,-2.5877
2007-08-21,-0.4502
2007-08-22,3.7087
2007-08-27,-19.7558
2007-09-07,26.087
2007-09-12,0.0
2007-09-13,7.9741
2007-09-14,-16.9661
2007-09-18,10.5769
2007-09-20,8.8043
2007-09-25,-18.6414
2007-09-27,-2.1611
2007-10-01,28.5141
2007-10-02,-7.5977
2007-10-05,11.6043
2007-10-09,12.4242
2007-10-10,5.1213
2007-10-11,2.5641
2007-10-17,-16.7031
2007-10-18,12.5492
2007-10-19,3.2
2007-10-23,-25.1453
2007-10-24,-14.4984
2007-10-26,13.0457
2007-10-29,5.8929
2007-11-09,-3.3727
2007-11-12,-9.2496
2007-11-14,-1.3462
2007-11-15,-0.1949
2007-11-19,-4.2969
2007-11-20,1.6327
2007-11-21,-0.2008
2007-11-26,-3.4205
2007-11-28,3.75
2007-11-29,-17.5201
2007-12-11,31.4668
2007-12-17,-4.6296
2007-12-19,10.6796
2008-01-02,15.0877
2008-01-03,15.8537
2008-01-04,-2.8947000000000003
2008-01-08,-4.065
2008-01-09,5.1201
2008-01-10,4.5348
2008-01-14,4.8522
2008-01-15,-2.2984999999999998
2008-01-28,-22.7102
2008-02-04,30.5195
2008-02-05,3.2338
2008-02-06,6.4759
2008-02-07,-6.5347
2008-02-08,-0.3632
2008-02-12,5.1033
2008-02-13,-4.5087
2008-02-21,-0.9685
2008-02-22,-2.8117
2008-02-25,6.9182
2008-02-26,0.4706
2008-02-27,-0.7026
2008-02-29,8.6085
2008-03-03,0.0
2008-03-04,-2.4973
2008-03-05,5.5679
2008-03-06,-0.4219
2008-03-07,-4.5551
2008-03-10,-0.6659
2008-03-11,2.2346
2008-03-12,-8.1967
2008-03-13,12.2619
2008-03-17,-15.8006
2008-03-18,1.3854
2008-03-19,-10.559
2008-03-20,5.2778
2008-03-26,12.4011
2008-03-27,7.9812
2008-03-28,-6.1957
2008-03-31,10.3129
2008-04-01,-9.6639
2008-04-02,13.8372
2008-04-03,-0.4086
2008-04-04,-3.5897
2008-04-16,-3.7234
2008-04-21,-15.5801
2008-04-22,-2.2251
2008-04-24,-6.4257
2008-04-28,-0.4292
2008-05-01,5.1724
2008-05-02,8.0601
2008-05-05,-27.1018
2008-05-06,22.0897
2008-05-08,-0.5682
2008-05-12,-6.1429
2008-05-13,22.2222
2008-05-21,-20.4234
2008-05-22,-0.0391
2008-05-29,-12.955
2008-05-30,-0.7194
2008-06-02,8.1522
2008-06-05,-0.5025
2008-06-09,-14.6465
2008-06-10,14.0039
2008-06-12,-3.5683
2008-06-13,-11.3703
2008-06-16,3.0364
2008-06-19,7.9077
2008-06-20,13.6095
2008-06-26,-16.3462
2008-06-27,-3.3285
2008-06-30,-4.6322
2008-07-02,4.3117
2008-07-07,1.1952
2008-07-14,0.7874
2008-07-16,0.3906
2008-07-21,-16.5856
2008-07-22,5.481
2008-07-25,-4.2565
2008-07-28,5.0808
2008-07-30,0.0
2008-07-31,0.0
2008-08-08,8.3516
2008-08-11,-0.2028
2008-08-14,4.2683
2008-08-20,1.5594999999999999
2008-08-22,1.5354999999999999
2008-09-03,-11.9093
2008-09-12,-6.2232
2008-09-18,-12.5286
2008-09-23,-0.327
2008-10-01,-3.9370000000000003
2008-10-08,-23.4973
2008-10-14,-16.5625
2008-10-15,-31.5142
2008-10-16,65.0
2008-10-17,18.9394
2008-10-20,-21.9745
2008-10-22,2.0408
2008-10-23,-6.8
2008-10-24,2.5751
2008-10-30,0.8368
2008-11-06,20.7469
2008-11-24,-29.209600000000002
2008-12-01,-3.3981
2008-12-09,-2.0101
2008-12-22,-30.2564
2008-12-24,73.5294
2008-12-29,-19.0678
2009-01-06,-18.5209
2009-01-07,22.7309
2009-01-21,64.9215
2009-01-23,1.5079
2009-02-05,-33.0727
2009-02-06,13.0841
2009-03-11,14.4628
2009-03-18,-28.4296
2009-04-27,-9.2055
2009-05-04,-8.8889
2009-05-21,31.7073
2009-05-29,-31.0185
2009-06-04,3.3557
2009-06-05,-2.5974
2009-06-08,-4.0
2009-06-12,52.7778
2009-07-23,-10.4545
2009-08-04,-17.2589
2009-09-02,-11.4264
2009-09-09,15.4978
2009-09-21,-0.075
2009-10-19,-1.2003
2009-10-20,-13.5915
2009-11-06,-15.3779
2009-11-16,-13.6033
2009-11-19,16.7067
2009-11-23,15.345
2009-11-24,17.1429
2009-12-03,-10.9756
2009-12-08,8.9041
2009-12-10,3.1447
2009-12-22,-7.7744
2009-12-29,-1.9008
2010-01-11,-9.0143
2010-01-12,-0.7407
2010-01-13,19.403
2010-01-25,-11.7188
2010-03-25,-16.9027
2010-03-31,12.4601
2010-04-08,-2.2727
2010-04-14,24.031
2010-04-27,53.5938
2010-04-29,-13.3266
2010-05-03,-10.7981
2010-05-10,-7.6974
2010-06-03,-23.4498
2010-06-09,14.432
2010-06-10,-3.0106
2010-06-29,-4.698
2010-07-28,-11.9718
2010-10-13,-20.0
2010-10-14,0.0
2010-10-22,-23.0
2010-11-09,16.8831
2010-11-16,46.6667
2010-12-02,-10.6061
2010-12-06,0.8475
2010-12-20,6.7227
2011-02-18,23.622
2011-04-04,-14.2516
2011-04-21,-37.1402
2011-07-13,23.6337
2011-08-10,-22.8196
2011-08-16,13.4675
2011-09-12,-1.5007000000000001
2011-11-11,-22.4377
2011-11-14,82.8571
2011-11-15,14.8438
2011-11-21,-45.5782
2011-11-22,75.0
2011-11-23,0.0
2011-11-25,9.2857
2011-11-28,-30.719
2011-11-29,50.9434
2011-12-07,-38.3594
2011-12-09,62.2307
2011-12-12,0.0
2011-12-13,0.0
2012-01-09,-42.5
2012-01-31,-2.1739
2012-02-10,32.6389
2012-03-21,13.9267
2012-03-29,13.2353
2012-04-05,-3.8961
2012-05-04,-43.2432
2012-05-10,-16.6667
2012-05-11,2.8571
2012-05-14,-2.7778
2012-06-21,2.8571
2012-07-06,1.3889
2012-08-14,-1.3699
2012-09-24,5.5556
2012-11-19,8.8816
2012-11-28,11.1782
2012-12-28,21.7391
2013-01-15,12.5
2013-02-26,-14.2857
2013-03-04,0.0
2013-03-25,0.0
2013-07-03,102.7778
2013-07-18,-25.1142
2013-07-19,12.1951
2013-08-08,3.2609
2013-08-13,0.0
2013-08-19,7.3684
2013-08-21,-0.9804
2013-08-23,-18.3168
2013-09-03,3.0303
2013-09-27,37.2059
2013-10-09,-7.3955
2013-10-16,0.463
2013-10-22,48.3871
2013-10-30,-31.677
2013-12-11,5.4545
2013-12-19,8.6207
2013-12-20,32.1429
2013-12-23,3.9039
2013-12-24,-21.3873
2013-12-27,25.0
2013-12-30,-7.5735
2013-12-31,3.1026
2014-01-02,-2.662
2014-01-03,5.2715
2014-01-06,4.8946
2014-01-07,-5.0251
2014-01-08,-14.8148
2014-01-10,-0.976
2014-01-13,0.3584
2014-01-15,-0.3571
2014-01-17,-10.2599
2014-01-21,3.0454
2014-01-22,-0.4845
2014-01-30,2.6776999999999997
2014-02-05,-6.0692
2014-02-06,-5.5023
2014-02-10,0.0
2014-02-11,2.2436
2014-02-12,12.7482
2014-02-13,1.5755
2014-02-14,-1.7336
2014-02-19,1.7642
2014-02-21,-0.7299
2014-02-24,-5.8824
2014-02-26,9.375
2014-02-27,-5.625
2014-03-03,13.5289
2014-03-04,-5.3333
2014-03-07,-5.6338
2014-03-11,2.9851
2014-03-13,0.0
2014-03-20,-5.0725
2014-03-21,-6.4885
2014-03-24,-3.6734999999999998
2014-03-27,-2.5423999999999998
2014-03-31,1.7391
2014-04-28,13.6752
2014-05-06,-3.7594
2014-05-07,3.125
2014-05-09,15.9091
2014-05-13,-1.9607999999999999
2014-05-14,-3.6667
2014-05-15,6.3581
2014-05-20,-3.1314
2014-05-21,-5.2897
2014-05-22,-0.7092
2014-05-27,0.0
2014-06-10,-0.0893
2014-06-11,-3.9321
2014-06-13,-0.8837
2014-06-17,-0.8916
2014-06-25,4.3087
2014-06-27,0.5901
2014-06-30,-9.7473
2014-07-15,8.0
2014-07-17,-5.4167
2014-08-05,-9.0064
2014-08-11,3.9806
2014-09-09,0.0
2014-09-17,-6.4666
2014-09-18,0.6084
2014-09-25,-1.4843
2014-09-29,-6.1384
2014-10-06,5.8859
2014-10-14,-13.0264
2014-10-15,-6.714
2014-10-16,-0.346
2014-10-22,-4.4444
2014-10-27,0.0
2014-11-06,-1.1628
2014-11-28,16.4706
2014-12-23,-8.0808
2014-12-30,-12.4313
2014-12-31,1.6471
2015-02-12,-11.1111
2015-02-17,0.0
2015-02-19,0.0
2015-02-24,-6.9444
2015-03-25,26.3993
2015-04-01,6.2731
2015-05-28,-26.6667
2015-06-22,0.1894
2015-07-08,2.2684
2015-07-24,-2.8651
2015-08-11,7.6118
2015-10-23,-10.8753
2015-11-02,-4.7619
2015-11-03,17.8125
2015-11-11,-12.29
2015-12-23,-4.8387
2015-12-30,2.8602
2016-01-14,21.9361
2016-01-22,4.0541
2016-01-26,-22.0779
2016-02-04,33.3333
2016-04-13,-9.6094
2016-04-15,-1.2965
2016-04-27,-13.1349
2016-04-28,12.3992
2016-06-14,3.3184
2016-08-23,30.0637
2016-09-14,-8.8765
2016-11-21,3.9063
2016-12-08,-3.9098
2017-01-23,0.3619
2017-02-09,-2.5436
2017-02-28,5.665
2017-03-20,-12.9324
2017-05-24,4.3478
2017-06-29,-3.75
2017-07-05,-0.684
2017-07-06,0.6015
2017-07-14,8.5875
2017-07-18,0.5506
2017-08-09,-7.1429
2017-08-21,1.7094
2017-09-15,7.6639
2017-09-29,-3.6138
2017-11-17,-0.7207
2017-12-22,-0.3997
2018-01-08,1.7116
2018-01-09,-1.2810000000000001
2018-01-23,-4.5665
2018-01-24,0.8461
2018-02-14,-33.8983
2018-03-07,-28.2051
2018-03-15,10.4286
2018-04-24,-8.7807
2018-05-02,-0.3545
2018-05-21,-7.4898
2018-12-31,-99.9998
2019-07-16,9900.0
2019-10-30,900.0
2019-12-10,-99.9
