ticker,IMTO US Equity
2009-01-15,0.0
2009-02-09,-93.0
2009-02-10,-14.2857
2009-02-11,0.0
2009-02-12,25.0
2009-02-17,33.3333
2009-02-18,0.0
2009-02-19,-55.0
2009-02-20,33.3333
2009-02-26,-16.6667
2009-02-27,30.0
2009-03-10,0.0
2009-03-11,-23.0769
2009-03-25,0.0
2009-03-27,0.0
2009-03-30,40.0
2009-03-31,42.8571
2009-04-01,0.0
2009-04-02,0.0
2009-04-03,5.0
2009-04-06,42.8571
2009-04-08,-33.3333
2009-04-09,0.0
2009-04-14,50.0
2009-04-16,0.0
2009-04-17,-33.3333
2009-04-22,0.0
2009-04-28,0.0
2009-04-29,0.0
2009-04-30,0.0
2009-05-05,50.0
2009-05-15,0.0
2009-05-22,0.0
2009-05-26,8.3333
2009-05-27,60.0
2009-05-28,-23.0769
2009-05-29,0.0
2009-06-01,0.0
2009-06-08,0.0
2009-06-09,0.0
2009-06-10,0.0
2009-06-11,25.0
2009-06-18,-1.0
2009-06-19,-15.1515
2009-06-22,-40.4762
2009-06-29,4.0
2009-07-01,0.0
2009-07-02,0.0
2009-07-07,15.3846
2009-07-08,33.3333
2009-07-10,-25.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-20,0.0
2009-08-20,-33.3333
2009-08-25,0.0
2009-08-26,-50.0
2009-08-28,0.0
2009-09-14,100.0
2009-09-15,0.0
2009-10-02,0.0
2009-10-20,0.0
2009-10-22,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-29,0.0
2009-11-09,50.0
2009-11-13,-33.3333
2009-12-21,-50.0
2009-12-23,0.0
2009-12-29,0.0
2009-12-30,0.0
2010-01-06,0.0
2010-01-11,0.0
2010-01-21,0.0
2010-02-12,100.0
2010-02-22,-50.0
2010-03-05,100.0
2010-04-21,-25.0
2010-05-06,0.0
2010-06-29,-33.3333
2010-08-06,0.0
2010-08-09,-40.0
2010-08-12,66.6667
2010-08-25,200.0
2010-09-03,0.0
2010-09-20,-66.6667
2010-09-29,0.0
2010-10-14,450.0
2010-10-15,-81.8182
2010-10-19,200.0
2010-10-22,0.0
2010-10-26,-63.3333
2010-11-17,263.6364
2010-11-18,-87.5
2010-11-19,700.0
2010-11-22,-65.0
2010-12-17,185.7143
2010-12-21,-47.5
2010-12-22,78.5714
2010-12-27,6.6667
2010-12-31,50.0
2011-01-03,0.0
2011-01-06,-33.3333
2011-01-07,-25.0
2011-01-11,100.0
2011-01-12,-33.3333
2011-01-31,0.0
2011-02-03,0.0
2011-02-14,0.0
2011-03-14,2.5
2011-03-15,-2.439
2011-03-23,0.0
2011-04-04,25.0
2011-04-15,-20.0
2011-05-10,-10.0
2011-05-11,0.0
2011-05-25,0.0
2011-06-01,-83.3333
2011-06-03,150.0
2011-06-16,233.3333
2011-06-22,-10.0
2011-06-28,-8.8889
2011-06-29,0.0
2011-07-11,0.0
2011-07-26,0.0
2011-08-09,0.0
2011-08-12,0.0
2011-08-17,10.9756
2011-08-19,9.8901
2011-08-30,-0.25
2011-09-06,0.0
2011-09-13,0.2506
2011-09-21,0.0
2011-09-27,-0.25
2011-09-30,0.0
2011-10-25,2.2556
2011-11-28,-19.6078
2011-12-01,0.0
2011-12-16,2.439
2011-12-30,19.0476
2012-01-06,-40.0
2012-01-09,70.0
2012-01-17,-2.2059
2012-03-14,-19.7995
2012-03-23,-25.0
2012-03-26,0.0
2012-04-03,66.6667
2012-04-04,40.0
2012-04-09,42.8571
2012-04-11,-10.0
2012-04-12,-11.1111
2012-04-23,0.0
2012-04-24,0.0
2012-04-25,0.0
2012-05-30,-6.25
2012-06-08,-5.3333
2012-06-18,-1.4085
2012-08-17,14.2857
2012-09-07,0.0
2012-09-25,-1.25
2012-10-09,-5.0633
2012-10-17,-6.6667
2012-10-18,14.2857
2012-10-22,0.0
2012-10-24,0.0
2012-11-29,0.0
2012-12-26,50.0
2012-12-27,-33.3333
2012-12-31,25.0
2013-01-07,-20.0
2013-01-29,12.5
2013-02-12,0.0
2013-02-15,11.1111
2013-02-19,10.0
2013-02-20,0.0
2013-02-21,-9.0909
2013-03-08,0.0
2013-03-13,0.0
2013-03-14,40.0
2013-03-18,-35.7143
2013-03-19,0.0
2013-03-25,55.5556
2013-04-08,0.0
2013-04-23,0.0
2013-04-25,-32.1429
2013-05-01,-89.8684
2013-05-02,887.013
2013-05-13,-15.7895
2013-05-16,0.0
2013-05-31,0.0
2013-06-05,0.0
2013-06-12,0.0
2013-06-17,0.0
2013-06-19,6.25
2013-06-20,0.0
2013-07-11,1.1764999999999999
2013-11-08,-40.6977
2013-12-06,-1.9607999999999999
2013-12-16,0.0
2013-12-23,0.0
2014-01-29,0.0
2014-01-30,0.0
2014-02-07,0.0
2014-02-25,0.0
2014-04-03,-60.0
2014-04-22,350.0
2014-04-29,-44.4444
2014-07-21,-60.0
2014-10-13,150.0
2014-10-17,160.0
2014-10-20,-76.9231
2014-11-28,166.6667
2014-12-09,0.0
2014-12-11,125.0
2014-12-29,-83.3333
2015-01-13,-33.3333
2015-01-21,-25.0
2015-02-09,-32.5
2015-04-10,591.358
2015-04-29,-85.2679
2015-05-12,675.7576
2015-06-03,-68.75
2015-09-11,0.0
2015-09-18,0.0
2015-10-02,0.0
2015-10-14,0.0
2015-11-06,0.0
2015-11-12,-20.0
2015-12-04,-25.0
2015-12-18,-30.0
2015-12-30,0.0
2016-01-21,0.0
2016-03-21,471.4286
2016-03-22,26.4583
2016-03-23,-34.1021
2016-03-24,0.0
2016-03-30,0.0
2016-04-01,-30.0
2016-04-06,-14.2857
2016-04-12,-16.25
2016-04-29,-0.4975
2016-09-29,0.0
2016-10-20,20.0
2016-10-26,-16.6667
2016-10-28,0.0
2016-12-01,40.0
2016-12-02,0.0
2017-01-05,0.0
2017-01-17,0.0
2017-02-08,-42.8571
2017-02-10,50.0
2017-03-28,0.0
2017-04-24,0.0
2017-05-03,0.0
2017-06-09,100.0
2017-06-12,66.6667
2017-06-13,0.0
2017-07-24,0.0
2017-08-09,-20.0
2017-08-14,-25.0
2017-09-13,-6.4167
2017-11-02,-19.8575
2018-01-17,-6.0
2018-04-02,18.2033
2018-05-04,-0.2
2018-08-07,0.2004
2018-08-10,-20.0
2018-08-14,-25.0
2018-09-19,16.6667
2018-10-22,-32.8571
2018-11-14,0.0
2019-01-02,6.383
2019-05-28,-6.0
2019-06-04,95.7447
2019-06-05,-14.7826
2019-06-28,19.898
2019-10-18,-25.5319
2019-11-08,-28.5714
2019-11-11,-1.6
2020-01-21,-29.6748
2020-02-14,73.4104
2020-02-28,-9.0
2020-04-13,-37.2051
2020-04-14,74.9985
2020-04-17,0.0
2020-05-13,0.0
2020-06-19,0.0
2020-06-29,0.0
