ticker,AWKS US Equity
2008-01-23,-3.5714
2008-01-28,3.7037
2008-02-05,-7.1429
2008-03-10,0.0
2008-03-25,0.0
2008-03-26,0.0
2008-04-02,-11.538499999999999
2008-05-05,-8.6957
2008-05-07,23.8095
2008-08-12,-23.0769
2008-09-05,30.0
2008-09-17,-42.3077
2008-09-18,33.3333
2008-10-01,0.0
2008-10-07,-25.0
2008-10-30,-6.6667
2008-12-10,-21.4286
2008-12-16,-45.4545
2008-12-23,66.6667
2008-12-26,-40.0
2009-01-12,-16.6667
2009-02-19,0.0
2009-09-18,20.0
2009-10-14,-50.0
2009-11-10,0.0
2009-12-08,233.3333
2009-12-16,-80.0
2009-12-17,900.0
2009-12-18,0.0
2009-12-22,0.0
2009-12-29,0.0
2009-12-31,0.0
2010-01-20,-40.0
2010-02-22,-25.0
2010-02-23,0.0
2010-02-24,0.0
2010-03-04,0.0
2010-03-25,11.1111
2010-03-26,0.0
2010-07-15,0.0
2010-09-13,300.0
2010-09-16,-50.0
2010-09-20,150.0
2010-09-30,-50.0
2010-10-01,-20.0
2010-10-04,0.0
2010-10-06,0.0
2010-10-11,0.0
2010-10-21,50.0
2010-12-23,100.0
2011-04-28,-50.0
2011-05-11,-80.0
2011-05-16,0.0
2011-05-31,66.6667
2011-06-01,150.0
2011-06-10,-76.0
2011-06-23,150.0
2011-09-20,-60.0
2011-10-20,0.0
2011-11-30,200.0
2011-12-02,-16.6667
2012-01-23,-20.0
2012-02-01,-58.3333
2012-02-03,180.0
2012-02-07,0.0
2012-02-08,14.2857
2012-02-09,12.5
2012-02-10,-44.4444
2012-02-13,50.0
2012-02-15,0.0
2012-02-22,-90.0
2012-02-29,233.3333
2012-03-20,60.0
2012-05-16,75.0
2012-05-17,7.1429
2012-05-18,-6.6667
2012-05-21,28.5714
2012-05-23,-50.0
2012-05-30,88.8889
2012-06-01,-88.125
2012-06-04,692.5697
2012-07-06,-75.0
2012-08-13,97.5
2012-08-31,11.3924
2012-09-07,13.6364
2012-09-11,-25.0
2012-09-13,113.3333
2012-09-17,0.0
2012-09-24,-37.5
2012-09-25,30.0
2012-09-26,0.0
2012-09-27,-20.0
2012-09-28,4.8077
2012-10-03,-3.6696999999999997
2012-10-05,27.619
2012-10-09,-11.9403
2012-10-10,0.0
2012-10-11,1.6949
2012-10-12,-12.5
2012-10-16,14.2857
2012-10-17,-0.8333
2012-10-19,34.4538
2012-10-22,-16.25
2012-10-26,0.7463
2012-11-06,-11.8519
2012-11-07,-3.3613
2012-11-08,-4.3478
2012-11-09,-4.5455
2012-11-13,-57.1429
2012-11-14,33.3333
2012-11-15,0.0
2012-11-16,-21.6667
2012-11-20,-1.0638
2012-12-06,0.0
2012-12-13,-30.914
2012-12-14,21.4008
2012-12-20,156.4103
2012-12-24,-28.0
2012-12-31,-5.5556
2013-01-03,-51.4706
2013-02-01,-75.1894
2013-02-06,118.3206
2013-06-03,-44.0559
2013-07-05,0.0
2013-07-30,1600.0
2013-07-31,-94.1176
2013-08-06,90.0
2013-09-16,57.8947
2013-10-10,-66.6667
2013-12-26,-20.0
2013-12-31,0.0
2014-01-02,0.0
2014-01-10,0.0
2014-11-24,-87.5
2015-03-10,200.0
2015-03-11,0.0
2015-03-19,83.3333
2015-03-24,0.0
2015-04-06,-74.5455
2015-04-09,-28.5714
2015-05-01,0.0
2015-09-29,0.0
2015-12-31,0.0
2016-11-17,-97.375
2016-12-21,19.0476
2017-01-18,3184.0
2017-02-21,-97.4421
2017-06-16,-0.9524
2017-06-19,0.0
2017-12-20,0.0
2018-03-14,15.3846
2018-12-06,-90.0
2019-10-10,73233.3333
2019-10-18,13.6364
2019-11-26,0.0
2019-12-03,116.24
2019-12-04,0.0
2019-12-09,-51.9053
2020-01-02,-42.3077
2020-01-03,0.0
2020-01-07,916.6667
2020-01-08,-66.5574
2020-01-13,-49.0196
2020-01-14,100.0
2020-01-27,-51.9231
2020-01-28,24.0
2020-01-30,25.8065
2020-02-24,-48.7179
2020-02-26,0.0
2020-03-10,45.0
2020-03-11,20.6897
2020-03-12,18.1143
2020-03-19,-3.2414
2020-04-08,12.5
2020-04-13,0.0
2020-04-17,55.5556
2020-04-30,-28.5714
2020-05-07,40.0
2020-05-18,-50.0
2020-06-12,0.0
2020-07-30,185.7143
