ticker,HGRL US Equity
2008-11-06,-31.8182
2008-11-07,26.6667
2008-11-12,-18.4211
2008-11-13,-61.2903
2008-11-14,-16.6667
2008-11-17,-20.0
2008-11-18,137.5
2008-11-19,21.0526
2008-11-20,-30.4348
2008-11-24,-50.0
2008-11-25,0.0
2008-11-26,-25.0
2008-12-01,0.0
2008-12-02,266.6667
2008-12-03,-22.7273
2008-12-05,-11.7647
2008-12-09,13.3333
2008-12-10,-64.7059
2008-12-11,-33.3333
2008-12-12,37.5
2008-12-16,0.0
2008-12-18,-18.1818
2008-12-22,-33.3333
2008-12-23,16.6667
2008-12-24,0.0
2008-12-26,-14.2857
2009-01-13,-33.3333
2009-01-15,0.0
2009-01-16,-50.0
2009-01-20,0.0
2009-01-28,20.0
2009-01-29,-16.6667
2009-02-03,0.0
2009-02-05,0.0
2009-02-06,150.0
2009-02-09,-60.0
2009-02-12,100.0
2009-02-13,25.0
2009-02-18,20.0
2009-02-19,0.0
2009-02-20,0.0
2009-03-02,-33.3333
2009-03-04,-50.0
2009-03-05,0.0
2009-03-19,100.0
2009-03-20,-50.0
2009-03-24,100.0
2009-03-25,-60.0
2009-03-26,0.0
2009-04-03,25.0
2009-04-09,100.0
2009-04-28,-70.0
2009-05-01,400.0
2009-05-04,0.0
2009-05-05,133.3333
2009-05-06,-57.1429
2009-05-07,116.6667
2009-05-08,-23.0769
2009-05-11,0.0
2009-05-12,10.0
2009-05-13,-45.4545
2009-05-14,-33.3333
2009-05-15,-35.0
2009-05-18,53.8462
2009-05-19,-50.0
2009-05-20,10.0
2009-05-21,0.0
2009-05-22,18.1818
2009-05-27,15.3846
2009-05-28,0.0
2009-06-03,-20.0
2009-06-05,-8.3333
2009-06-08,72.7273
2009-06-09,0.0
2009-06-15,57.8947
2009-06-16,-23.3333
2009-06-17,-4.3478
2009-06-18,0.0
2009-06-19,0.0
2009-06-22,0.0
2009-06-23,-45.4545
2009-06-25,0.0
2009-06-26,25.0
2009-06-30,-33.3333
2009-07-02,0.0
2009-07-07,0.0
2009-07-14,50.0
2009-07-17,0.0
2009-07-21,-33.3333
2009-07-22,0.0
2009-07-23,-20.0
2009-08-04,125.0
2009-08-05,-16.6667
2009-08-11,20.0
2009-08-18,-16.6667
2009-08-21,-50.0
2009-08-24,0.0
2009-08-28,100.0
2009-08-31,20.0
2009-09-08,0.0
2009-09-09,0.0
2009-09-14,0.0
2009-09-16,0.0
2009-09-25,55.5556
2009-09-30,-7.1429
2009-10-05,0.0
2009-10-06,15.3846
2009-10-22,-66.6667
2009-11-02,0.0
2009-11-03,50.0
2009-11-04,-60.0
2009-11-06,83.3333
2009-11-09,-36.3636
2009-11-20,42.8571
2009-12-15,-63.75
2009-12-21,-17.2414
2009-12-28,0.0
2009-12-29,-33.3333
2009-12-31,15.625
2010-01-14,2.7027
2010-02-05,5.2632
2010-02-26,0.0
2010-03-04,0.0
2010-05-26,20.0
2010-07-20,0.0
2010-09-22,0.0
2010-11-15,-33.3333
2010-12-03,-40.625
2010-12-09,573.6842
2010-12-10,12.5
2010-12-17,5.5556
2010-12-20,-36.8421
2010-12-21,50.0
2010-12-30,-44.4444
2011-02-17,-10.0
2011-02-24,-77.7778
2011-03-28,-37.5
2011-04-11,0.0
2011-04-15,-20.0
2011-05-25,200.0
2011-06-22,-79.1667
2011-07-06,0.0
2011-07-29,0.0
2011-09-16,20.0
2011-10-26,33.3333
2011-11-11,0.0
2012-07-25,0.0
2012-10-19,25.0
2013-09-05,1500.0
2013-09-23,-50.0
2013-09-24,100.0
2013-12-09,-90.0
2014-01-06,0.0
2014-02-25,-99.95
2014-02-28,-75.0
2014-03-11,3919900.0
2014-04-16,-97.9592
2014-04-17,900.0
2014-04-21,0.0
2014-05-05,-98.0
2014-05-08,4900.0
2014-05-12,-50.0
2014-05-14,-94.0
2014-05-15,3233.3333
2014-05-16,0.0
2014-05-27,0.0
2014-05-28,10.0
2014-06-16,-31.8182
2014-06-17,66.6667
2014-06-18,0.0
2014-06-24,0.0
2014-06-25,-40.0
2014-06-27,33.3333
2014-07-01,20.0
2014-08-06,0.0
2014-11-04,-50.0
2014-11-12,91.6667
2014-11-24,0.0
2015-04-22,-34.7826
2015-06-08,0.0
2015-06-18,0.0
2015-07-06,53.3333
2015-09-09,-93.4783
2015-09-14,1420.0
2015-10-16,-50.8772
2015-11-06,96.4286
2016-01-04,0.0
2016-01-07,-4.5455
2016-01-12,4.7619
2016-03-17,-50.0
2016-03-23,0.9091
2017-02-08,24.6847
2017-02-24,-42.1965
2017-02-27,650.0
2017-02-28,-23.3333
2017-03-01,-10.4348
2017-03-02,-12.6214
2017-03-03,-18.3333
2017-03-06,-18.3673
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,19.1667
2017-03-15,-2.0979
2017-03-16,6.4286
2017-03-20,-29.5302
2017-03-21,-4.7619
2017-03-22,0.0
2017-03-28,14.5
2017-03-29,-3.9301
2017-03-30,-4.5455
2017-03-31,0.0
2017-04-03,9.5238
2017-04-04,10.4348
2017-04-05,0.0
2017-04-06,2.3622
2017-04-07,-11.538499999999999
2017-04-10,14.087
2017-04-11,-12.3476
2017-04-17,-4.3478
2017-04-18,13.6364
2017-04-21,-1.92
2017-04-24,-2.1207
2017-04-25,-5.8333
2017-04-26,0.0
2017-04-27,17.6991
2017-04-28,-5.2632
2017-05-01,-4.7619
2017-05-02,0.0
2017-05-03,0.0104
2017-05-04,4.1558
2017-05-05,0.0
2017-05-08,3.6
2017-05-09,0.3861
2017-05-10,3.8462
2017-05-11,0.0
2017-05-12,-3.7037
2017-05-15,-3.8462
2017-05-18,-4.0
2017-05-19,0.0
2017-07-11,-50.0
2017-07-18,-16.6667
2017-08-07,-30.0
2017-08-21,-42.8571
2017-09-22,75.0
2017-11-08,-28.5714
2017-11-30,20.0
2018-01-05,0.0
2018-05-22,0.0
2018-05-25,0.0
2018-07-16,16.6667
2018-07-23,-14.2857
2018-11-20,-99.999
2019-08-22,-66.6667
2020-04-16,49900.0001
