ticker,XMTTF US Equity
2014-01-08,-20.5521
2014-01-09,0.0
2014-01-10,4.7780000000000005
2014-01-14,7.6002
2014-01-15,-3.4247
2014-01-16,1.0638
2014-01-17,-1.8860000000000001
2014-01-21,-12.7403
2014-01-22,-1.6393
2014-01-27,-6.5625
2014-01-30,14.2698
2014-02-03,-14.9268
2014-02-04,8.2569
2014-02-05,-3.8136
2014-02-06,-13.6564
2014-02-07,22.449
2014-02-10,4.1667
2014-02-12,9.5
2014-02-18,2.2831
2014-02-20,-8.5714
2014-02-25,-14.0625
2014-02-26,-15.9091
2014-02-27,12.2297
2014-03-05,15.593
2014-03-06,-0.9896
2014-03-07,-3.051
2014-03-10,4.178
2014-03-12,-8.2292
2014-03-18,7.0375
2014-03-19,-13.6267
2014-03-28,15.8993
2014-03-31,6.7797
2014-04-01,-0.7937
2014-04-03,7.2
2014-04-08,-9.7015
2014-04-10,-1.1364
2014-04-11,-4.3887
2014-04-14,-9.071
2014-04-15,-12.9808
2014-04-16,5.3177
2014-04-21,7.0164
2014-05-02,-10.6618
2014-05-06,0.0686
2014-05-09,-0.2056
2014-05-13,-38.4615
2014-05-15,32.1429
2014-05-21,4.0541
2014-05-23,0.1623
2014-05-27,0.0
2014-05-28,-6.6451
2014-05-29,-51.3889
2014-05-30,0.0
2014-06-02,-28.5714
2014-06-03,16.0
2014-06-26,69.6121
2014-06-27,12.8335
2014-07-07,8.1081
2014-07-11,-13.3333
2014-07-14,-1.9231
2014-07-15,0.0
2014-07-17,-9.8039
2014-07-18,2.1739
2014-07-24,-34.0426
2014-07-25,38.7097
2014-08-04,-39.0988
2014-08-19,14.5585
2014-08-25,13.3333
2014-08-26,1.4706000000000001
2014-08-28,0.9058
2014-08-29,9.1562
2014-10-03,-2.6316
2014-10-14,-4.3919
2014-10-22,4.5936
2014-10-24,10.8108
2014-10-29,-36.128
2014-11-04,52.7446
2014-11-05,-2.5
2014-11-20,15.3846
2014-11-26,-2.2222
2014-12-03,-2.2727
2014-12-04,-4.6512
2015-01-08,0.0
2015-01-09,13.1098
2015-01-13,1.3477000000000001
2015-01-16,-39.7606
2015-02-19,22.2958
2015-02-20,41.5162
2015-02-25,-20.1531
2015-02-27,46.9649
2015-03-02,-11.3043
2015-03-05,-11.7647
2015-03-16,-8.8889
2015-03-18,4.878
2015-03-23,-2.3256
2015-04-23,8.3333
2015-04-24,-23.0769
2015-04-29,2.8571
2015-05-05,-2.7778
2015-05-06,0.0
2015-05-07,-2.8571
2015-05-08,0.0
2015-05-15,2.9412000000000003
2015-05-19,-2.8571
2015-05-27,-20.5882
2015-05-29,11.1111
2015-06-05,-33.3333
2015-06-15,0.0
2015-06-22,-35.0
2015-06-24,15.3846
2015-07-15,-79.1667
2015-07-20,112.0
2015-08-04,-9.434
2015-08-05,33.3333
2015-08-06,6.25
2015-08-20,-63.2353
2015-08-24,60.0
2015-08-28,30.0
2015-09-21,-46.1538
2015-10-06,28.5714
2015-11-04,-95.8333
2015-11-09,233.3333
2015-12-02,380.0
2015-12-30,0.0
2016-03-29,0.0
2016-06-01,216.6667
2016-07-05,-48.6842
2016-07-29,135.8974
2016-08-25,-90.2174
2016-08-29,855.5556
2016-09-02,-89.5349
2016-09-19,0.0
2016-09-20,788.8889
2016-11-01,-88.75
2016-11-02,0.0
2016-11-04,744.4444
2016-11-15,-92.7632
2016-12-13,45.4545
2016-12-15,-18.75
2016-12-16,0.0
2016-12-28,0.0
2016-12-30,0.0
2017-02-21,-15.3846
2017-03-22,0.0
2017-03-24,0.0
2017-04-27,0.0
2017-05-25,-54.5455
2017-06-12,124.0
2017-12-13,-14.2857
2017-12-21,0.0
2018-02-02,0.0
2018-04-04,16.6667
2018-04-05,614.2857
2018-06-12,-86.0
2018-06-13,0.0
2018-06-29,0.0
2018-07-11,28.5714
2018-07-19,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-08-28,-18.8889
2018-10-15,-4.1096
2018-10-26,0.0
2018-11-01,-42.8571
2018-11-02,-25.0
2018-11-13,33.3333
2018-12-28,-40.0
2019-01-29,-16.6667
2019-02-25,0.0
2019-03-21,0.0
2019-03-28,-50.0
2019-05-17,300.0
2019-06-05,0.0
2019-06-17,0.0
2019-07-05,642.5
2019-07-18,-83.165
2019-08-26,-20.0
2019-09-04,-50.0
2019-09-06,0.0
2019-09-10,-50.0
2019-09-17,300.0
2019-09-25,0.0
2019-10-18,-25.0
2020-01-27,33.3333
2020-01-29,0.0
2020-02-10,775.0
2020-02-21,-82.8571
2020-03-11,-16.6667
2020-05-06,660.0
2020-05-22,-78.9474
2020-05-26,-25.0
2020-05-28,-50.0
