ticker,CHYL US Equity
2009-02-17,0.0
2009-02-19,-25.0
2009-02-23,-50.0
2009-02-24,33.3333
2009-02-25,0.0
2009-03-02,25.0
2009-03-04,-20.0
2009-03-23,0.0
2009-03-26,-20.0
2009-04-07,25.0
2009-05-18,50.0
2009-05-20,-50.0
2009-06-03,233.3333
2009-06-04,0.0
2009-06-15,0.0
2009-06-19,0.0
2009-06-22,40.0
2009-06-26,-28.5714
2009-07-20,0.0
2009-07-22,0.0
2009-08-17,-20.0
2009-08-25,0.0
2009-09-16,-25.0
2009-09-30,0.0
2009-10-02,0.0
2009-10-06,-50.0
2009-11-13,100.0
2009-11-16,233.3333
2009-11-17,0.0
2009-11-18,-10.0
2009-11-19,0.0
2009-11-20,-66.6667
2009-11-23,0.0
2009-12-02,-33.3333
2009-12-14,100.0
2009-12-18,-50.0
2009-12-21,100.0
2009-12-23,-60.0
2009-12-28,25.0
2009-12-31,150.0
2010-01-05,10.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,27.2727
2010-01-11,-7.1429
2010-01-12,35.3846
2010-01-13,2.2727
2010-01-14,-27.7778
2010-01-19,0.0
2010-01-20,0.0
2010-01-25,23.0769
2010-01-27,-37.5
2010-01-28,10.0
2010-01-29,-9.0909
2010-02-02,0.0
2010-02-12,0.0
2010-02-16,20.0
2010-02-17,16.6667
2010-02-18,0.0
2010-02-19,-15.7143
2010-02-22,0.0
2010-02-24,-40.678
2010-02-25,25.7143
2010-02-26,0.0
2010-03-04,13.6364
2010-03-05,-19.0
2010-03-08,0.0
2010-03-25,23.4568
2010-04-01,-20.0
2010-04-13,-25.0
2010-04-14,33.3333
2010-04-19,0.0
2010-04-20,25.0
2010-04-21,-38.0
2010-04-22,3.2258
2010-04-23,-37.5
2010-04-26,50.0
2010-04-27,0.0
2010-04-30,-16.6667
2010-05-03,-20.0
2010-05-07,-25.0
2010-05-10,0.0
2010-05-11,33.3333
2010-05-14,0.0
2010-05-18,-25.0
2010-05-20,0.0
2010-05-25,23.3333
2010-05-27,0.0
2010-05-28,8.1081
2010-06-02,-25.0
2010-06-03,-26.6667
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,-9.0909
2010-06-11,-5.0
2010-06-14,110.5263
2010-06-15,-25.0
2010-06-16,33.3333
2010-06-17,0.0
2010-06-18,15.0
2010-06-21,-13.0435
2010-06-22,25.0
2010-06-23,-40.0
2010-06-25,33.3333
2010-06-28,0.0
2010-06-30,-25.0
2010-07-02,0.0
2010-07-06,-53.3333
2010-07-08,185.7143
2010-07-09,-50.0
2010-07-15,20.0
2010-07-16,66.6667
2010-07-26,-60.0
2010-07-28,25.0
2010-07-29,0.0
2010-08-06,100.0
2010-08-17,0.0
2010-08-19,-50.0
2010-09-14,0.0
2010-09-24,0.0
2010-10-06,0.0
2010-10-13,0.0
2010-10-19,-30.0
2010-10-21,0.0
2010-10-25,21.4286
2010-11-01,17.647100000000002
2010-11-02,-48.125
2010-11-08,34.9398
2010-11-16,0.0
2010-11-17,0.0
2010-11-22,-25.8929
2010-11-24,15.6627
2010-12-06,-13.5417
2010-12-16,0.0
2010-12-17,574.6988
2010-12-21,-14.2857
2010-12-23,-33.3333
2010-12-31,-40.0
2011-01-24,108.3333
2011-01-25,0.0
2011-01-27,0.0
2011-01-28,40.0
2011-02-01,0.0
2011-02-03,14.2857
2011-02-07,-25.0
2011-02-08,0.0
2011-02-09,16.6667
2011-02-10,-14.2857
2011-02-16,-33.3333
2011-02-18,0.9375
2011-02-22,48.6068
2011-02-24,-33.3333
2011-02-25,0.0
2011-02-28,-25.0
2011-03-07,233.3333
2011-03-08,-12.0
2011-03-09,-54.5455
2011-03-10,-25.0
2011-03-11,33.3333
2011-03-14,45.0
2011-03-15,37.931
2011-03-16,10.0
2011-03-17,-6.8182
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,0.0
2011-03-23,0.0
2011-03-24,0.0
2011-03-25,0.0
2011-03-28,0.0
2011-03-29,-39.0244
2011-03-31,0.0
2011-04-05,0.0
2011-04-07,0.0
2011-04-11,0.0
2011-04-12,20.0
2011-04-13,30.0
2011-04-14,-35.8974
2011-04-15,0.0
2011-04-18,0.0
2011-04-20,-32.0
2011-04-26,58.8235
2011-04-27,-25.9259
2011-04-28,0.0
2011-04-29,-15.0
2011-05-04,52.9412
2011-05-05,-33.8942
2011-05-06,0.7273
2011-05-10,-1.8051
2011-05-12,0.0
2011-05-18,0.0
2011-05-19,0.0
2011-05-27,-35.2941
2011-05-31,0.0
2011-06-01,1.7045
2011-06-02,16.2011
2011-06-03,-7.6923
2011-06-06,-16.6667
2011-06-07,20.0
2011-06-08,-16.6667
2011-06-09,0.0
2011-06-14,0.0
2011-06-15,0.0
2011-06-17,-20.0
2011-06-20,0.0
2011-06-21,-25.0
2011-06-22,0.0
2011-06-24,0.0
2011-06-27,33.3333
2011-06-28,25.0
2011-06-29,-40.0
2011-07-06,0.0
2011-07-08,0.0
2011-07-14,0.0
2011-07-19,0.0
2011-07-29,183.3333
2011-08-04,-11.7647
2011-08-16,-40.0
2011-08-17,0.0
2011-08-19,0.0
2011-08-22,0.0
2011-08-23,11.1111
2011-08-25,-10.0
2011-08-31,-22.2222
2011-09-02,0.0
2011-09-06,0.0
2011-09-08,-14.2857
2011-09-15,0.0
2011-09-21,0.0
2011-10-24,66.6667
2011-10-26,0.0
2011-10-27,0.0
2011-10-28,-10.0
2011-12-05,-66.6667
2011-12-07,6.25
2011-12-12,213.7255
2011-12-13,-10.0
2011-12-14,11.1111
2011-12-19,-10.0
2011-12-20,0.0
2012-01-10,-66.6667
2012-01-27,6.25
2012-02-10,0.0
2012-03-02,213.7255
2012-03-05,-68.125
2012-03-29,339.2157
2012-04-04,-70.0893
2012-04-16,2.9851
2012-04-18,-2.8986
2012-06-08,19.403
2012-06-13,120.0
2012-06-14,61.9318
2012-06-22,-55.0877
2012-07-26,-75.0
2012-07-30,10.0
2012-07-31,0.0
2012-08-02,218.1818
2012-08-08,-84.2857
2012-08-15,354.5455
2012-08-20,-79.0
2012-08-21,661.9048
2012-08-24,0.0
2012-09-04,-62.5
2012-09-10,0.0
2012-09-11,0.0
2012-09-20,200.0
2012-09-26,11.1111
2012-09-27,0.0
2012-09-28,0.0
2012-10-04,0.0
2012-10-12,-10.0
2012-10-23,-55.5556
2013-01-31,-44.5313
2013-02-22,3.662
2013-03-06,552.1739
2013-03-27,0.0
2013-05-01,-85.2083
2013-05-02,260.5634
2013-05-09,-62.5
2013-05-22,0.0
2013-06-12,33.3333
2013-06-14,0.0
2013-06-17,-25.0
2013-07-11,0.0
2013-07-26,0.0
2013-08-12,0.0
2013-08-21,33.3333
2013-08-27,0.0
2013-09-11,-25.0
2013-09-24,0.0
2013-10-30,0.0
2013-11-20,33.3333
2013-12-06,-25.0
2014-01-16,0.0
2014-02-19,266.6667
2014-02-21,0.0
2014-02-26,0.0
2014-02-27,0.0
2014-03-05,0.0
2014-03-11,-18.1818
2014-03-14,33.3333
2014-03-20,0.0
2014-03-21,0.0
2014-03-25,125.0
2014-03-28,-7.4074
2014-03-31,0.0
2014-04-01,-52.0
2014-04-02,100.0
2014-04-03,0.0
2014-04-04,-50.0
2014-04-07,83.3333
2014-04-09,0.0
2014-04-10,0.0
2014-04-11,0.0
2014-04-15,0.0
2014-04-16,0.0
2014-04-21,0.0
2014-04-22,0.0
2014-04-23,0.0
2014-04-25,0.0
2014-05-02,0.0
2014-05-06,0.0
2014-05-07,-9.0909
2014-05-08,-40.0
2014-05-12,0.0
2014-05-14,0.0
2014-05-15,75.0
2014-05-19,0.0
2014-05-21,-4.7619
2014-05-23,-20.0
2014-05-29,37.5
2014-06-04,-54.5455
2014-06-05,0.0
2014-06-06,50.0
2014-06-13,0.0
2014-06-18,-66.6667
2014-07-01,80.0
2014-07-02,11.1111
2014-07-03,250.0
2014-07-07,-8.5714
2014-07-09,3.125
2014-07-11,0.0
2014-07-14,0.0
2014-07-16,0.0
2014-07-17,0.0
2014-07-18,0.0
2014-07-21,-24.2424
2014-07-22,16.0
2014-07-24,-3.4483
2014-07-25,14.2857
2014-08-04,3.125
2014-08-08,0.0
2014-08-12,-18.1818
2014-09-02,22.2222
2014-09-08,-21.2121
2014-09-09,0.0
2014-09-11,50.0
2014-09-16,-30.7692
2014-09-17,44.4444
2014-09-22,0.0
2014-10-16,-30.7692
2014-10-17,44.4444
2014-10-20,0.0
2014-10-23,-30.7692
2014-10-24,0.0
2014-10-27,40.7407
2014-10-30,-28.947400000000002
2014-11-05,0.0
2014-11-06,29.6296
2014-11-10,0.0
2014-11-11,-22.8571
2014-11-12,0.0
2014-11-13,0.0
2014-11-20,48.1481
2014-12-05,-32.5
2014-12-09,37.037
2014-12-15,-27.027
2014-12-16,0.0
2014-12-17,48.1481
2015-01-21,-32.5
2015-02-03,-3.7037
2015-02-20,-34.6154
2015-05-28,0.0
2015-06-16,0.0
2015-06-29,76.4706
2015-07-20,0.0
2015-10-29,-43.3333
2015-11-16,0.0
2015-12-11,76.4706
2015-12-31,0.0
2016-01-11,46.6667
2016-01-21,-31.8182
2016-01-22,30.0
2016-01-27,-16.1538
2016-01-28,0.0
2016-02-01,0.0
2016-02-03,-23.5474
2016-02-05,7.725
2016-02-09,-44.3026
2016-02-12,51.3333
2016-02-17,10.1322
2016-04-01,7.125
2016-04-06,-40.2567
2016-04-12,43.3203
2016-05-09,-6.7321
2016-05-19,-17.6505
2016-06-17,21.4336
2016-06-22,-25.1899
2016-06-24,24.0625
2016-07-19,-4.471
2016-07-29,-10.7779
2016-08-09,-4.5438
2016-08-15,16.7183
2016-08-22,-20.4244
2016-08-25,25.6667
2016-08-26,-20.4244
2016-08-30,0.0
2016-08-31,25.6667
2016-09-07,-20.4244
2016-09-26,0.0
2016-10-13,25.6667
2016-10-31,-20.4244
2016-11-03,25.6667
2016-11-08,-20.4244
2016-11-09,0.0
2016-11-15,-13.3333
2016-11-23,0.0
2016-12-13,0.0
2017-01-23,3.5577
2017-02-02,-3.4355
2017-04-13,3.5577
2017-05-15,-3.4355
2017-08-01,0.0
2017-09-13,15.3846
2017-10-09,-25.6667
2017-10-16,-10.3139
2017-12-15,0.0
2017-12-29,11.5
2018-02-06,-10.3139
2018-02-12,0.0
2018-03-16,50.0
2018-04-10,0.0
2018-05-31,-33.3333
2018-10-05,100.0
2018-10-08,-40.0
2018-10-10,-33.3333
2018-11-12,0.0
2019-01-14,25.0
2019-01-15,0.0
2019-08-19,-10.0
2019-09-10,-11.1111
2019-12-09,-62.5
2019-12-12,0.0
2020-01-28,33.3333
2020-01-30,0.0
2020-02-03,-37.5
2020-02-21,-20.0
2020-02-24,150.0
2020-02-25,100.0
2020-02-26,-49.9
2020-02-27,-0.1996
2020-03-31,40.0
2020-04-01,-41.0143
2020-05-04,69.5326
2020-06-18,7.1429
2020-07-06,33.3333
