ticker,AOVTF US Equity
2009-12-01,6.1471
2009-12-09,-4.6949
2009-12-14,-8.724
2009-12-22,-8.0837
2009-12-24,2.4314999999999998
2009-12-31,6.1111
2010-01-04,6.6159
2010-01-13,1.6071
2010-01-14,-0.5272
2010-01-22,-2.1201
2010-01-25,-2.7076000000000002
2010-01-27,-8.3488
2010-01-28,2.7834
2010-02-04,2.9542
2010-02-05,-1.6738
2010-02-16,23.0302
2010-03-01,-18.1459
2010-03-02,6.6409
2010-03-12,-7.4275
2010-03-30,-2.1037
2010-04-12,-10.4448
2010-04-13,1.9252
2010-04-15,-1.6699000000000002
2010-04-16,3.3407999999999998
2010-04-21,-2.9364
2010-04-23,6.5779
2010-04-26,-14.7135
2010-04-30,8.2137
2010-05-11,4.7404
2010-05-12,-4.8222000000000005
2010-05-13,8.9725
2010-05-20,-15.7922
2010-05-26,11.4436
2010-06-01,-9.2167
2010-06-02,-6.3415
2010-06-03,3.3854
2010-06-04,-2.7708
2010-06-07,-2.3316
2010-06-08,-6.8966
2010-06-10,7.4074
2010-06-15,7.9576
2010-06-16,-6.8796
2010-07-15,24.0106
2010-07-28,-4.6809
2010-08-03,-5.3571
2010-08-06,10.1415
2010-08-09,-1.0707
2010-08-10,1.0823
2010-08-16,-3.212
2010-08-17,0.4425
2010-08-20,-3.304
2010-08-24,1.1959
2010-08-25,-4.3894
2010-08-26,10.6533
2010-08-27,-6.8085
2010-08-30,0.0
2010-08-31,-10.2169
2010-09-03,15.4482
2010-09-07,-0.8811
2010-09-09,-2.6667
2010-09-10,-1.3699
2010-09-15,6.0185
2010-09-16,8.7336
2010-09-17,-3.6145
2010-09-21,11.1979
2010-09-22,1.8735
2010-09-24,28.9885
2010-09-27,4.313
2010-09-28,-0.6322
2010-09-29,-0.9629
2010-09-30,-5.5556
2010-10-01,2.9412000000000003
2010-10-04,-2.1786
2010-10-05,-3.797
2010-10-06,6.2049
2010-10-07,-0.3395
2010-10-08,-1.4701
2010-10-12,0.6732
2010-10-13,5.169
2010-10-14,1.2717
2010-10-15,-4.1235
2010-10-18,4.6372
2010-10-19,-12.3139
2010-10-20,7.1566
2010-10-21,5.4185
2010-10-22,13.7978
2010-10-25,3.2413
2010-10-26,-5.6686
2010-10-27,-7.7966
2010-10-28,6.367
2010-10-29,3.7392
2010-11-01,-9.3745
2010-11-02,-3.4759
2010-11-03,7.2022
2010-11-04,1.8088
2010-11-05,5.9645
2010-11-08,6.1078
2010-11-09,-4.8251
2010-11-11,0.5633
2010-11-12,-9.036
2010-11-15,2.9331
2010-11-16,-6.6436
2010-11-17,2.7487
2010-11-18,4.6447
2010-11-19,-0.1568
2010-11-22,-0.8483
2010-11-23,7.9848
2010-11-24,0.9683
2010-11-26,-0.8428
2010-11-29,25.6741
2010-11-30,-4.5009
2010-12-01,2.8938
2010-12-02,-0.6764
2010-12-03,19.1159
2010-12-06,-3.3701
2010-12-07,-5.5013
2010-12-08,-6.964
2010-12-13,-3.3412
2010-12-14,0.1588
2010-12-15,-1.8780000000000001
2010-12-16,-0.5717
2010-12-17,-0.1
2010-12-20,0.1001
2010-12-21,10.9375
2010-12-22,7.6282
2010-12-23,0.4188
2010-12-29,9.3203
2010-12-30,1.4971999999999999
2010-12-31,7.9583
2011-01-04,-3.0548
2011-01-05,-1.0504
2011-01-06,-10.3611
2011-01-07,5.3441
2011-01-10,-0.5669
2011-01-11,8.1264
2011-01-12,2.0018
2011-01-13,-0.0701
2011-01-14,-0.377
2011-01-18,0.2552
2011-01-19,-4.7314
2011-01-20,-6.2932
2011-01-21,3.6283
2011-01-24,-2.8845
2011-01-26,-5.0318
2011-01-27,0.2778
2011-01-28,-2.4314999999999998
2011-01-31,5.0158
2011-02-01,2.5934
2011-02-02,-0.0586
2011-02-03,1.8457
2011-02-04,0.1342
2011-02-07,13.7317
2011-02-08,-5.8347999999999995
2011-02-09,2.9775
2011-02-10,2.5788
2011-02-11,0.8126
2011-02-14,5.1889
2011-02-15,2.658
2011-02-16,-2.1538
2011-02-17,1.3986
2011-02-18,-5.2821
2011-02-22,2.5815
2011-02-23,-0.242
2011-02-24,-1.9647000000000001
2011-02-25,0.3794
2011-02-28,2.1609
2011-03-01,6.3133
2011-03-02,-3.4571
2011-03-03,-3.9022
2011-03-04,0.0408
2011-03-07,7.9387
2011-03-09,1.7066
2011-03-10,-4.4324
2011-03-11,3.0065
2011-03-14,-0.3696
2011-03-15,-15.564
2011-03-16,9.2792
2011-03-17,-6.1695
2011-03-18,7.2309
2011-03-21,-2.0874
2011-03-22,2.3568
2011-03-23,0.2359
2011-03-24,-2.3377
2011-03-28,-0.0249
2011-03-30,-0.7898
2011-03-31,1.8937
2011-04-01,-2.4342
2011-04-04,3.8604000000000003
2011-04-05,-0.6655
2011-04-06,-1.2418
2011-04-07,0.0827
2011-04-08,0.248
2011-04-11,-4.1309
2011-04-12,-4.911
2011-04-14,-0.3075
2011-04-15,1.7873
2011-04-18,1.3103
2011-04-19,0.8358
2011-04-20,-1.3001
2011-04-21,-1.3614
2011-04-25,7.4296
2011-04-26,-2.6278
2011-04-27,0.2313
2011-04-28,0.0256
2011-04-29,-2.2389
2011-05-02,-3.6364
2011-05-03,4.3812999999999995
2011-05-04,-3.5022
2011-05-05,-8.5735
2011-05-06,6.7573
2011-05-09,-1.2364
2011-05-10,0.5232
2011-05-11,-5.1301
2011-05-12,7.8958
2011-05-13,-0.1725
2011-05-16,-5.1751
2011-05-17,-4.5943000000000005
2011-05-18,-1.5583
2011-05-19,-6.3215
2011-05-20,3.325
2011-05-24,1.0023
2011-05-25,7.0511
2011-05-26,-0.2342
2011-05-27,1.7019
2011-05-31,-3.9527
2011-06-01,-0.3705
2011-06-02,1.3367
2011-06-03,-0.1289
2011-06-06,-0.1688
2011-06-07,-2.7057
2011-06-08,-5.7765
2011-06-09,-0.5208
2011-06-10,2.7923
2011-06-13,-12.9032
2011-06-14,9.9415
2011-06-15,-6.793
2011-06-16,-6.0992
2011-06-17,8.3819
2011-06-20,-3.7382999999999997
2011-06-21,-5.4369
2011-06-22,4.5431
2011-06-23,7.341
2011-06-24,-2.1958
2011-06-27,-6.1155
2011-06-28,6.4392
2011-06-29,6.7166
2011-06-30,6.6667
2011-07-01,7.0724
2011-07-05,-17.6651
2011-07-06,-1.1194
2011-07-07,3.3962
2011-07-08,-0.1825
2011-07-11,2.925
2011-07-13,-6.5719
2011-07-14,0.7605
2011-07-15,3.7736
2011-07-18,-4.3636
2011-07-19,4.5626999999999995
2011-07-20,14.3636
2011-07-21,6.6773
2011-07-22,1.5648
2011-07-25,-3.6867
2011-07-26,5.2752
2011-07-27,-6.0781
2011-07-28,1.0786
2011-07-29,-0.2001
2011-08-02,-5.2983
2011-08-03,1.6129
2011-08-04,-6.8254
2011-08-05,1.7036
2011-08-08,-14.5729
2011-08-09,-0.3922
2011-08-10,10.3962
2011-08-11,3.4214
2011-08-12,5.3772
2011-08-15,3.078
2011-08-16,-3.1746
2011-08-17,1.168
2011-08-18,-4.2333
2011-08-19,-6.599
2011-08-22,-0.3623
2011-08-23,-3.5455
2011-08-24,6.9039
2011-08-25,-6.0172
2011-08-26,-2.6266
2011-08-29,5.5877
2011-08-30,-2.1898
2011-08-31,0.1632
2011-09-01,2.0722
2011-09-02,-6.2044
2011-09-06,-2.7967
2011-09-07,3.5151
2011-09-08,2.6707
2011-09-09,-5.838
2011-09-12,0.0
2011-09-13,3.1
2011-09-14,-2.8491999999999997
2011-09-15,-0.1622
2011-09-16,3.0
2011-09-19,-10.6796
2011-09-20,-1.5217
2011-09-21,-1.9868000000000001
2011-09-22,-0.9009
2011-09-23,2.2727
2011-09-26,-8.8889
2011-09-27,3.9024
2011-09-28,-1.1737
2011-09-29,-6.8884
2011-09-30,-1.2277
2011-10-03,-12.9621
2011-10-04,-5.1929
2011-10-05,4.8513
2011-10-06,5.9701
2011-10-07,4.7887
2011-10-11,1.8817
2011-10-12,-7.8826
2011-10-14,8.2707
2011-10-17,-6.8783
2011-10-18,-0.5682
2011-10-19,-3.2857
2011-10-20,-5.4653
2011-10-24,3.6328
2011-10-25,15.8311
2011-10-26,2.0013
2011-10-27,12.2986
2011-10-28,0.4261
2011-10-31,-0.4243
2011-11-01,-8.6364
2011-11-02,6.9652
2011-11-03,2.3256
2011-11-04,0.0
2011-11-07,2.2727
2011-11-08,3.7778
2011-11-09,-4.4968
2011-11-15,-4.4843
2011-11-16,4.9296
2011-11-17,-3.9849
2011-11-18,7.7326
2011-11-21,0.0946
2011-11-22,-3.2005
2011-11-25,-7.5195
2011-11-28,0.2112
2011-11-29,2.8451
2011-11-30,-0.4684
2011-12-01,-1.1764999999999999
2011-12-02,15.4762
2011-12-05,0.8247
2011-12-07,-6.8507
2011-12-09,-4.5005
2011-12-12,-0.4598
2011-12-13,-2.3095
2011-12-14,0.0
2011-12-15,-0.7092
2011-12-16,3.0952
2011-12-20,-0.3176
2011-12-22,0.7819
2011-12-23,0.0
2011-12-28,-3.4195
2011-12-29,4.7307
2011-12-30,-4.6591000000000005
2012-01-03,7.2706
2012-01-04,-4.0
2012-01-05,-0.5787
2012-01-06,3.376
2012-01-11,-8.3333
2012-01-13,9.3366
2012-01-17,3.3708
2012-01-18,-2.6087
2012-01-19,-1.3393
2012-01-20,-5.4299
2012-01-23,5.7416
2012-01-25,-2.7149
2012-01-26,-3.0233
2012-02-02,12.7098
2012-02-03,2.3005
2012-02-06,5.4465
2012-02-08,-2.0464
2012-02-13,-2.3407999999999998
2012-02-14,-2.6804
2012-02-16,1.0196
2012-02-17,1.7170999999999998
2012-02-21,-2.6804
2012-02-22,1.6949
2012-02-24,4.1667
2012-02-27,0.2
2012-02-28,-4.2914
2012-02-29,1.3556
2012-03-01,-7.2016
2012-03-02,5.8758
2012-03-05,-0.4188
2012-03-06,-8.307
2012-03-08,13.8761
2012-03-09,-5.136
2012-03-13,-6.5817
2012-03-16,4.8864
2012-03-19,-0.5417
2012-03-20,-5.4466
2012-03-27,-13.3641
2012-03-28,-1.8617
2012-03-29,6.5041
2012-03-30,-1.0178
2012-04-02,1.5424
2012-04-03,-0.2532
2012-04-04,-0.1269
2012-04-05,-3.4307
2012-04-09,-0.7895
2012-04-10,-0.5305
2012-04-11,0.0
2012-04-16,-7.4667
2012-04-17,-1.639
2012-04-18,4.3032
2012-04-23,-19.382
2012-04-24,1.2195
2012-04-26,14.4578
2012-04-27,6.4662
2012-04-30,0.8475
2012-05-03,-5.8824
2012-05-04,10.0632
2012-05-07,-9.5488
2012-05-08,-1.0463
2012-05-15,-16.9184
2012-05-16,0.9545
2012-05-18,-2.7465
2012-05-22,-4.6296
2012-05-23,4.0777
2012-05-25,-5.2239
2012-05-29,-8.4646
2012-05-30,-6.6667
2012-05-31,11.9816
2012-06-01,16.4609
2012-06-04,-4.0194
2012-06-05,0.8744
2012-06-07,4.0146
2012-06-11,-2.807
2012-06-13,2.1661
2012-06-14,-1.4134
2012-06-15,-8.6022
2012-06-18,1.9607999999999999
2012-06-19,0.3846
2012-06-20,-3.8314
2012-06-21,-0.1245
2012-06-22,-0.6731
2012-06-25,1.6064
2012-06-27,-1.581
2012-06-28,-6.8273
2012-06-29,3.4483
2012-07-03,3.9583
2012-07-06,-5.8116
2012-07-09,1.117
2012-07-10,-3.2088
2012-07-11,6.9565
2012-07-12,-7.5203
2012-07-19,8.1319
2012-07-20,4.4715
2012-07-23,-3.3074
2012-07-24,-14.5624
2012-07-26,17.751
2012-07-27,-4.0
2012-08-01,3.75
2012-08-09,0.8032
2012-08-10,7.5697
2012-08-13,-7.5926
2012-08-14,-3.8076
2012-08-21,0.0
2012-08-22,2.0833
2012-08-23,-2.1939
2012-08-24,2.2431
2012-08-28,1.6327
2012-08-29,-7.6305
2012-08-30,-8.6957
2012-08-31,4.2857
2012-09-04,-1.5981999999999998
2012-09-05,-2.5522
2012-09-06,4.2857
2012-09-10,0.4566
2012-09-12,15.2273
2012-09-13,-4.5365
2012-09-14,-3.0992
2012-09-17,21.5352
2012-09-18,-3.5088
2012-09-19,6.5455
2012-09-20,3.0077
2012-09-24,-7.2272
2012-09-26,-18.2143
2012-10-01,7.8603
2012-10-02,-3.2389
2012-10-03,4.1841
2012-10-04,2.4096
2012-10-05,7.8431
2012-10-17,-9.818200000000001
2012-10-18,1.0836999999999999
2012-10-19,-3.3407999999999998
2012-10-22,11.0137
2012-10-23,-2.2305
2012-10-25,-10.6464
2012-10-26,0.0
2012-11-01,7.6596
2012-11-02,0.3953
2012-11-05,-8.2677
2012-11-06,4.721
2012-11-08,-5.7377
2012-11-09,-2.6087
2012-11-13,-0.8929
2012-11-16,-1.0698
2012-11-19,-6.6591000000000005
2012-11-20,3.4146
2012-11-21,1.4151
2012-11-23,-6.5116
2012-11-27,0.4975
2012-11-28,3.9604
2012-11-30,-4.2857
2012-12-04,0.0
2012-12-07,1.4925
2012-12-11,-1.8689
2012-12-12,-6.5876
2012-12-19,1.6042999999999998
2012-12-31,-5.9539
2013-01-02,-0.9444
2013-01-03,12.9944
2013-01-07,11.5
2013-01-09,-8.0157
2013-01-10,1.8891
2013-01-14,-8.7919
2013-01-15,9.3115
2013-01-16,-2.6395
2013-01-24,-9.3038
2013-01-25,3.2609
2013-01-28,-6.3158
2013-01-29,6.7416
2013-01-30,0.0
2013-02-04,-5.2632
2013-02-05,2.7778
2013-02-11,-3.2432
2013-02-14,-6.4944
2013-02-15,-0.6348
2013-02-21,-8.6058
2013-02-22,-3.9474
2013-02-25,-2.7397
2013-02-27,4.2254
2013-02-28,0.0
2013-03-01,0.0
2013-03-08,-9.7973
2013-03-19,4.8689
2013-03-20,0.0
2013-04-01,-1.4285999999999999
2013-04-04,-13.0435
2013-04-10,7.5
2013-04-15,-16.2791
2013-04-17,17.2454
2013-04-23,0.0
2013-04-24,-1.2833
2013-04-25,-7.2
2013-04-29,17.2414
2013-04-30,24.2647
2013-05-01,2.3669000000000002
2013-05-03,9.8266
2013-05-07,0.7895
2013-05-09,-10.4439
2013-05-10,-0.656
2013-05-14,-15.9941
2013-05-28,8.9956
2013-05-29,-2.5641
2013-05-30,0.3289
2013-06-10,-11.8033
2013-06-11,4.0892
2013-06-12,-4.2857
2013-06-17,0.653
2013-06-18,-3.7071
2013-06-19,-3.7536
2013-06-21,-2.8
2013-06-25,-17.6955
2013-06-26,-2.125
2013-06-27,-5.1086
2013-06-28,7.6716
2013-07-05,-1.3125
2013-07-08,5.3832
2013-07-11,1.1418
2013-07-12,5.5258
2013-07-15,2.7027
2013-07-16,-0.7127
2013-07-19,-13.418
2013-07-22,15.9439
2013-07-23,-8.4708
2013-07-26,2.8846
2013-07-29,-6.7173
2013-07-30,-5.1346
2013-08-01,-0.7261
2013-08-02,-4.2553
2013-08-06,-1.1111
2013-08-07,-1.1236
2013-08-14,0.0
2013-08-16,7.0313
2013-08-23,-49.0378
2013-08-28,45.8333
2013-08-30,2.1429
2013-09-04,-10.4895
2013-09-11,-12.793
2013-09-12,7.5028
2013-09-16,0.0
2013-09-17,-6.6667
2013-09-20,26.7857
2013-09-23,-21.3908
2013-09-26,20.0448
2013-09-27,-10.4478
2013-09-30,33.3333
2013-10-01,-25.0
2013-10-03,5.0
2013-10-16,4.5635
2013-11-01,24.4782
2013-11-18,-9.375
2013-11-20,-0.4205
2013-11-22,8.1081
2013-11-25,-2.5
2013-11-26,-5.3686
2013-12-02,-4.9958
2013-12-13,10.7843
2013-12-18,-14.8029
2013-12-23,3.4939
2013-12-24,0.0
2013-12-30,3.6496
2014-01-09,4.2254
2014-01-10,-16.6385
2014-01-13,7.8014
2014-01-16,-3.5714
2014-01-24,-3.3138
2014-01-29,-38.9113
2014-01-31,-20.7921
2014-02-03,12.0833
2014-02-05,-40.5204
2014-02-11,35.9375
2014-02-12,0.4598
2014-06-27,-96.3387
2014-07-11,0.0
2014-08-06,0.0
2014-09-03,0.0
2014-10-17,0.0
2015-03-17,0.0
2015-03-31,-87.5
2015-04-02,0.0
2015-04-27,0.0
2015-04-29,0.0
2015-05-05,0.0
2015-05-15,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-18,0.0
2015-07-17,0.0
2015-08-25,0.0
2015-09-11,0.0
2015-10-15,0.0
2015-11-02,0.0
2015-12-10,0.0
2015-12-11,0.0
2015-12-22,0.0
2015-12-23,0.0
2016-02-26,0.0
2016-03-03,0.0
2016-03-08,0.0
2016-03-23,0.0
2016-04-12,0.0
2016-05-05,0.0
2016-08-10,0.0
2016-08-17,700.0
2016-08-18,0.0
2016-09-19,0.0
2016-09-23,-90.0
2016-09-26,25.0
2016-10-03,0.0
2016-10-07,0.0
2016-10-27,0.0
2016-11-23,0.0
2016-12-06,0.0
2016-12-21,0.0
2016-12-30,700.0
2017-01-30,-87.5
2017-02-06,700.0
2017-03-24,-87.5
2017-04-04,0.0
2017-04-12,0.0
2017-06-20,-92.0
2017-08-04,900.0
2017-10-18,0.0
2017-12-18,0.0
2018-01-19,0.0
2018-01-30,0.0
2018-02-01,0.0
2018-03-07,0.0
2018-08-07,0.0
2018-08-13,0.0
2018-08-28,0.0
2019-02-26,0.0
2019-04-03,0.0
2019-05-02,0.0
2019-06-21,0.0
2019-07-25,0.0
2019-09-11,0.0
2019-11-26,0.0
2019-12-03,0.0
2019-12-23,0.0
2019-12-31,0.0
2020-01-07,0.0
2020-02-18,-90.0
2020-02-25,900.0
2020-05-19,100.0
2020-06-12,-50.0
