ticker,MLTO US Equity
2005-10-21,-5.3763
2005-10-24,1.1364
2005-10-25,-15.7303
2005-10-26,7.2
2005-10-27,-0.4975
2005-10-28,0.0
2005-10-31,5.0
2005-11-01,2.3810000000000002
2005-11-02,3.4884
2005-11-03,1.1236
2005-11-04,-2.2222
2005-11-07,2.2727
2005-11-08,-3.3333
2005-11-09,2.2989
2005-11-10,13.4831
2005-11-11,-0.9901
2005-11-14,-3.0
2005-11-15,3.0928
2005-11-16,-1.0
2005-11-17,-2.0202
2005-11-18,6.1856
2005-11-21,-0.9709
2005-11-22,-3.9215999999999998
2005-11-23,4.0816
2005-11-25,-1.9607999999999999
2005-11-28,-2.0
2005-11-29,4.0816
2005-11-30,-2.9412000000000003
2005-12-01,-2.0202
2005-12-02,3.0928
2005-12-05,5.0
2005-12-06,0.0
2005-12-07,0.0
2005-12-08,0.9524
2005-12-09,-0.9434
2005-12-12,-1.9048
2005-12-13,0.0
2005-12-14,-2.9126
2005-12-15,1.6
2005-12-16,-3.5433
2005-12-19,2.0408
2005-12-20,0.0
2005-12-21,-3.0
2005-12-22,-1.0309
2005-12-23,1.0417
2005-12-27,-1.4433
2005-12-28,-1.6736
2005-12-29,-4.2553
2005-12-30,2.2222
2006-01-03,4.3478
2006-01-04,1.0417
2006-01-05,-3.0928
2006-01-06,6.383
2006-01-09,10.0
2006-01-10,-8.1818
2006-01-11,2.9703
2006-01-12,0.9615
2006-01-13,-1.9048
2006-01-17,-1.5534
2006-01-18,-1.3807
2006-01-19,4.0
2006-01-20,0.0
2006-01-23,-3.8462
2006-01-24,0.0
2006-01-25,-3.0
2006-01-26,5.1546
2006-01-27,0.9804
2006-01-30,0.0
2006-01-31,0.0
2006-02-01,-0.9709
2006-02-02,4.902
2006-02-03,3.7382999999999997
2006-02-06,9.009
2006-02-07,16.5289
2006-02-08,14.8936
2006-02-09,0.6173
2006-02-10,-1.8405
2006-02-13,-9.375
2006-02-14,0.0
2006-02-15,-3.4483
2006-02-16,-1.4285999999999999
2006-02-17,0.0
2006-02-21,5.0725
2006-02-22,-0.6897
2006-02-23,-2.7778
2006-02-24,0.0
2006-02-27,-5.0
2006-02-28,-1.5038
2006-03-01,-3.8167999999999997
2006-03-02,1.5873
2006-03-03,-2.3438
2006-03-06,-4.8
2006-03-07,-10.9244
2006-03-08,-7.5472
2006-03-09,4.0816
2006-03-10,1.9607999999999999
2006-03-13,-3.8462
2006-03-14,-1.0
2006-03-15,-3.0303
2006-03-16,12.5
2006-03-17,1.8519
2006-03-20,0.0
2006-03-21,-0.9091
2006-03-22,0.9174
2006-03-23,-4.5455
2006-03-24,4.7619
2006-03-27,4.5455
2006-03-28,-2.6087
2006-03-29,1.6071
2006-03-30,1.0545
2006-03-31,6.4348
2006-04-03,-5.2288
2006-04-04,0.0
2006-04-05,3.1034
2006-04-06,0.0
2006-04-07,-0.5017
2006-04-10,-3.3613
2006-04-11,3.4783
2006-04-12,-11.7647
2006-04-13,0.9524
2006-04-17,3.7736
2006-04-18,-1.8182
2006-04-19,0.9259
2006-04-20,-0.9174
2006-04-21,0.9259
2006-04-24,-7.156
2006-04-25,2.7668
2006-04-26,-2.8846
2006-04-27,-0.7921
2006-04-28,-4.1916
2006-05-01,1.0417
2006-05-02,-7.2165
2006-05-03,11.1111
2006-05-04,-10.0
2006-05-05,0.0
2006-05-08,5.5556
2006-05-09,0.0
2006-05-10,-5.0526
2006-05-11,-0.2217
2006-05-12,8.8889
2006-05-15,-8.1633
2006-05-16,0.0
2006-05-17,-4.4444
2006-05-18,4.6512
2006-05-19,5.5556
2006-05-22,-7.3684
2006-05-23,-2.2727
2006-05-24,2.5581
2006-05-25,2.0408
2006-05-26,-7.7778
2006-05-30,1.2048
2006-05-31,2.6189999999999998
2006-06-01,-3.7123
2006-06-02,-2.4096
2006-06-05,-7.4074
2006-06-06,1.3333
2006-06-07,-7.8947
2006-06-08,-8.5714
2006-06-09,9.375
2006-06-12,-8.5714
2006-06-13,9.375
2006-06-14,4.2857
2006-06-16,9.589
2006-06-19,-5.25
2006-06-20,-10.2902
2006-06-21,1.4706000000000001
2006-06-23,1.4493
2006-06-26,2.8571
2006-06-27,0.0
2006-06-28,-1.3889
2006-06-29,-11.2676
2006-06-30,3.1746
2006-07-03,0.0
2006-07-05,-4.6154
2006-07-06,0.0
2006-07-07,28.3871
2006-07-10,-17.0854
2006-07-11,0.303
2006-07-12,-1.8127
2006-07-13,-7.6923
2006-07-14,0.0
2006-07-17,3.3333
2006-07-18,-3.2258
2006-07-19,3.3333
2006-07-20,-3.2258
2006-07-21,0.6667
2006-07-24,-0.6623
2006-07-25,10.0
2006-07-26,-1.5152
2006-07-27,0.0
2006-07-28,-9.2308
2006-07-31,8.4746
2006-08-01,3.125
2006-08-02,-6.0606
2006-08-03,3.2258
2006-08-04,-1.5625
2006-08-07,0.0
2006-08-08,-6.3492
2006-08-09,3.3898
2006-08-10,1.3115
2006-08-11,0.3236
2006-08-14,1.6129
2006-08-16,-6.3492
2006-08-17,5.0847
2006-08-18,-1.6129
2006-08-21,3.2787
2006-08-22,-6.3492
2006-08-23,3.3898
2006-08-24,-3.2787
2006-08-25,1.6949
2006-08-28,-3.3333
2006-08-29,3.4483
2006-08-30,0.0
2006-08-31,0.0
2006-09-01,-1.6667
2006-09-05,-4.7458
2006-09-06,4.9822
2006-09-07,0.0
2006-09-08,-5.0847
2006-09-12,1.7856999999999998
2006-09-13,-4.5614
2006-09-14,-8.0882
2006-09-15,14.0
2006-09-18,-21.7544
2006-09-19,-2.2422
2006-09-20,5.5046
2006-09-21,-8.6957
2006-09-22,-2.3810000000000002
2006-09-25,-1.9512
2006-09-26,7.4627
2006-09-27,-5.0926
2006-09-28,2.439
2006-09-29,-3.8095
2006-10-03,23.7624
2006-10-04,0.0
2006-10-05,-10.0
2006-10-06,1.3333
2006-10-09,-8.7719
2006-10-10,21.1538
2006-10-11,-10.3175
2006-10-12,8.4071
2006-10-13,8.1633
2006-10-16,0.0
2006-10-17,28.3019
2006-10-18,11.7647
2006-10-19,-3.9474
2006-10-20,-10.9589
2006-10-23,0.0
2006-10-24,0.0
2006-10-25,7.6923
2006-10-26,0.8571
2006-10-27,0.0
2006-10-30,-13.3144
2006-10-31,2.6144
2006-11-01,0.3185
2006-11-02,1.5873
2006-11-03,6.25
2006-11-06,2.6471
2006-11-07,0.2865
2006-11-08,-1.4285999999999999
2006-11-09,-1.4493
2006-11-10,2.9412000000000003
2006-11-13,0.0
2006-11-14,-2.8571
2006-11-15,-1.4706000000000001
2006-11-16,8.9552
2006-11-17,-17.8082
2006-11-20,-13.3333
2006-11-21,3.8462
2006-11-22,1.8519
2006-11-24,20.0
2006-11-27,-18.1818
2006-11-28,-7.4074
2006-11-29,2.0
2006-11-30,5.8824
2006-12-01,-1.8519
2006-12-04,0.0
2006-12-05,0.0
2006-12-06,-7.5472
2006-12-07,-4.0816
2006-12-08,-23.4043
2006-12-11,11.1111
2006-12-12,0.0
2006-12-13,-5.0
2006-12-14,-5.2632
2006-12-15,0.0
2006-12-18,2.7778
2006-12-19,-5.4054
2006-12-20,8.5714
2006-12-21,10.526299999999999
2006-12-22,1.9048
2006-12-26,-6.5421
2006-12-27,12.5
2006-12-28,11.1111
2006-12-29,8.0
2007-01-03,3.7037
2007-01-05,-3.5714
2007-01-08,-9.2593
2007-01-09,2.0408
2007-01-10,0.0
2007-01-11,-2.0
2007-01-12,2.8571
2007-01-16,-2.7778
2007-01-17,0.0
2007-01-18,0.0
2007-01-19,0.0
2007-01-22,0.0
2007-01-23,-8.1633
2007-01-24,2.2222
2007-01-25,-6.5217
2007-01-26,-4.6512
2007-01-29,-2.439
2007-01-30,2.5
2007-01-31,-2.439
2007-02-01,0.0
2007-02-02,0.0
2007-02-05,-7.5
2007-02-06,8.1081
2007-02-07,-2.5
2007-02-09,-7.6923
2007-02-12,2.7778
2007-02-13,-2.7027
2007-02-14,-2.7778
2007-02-15,-2.8571
2007-02-16,5.8824
2007-02-20,2.7778
2007-02-21,0.0
2007-02-22,-10.8108
2007-02-23,12.1212
2007-02-26,-8.1081
2007-02-27,0.0
2007-02-28,8.8235
2007-03-01,0.0
2007-03-02,-1.6216
2007-03-05,-1.0989
2007-03-06,0.0
2007-03-07,2.7778
2007-03-08,5.4054
2007-03-09,-5.1282
2007-03-12,2.7027
2007-03-13,0.0
2007-03-14,-13.1579
2007-03-15,18.1818
2007-03-16,-4.1026
2007-03-19,2.6738
2007-03-20,-3.6458
2007-03-21,-8.1081
2007-03-22,-1.7647
2007-03-23,10.7784
2007-03-26,0.0
2007-03-27,2.7027
2007-03-28,0.0
2007-03-30,0.0
2007-04-02,0.0
2007-04-03,-5.2632
2007-04-04,0.5556
2007-04-05,-0.5525
2007-04-09,0.0
2007-04-10,-2.2222
2007-04-11,7.9545
2007-04-12,-4.2105
2007-04-13,-1.0989
2007-04-16,0.0
2007-04-17,5.5556
2007-04-18,-12.1053
2007-04-19,4.7904
2007-04-23,2.8571
2007-04-24,-2.7778
2007-04-25,-2.2857
2007-04-26,-2.924
2007-04-27,-0.6024
2007-04-30,-3.0303
2007-05-01,0.0
2007-05-02,0.0
2007-05-03,-0.625
2007-05-04,-2.5157
2007-05-07,-3.2258
2007-05-08,-0.6667
2007-05-09,7.3826
2007-05-10,0.0
2007-05-11,0.0
2007-05-15,-12.5
2007-05-16,-17.8571
2007-05-17,-8.6957
2007-05-18,4.7619
2007-05-21,-4.5455
2007-05-22,4.7619
2007-05-23,-8.1818
2007-05-24,-0.9901
2007-05-25,0.0
2007-05-29,10.0
2007-05-30,0.0
2007-05-31,9.0909
2007-06-01,-9.1667
2007-06-04,-3.6696999999999997
2007-06-05,-4.7619
2007-06-06,-5.0
2007-06-07,5.2632
2007-06-08,2.5
2007-06-11,2.439
2007-06-12,0.0
2007-06-14,0.0
2007-06-15,-19.0476
2007-06-18,20.0
2007-06-19,-16.6667
2007-06-20,-5.8824
2007-06-21,25.0
2007-06-22,-5.0
2007-06-25,0.0
2007-06-26,-10.526299999999999
2007-06-27,5.8824
2007-06-28,0.0
2007-06-29,33.3333
2007-07-02,-16.6667
2007-07-03,-10.0
2007-07-05,0.0
2007-07-06,-5.5556
2007-07-09,-5.8824
2007-07-10,0.0
2007-07-11,-12.5
2007-07-12,0.0
2007-07-13,-50.0
2007-07-16,85.7143
2007-07-17,0.0
2007-07-18,-7.6923
2007-07-19,0.0
2007-07-20,8.3333
2007-07-23,-15.3846
2007-07-24,0.0
2007-07-25,-9.0909
2007-07-26,-16.0
2007-07-27,30.9524
2007-07-30,-25.4545
2007-07-31,65.8537
2007-08-01,-19.1176
2007-08-02,0.0
2007-08-03,12.7273
2007-08-06,-22.5806
2007-08-07,-4.1667
2007-08-08,19.5652
2007-08-09,0.0
2007-08-10,-9.0909
2007-08-13,0.0
2007-08-14,-8.0
2007-08-15,-2.1739
2007-08-16,-11.1111
2007-08-20,-25.0
2007-08-22,0.0
2007-08-23,0.0
2007-08-24,0.0
2007-08-27,-6.6667
2007-08-29,32.1429
2007-08-31,35.1351
2007-09-04,-30.0
2007-09-05,-28.5714
2007-09-06,4.0
2007-09-07,0.0
2007-09-10,-3.8462
2007-09-11,-4.0
2007-09-12,25.0
2007-09-13,-10.0
2007-09-14,48.1481
2007-09-17,-20.0
2007-09-18,9.375
2007-09-19,0.0
2007-09-20,0.0
2007-09-21,-25.7143
2007-09-24,53.8462
2007-09-25,12.5
2007-09-26,-11.1111
2007-09-27,-37.5
2007-09-28,28.0
2007-10-01,-21.875
2007-10-02,18.95
2007-10-03,-9.2055
2007-10-04,-7.4074
2007-10-05,20.0
2007-10-09,6.6667
2007-10-10,-9.375
2007-10-11,20.6897
2007-10-15,-35.6607
2007-10-16,55.426
2007-10-17,0.0
2007-10-18,0.0
2007-10-19,-28.5714
2007-10-22,-48.0
2007-10-23,53.8462
2007-10-24,0.0
2007-10-25,-40.0
2007-10-26,50.0
2007-10-29,11.1111
2007-10-31,25.0
2007-11-01,-12.0
2007-11-02,-18.1818
2007-11-05,11.1111
2007-11-06,-30.0
2007-11-07,-14.2857
2007-11-08,0.0
2007-11-09,0.0
2007-11-12,0.0
2007-11-13,-66.6667
2007-11-14,-25.0
2007-11-15,3.3333
2007-11-23,93.5484
2007-11-28,-41.6667
2007-11-29,14.2857
2007-11-30,50.0
2007-12-03,-33.3333
2007-12-04,-25.0
2007-12-05,0.0
2007-12-06,233.3333
2007-12-07,-50.0
2007-12-10,40.0
2007-12-11,-57.1429
2007-12-12,0.0
2007-12-13,33.3333
2007-12-14,12.5
2007-12-17,33.3333
2007-12-18,0.0
2007-12-19,0.0
2007-12-20,0.0
2007-12-21,-54.1667
2007-12-24,-27.2727
2007-12-26,50.0
2007-12-27,0.0
2007-12-28,-56.6667
2007-12-31,-7.6923
2008-01-02,-16.6667
2008-01-04,-50.0
2008-01-08,0.0
2008-01-10,0.0
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,-80.0
2008-01-22,-87.5
2008-01-28,0.0
2008-02-27,15900.0
2008-02-28,-40.0
2008-02-29,66.6667
2008-03-13,-50.0
2008-03-17,0.0
2008-03-18,0.0
2008-03-20,0.0
2008-03-25,100.0
2008-03-26,-50.0
2008-04-14,-98.75
2008-04-16,300.0
2008-04-17,0.0
2008-05-15,1900.0
2008-05-22,-98.75
2008-05-23,150.0
2008-05-30,0.0
2008-06-02,3100.0
2008-06-04,-96.875
2008-06-05,60.0
2008-06-17,-37.5
2008-06-23,0.0
2008-06-27,6300.0
2008-07-25,25.0
2008-07-31,20.0
2008-08-08,0.0
2008-08-11,-70.0
2008-08-14,122.2222
2008-08-25,-97.5
2008-08-26,3900.0
2008-08-29,-99.375
2008-09-02,300.0
2008-09-05,3900.0
2008-10-01,-99.375
2008-10-15,0.0
2008-10-20,15900.0
2008-11-10,-99.375
2008-12-10,7900.0
2008-12-30,-98.125
2008-12-31,0.0
2009-01-12,-33.3333
2009-01-13,0.0
2009-03-10,7900.0
2009-03-11,0.0
2009-03-12,0.0
2009-03-27,-98.75
2009-05-05,0.0
2009-05-27,0.0
2009-06-03,700.0
2009-06-19,-87.5
2009-06-24,0.0
2009-10-15,0.0
2009-11-04,0.0
2009-11-23,0.0
2009-12-03,8300.0
2009-12-24,-98.8095
2010-02-12,0.0
2010-06-30,0.0
2010-09-23,0.0
2010-10-01,0.0
2010-10-28,0.0
2010-12-07,0.0
2010-12-09,0.0
2010-12-23,0.0
2010-12-29,0.0
2011-05-04,0.0
2011-08-17,0.0
2012-04-26,1800.0
2013-04-01,-94.7368
2014-12-12,0.0
2015-09-08,-60.0
2015-10-01,1900.0
2015-10-02,-90.0
2015-10-23,25.0
2016-03-11,0.0
2016-08-30,0.0
2017-08-16,-20.0
2018-05-22,0.0
2018-12-03,0.0
2019-01-28,-99.0
2019-03-20,0.0
2019-05-15,900.0
2019-05-17,-90.0
2019-09-30,0.0
