ticker,CMIM US Equity
2017-04-25,-44.1964
2017-04-26,-4.0
2017-05-03,-2.5
2017-05-24,-13.6752
2017-05-26,-1.9802
2017-07-18,60.0
2017-07-19,-8.596
2017-08-03,-3.4037
2017-08-31,8.6832
2017-09-12,-5.5579
2017-12-13,5.2162
2018-02-21,0.0
2018-03-09,3.8136
2018-03-13,-7.3469
2018-07-18,-31.7181
2018-07-19,-3.2258
2018-08-01,566.6667
2018-08-02,0.0
2018-08-03,-12.5
2018-08-06,9.1429
2018-08-07,4.712
2018-08-08,0.0
2018-08-09,-2.5
2018-08-13,-46.1538
2018-08-14,80.9524
2018-08-21,-5.2632
2018-08-22,0.0
2018-08-27,-30.5556
2018-08-29,20.0
2018-09-04,0.0
2018-09-11,-43.3333
2018-09-14,76.4706
2018-09-19,-33.3333
2018-09-20,-20.5
2018-10-01,82.3899
2018-10-02,0.0
2018-10-11,-31.0345
2018-10-17,-25.0
2018-10-23,-33.3333
2018-10-30,-10.0
2018-11-05,0.0
2018-11-09,0.0
2018-11-14,0.0
2018-11-20,1.1111
2018-11-26,97.8022
2018-11-29,-49.4444
2018-11-30,-34.0659
2018-12-03,3.3333
2018-12-20,-3.2258
2018-12-21,50.0
2018-12-28,-24.4444
2019-01-03,1.6176
2019-01-18,44.7178
2019-01-22,80.0
2019-01-23,-62.2222
2019-01-25,2.6471
2019-02-21,157.8797
2019-02-25,38.8889
2019-02-26,260.0
2019-02-28,-72.2222
2019-03-01,172.0
2019-03-08,-11.7647
2019-03-12,66.6667
2019-03-13,-59.0
2019-03-14,21.9512
2019-03-15,16.0
2019-03-18,-13.7931
2019-03-21,-10.0
2019-03-26,100.0
2019-03-27,11.1111
2019-03-28,40.0
2019-03-29,7.1429
2019-04-01,13.3333
2019-04-02,-5.8824
2019-04-03,-53.125
2019-04-04,-20.0
2019-04-05,227.5
2019-04-08,1.7812000000000001
2019-04-09,-40.0
2019-04-10,62.5
2019-04-12,-38.4615
2019-04-15,-8.5833
2019-04-16,-8.8423
2019-04-17,0.0
2019-04-23,-45.0
2019-04-24,9.2727
2019-04-26,16.3062
2019-04-29,0.0715
2019-04-30,-18.5132
2019-05-01,0.0
2019-05-03,-1.7544
2019-05-07,0.0
2019-05-08,78.5714
2019-05-14,-44.0
2019-05-15,0.0
2019-05-20,0.0
2019-05-21,6.9643
2019-05-22,-12.4374
2019-05-23,-9.9428
2019-05-24,-4.7317
2019-05-28,0.0
2019-05-31,0.0
2019-06-05,-8.8889
2019-06-18,105.2846
2019-06-19,-3.4158
2019-06-21,2.5115
2019-06-25,-49.0
2019-06-26,9.8039
2019-07-03,-7.1429
2019-07-18,0.0
2019-07-19,107.6923
2019-08-26,-52.7778
2019-09-05,7.8431
2019-09-06,9.0909
2019-09-09,-8.3333
2019-09-13,0.0
2019-09-17,0.0
2019-09-19,0.0
2019-09-25,0.0
2019-10-07,0.0
2019-10-11,-27.2727
2019-10-23,0.0
2019-10-25,0.0
2019-10-29,0.0
2019-11-01,0.0
2019-11-13,27.5
2019-12-04,-41.1765
2019-12-23,0.0
2019-12-30,0.0
2020-01-21,0.0
2020-01-24,0.0
2020-02-11,0.0
2020-02-21,-3.3333
2020-03-03,6.8966
2020-03-10,-6.4516
2020-04-21,13.7931
2020-04-23,-12.1212
2020-04-24,3.4483
2020-05-28,-6.6667
2020-06-10,-19.4643
2020-06-23,10.8647
2020-06-29,0.0
2020-07-01,0.0
2020-07-06,20.0
2020-07-07,0.0
2020-07-08,16.6667
2020-07-09,70.8571
2020-07-31,-43.1438
