ticker,AZBCF US Equity
2008-07-30,-22.1306
2008-08-01,20.6531
2008-08-05,-7.1324
2008-08-06,-3.5053
2008-08-07,5.8776
2008-08-18,-21.0486
2008-08-20,5.0781
2008-09-02,-7.4349
2008-09-09,-28.3635
2008-09-10,-7.4982
2008-09-15,24.8485
2008-09-17,-4.733
2008-09-23,-23.5669
2008-09-24,33.3333
2008-09-25,-8.3125
2008-09-30,-61.8269
2008-10-03,57.1429
2008-10-09,0.0
2008-10-10,-9.0909
2008-10-14,5.25
2008-10-15,-33.4917
2008-10-16,-15.7143
2008-10-27,-37.7119
2008-10-31,335.3741
2008-11-06,-52.5
2008-11-13,-7.8947
2008-11-14,28.5714
2008-11-24,-48.8889
2008-11-25,0.0
2008-11-26,21.7391
2008-12-03,-28.5714
2008-12-05,-75.0
2008-12-08,-40.0
2008-12-09,462.5
2008-12-10,30.3704
2008-12-11,-4.5455
2008-12-12,-4.7619
2008-12-16,-44.0625
2008-12-17,3.9106
2008-12-22,-36.5591
2008-12-24,51.6949
2008-12-29,-71.5084
2008-12-30,25.4902
2008-12-31,487.5
2009-01-02,5.5851
2009-01-05,32.9975
2009-01-09,36.3636
2009-01-26,-21.1111
2009-01-30,-15.493
2009-02-04,-32.7083
2009-03-23,13.9319
2009-04-29,78.2609
2009-05-12,32.9268
2009-05-14,6.422
2009-05-19,-6.0345
2009-06-09,-28.4404
2009-07-13,-38.4615
2009-07-22,43.75
2009-08-11,39.1304
2009-08-12,-10.4167
2009-08-14,-11.6279
2009-08-21,5.2632
2009-09-25,-17.5
2009-09-28,-9.0909
2009-10-07,0.0
2009-10-09,18.3333
2009-10-14,23.5915
2009-10-16,-0.8547
2009-10-28,-36.7816
2009-11-04,1.8182
2009-11-05,41.0714
2009-11-09,7.1203
2009-11-12,5.1699
2009-11-20,3.3708
2009-11-23,33.9674
2009-11-24,-23.7323
2009-12-29,6.383
2009-12-30,-24.0
2010-01-21,48.9474
2010-01-22,-0.7067
2010-01-26,-8.8968
2010-02-03,-8.9844
2010-02-04,-1.073
2010-02-10,4.9892
2010-02-11,3.3058
2010-02-18,-2.2
2010-02-25,-1.227
2010-03-05,-8.6957
2010-03-12,4.6202
2010-03-16,-3.1157
2010-03-18,-12.9754
2010-04-06,6.6195
2010-04-09,-2.833
2010-04-15,9.0881
2010-04-19,-11.5155
2010-04-23,8.0334
2010-04-26,0.8923
2010-04-29,-0.4717
2010-05-03,-0.7109
2010-05-06,-5.0119
2010-06-02,-14.8241
2010-09-03,-16.8142
2010-09-07,-1.4184
2010-09-08,2.1583
2010-09-20,21.4789
2010-09-24,2.8986
2010-10-06,20.2817
2010-10-07,3.5714
2010-10-22,-10.9101
2010-11-02,32.9949
2010-11-03,15.2672
2010-12-07,-50.3311
2010-12-16,-66.6667
2010-12-23,300.0
2011-01-11,68.9375
2011-01-14,21.7906
2011-01-18,5.3919
2011-01-26,-8.1136
2011-01-27,0.3764
2011-02-01,8.9531
2011-02-03,-1.5345
2011-02-04,0.2039
2011-02-07,-5.3488
2011-02-08,-0.2457
2011-02-10,-0.3695
2011-02-14,22.4969
2011-02-16,2.384
2011-02-17,5.0634
2011-02-24,1.2195
2011-02-25,8.8044
2011-02-28,2.385
2011-03-01,1.5807
2011-03-04,-3.1122
2011-03-10,-12.426
2011-03-14,-12.4759
2011-03-15,12.9308
2011-03-16,3.5156
2011-03-21,4.9764
2011-03-22,1.9659
2011-03-23,-9.3092
2011-03-28,5.758
2011-03-29,6.4094
2011-03-30,5.7858
2011-04-04,0.2449
2011-04-05,2.2801
2011-04-07,3.742
2011-04-08,0.307
2011-04-13,2.9839
2011-04-15,-1.8574000000000002
2011-04-26,-11.7335
2011-04-28,7.3756
2011-05-02,-4.8722
2011-05-03,-0.3359
2011-05-04,-7.8349
2011-05-25,20.4753
2011-06-09,-7.3596
2011-06-10,3.9005
2011-06-28,-4.6211
2011-06-30,4.0289
2011-07-05,8.2026
2011-07-12,-15.5653
2011-07-13,2.3478
2011-07-15,0.4248
2011-07-22,4.2301
2011-07-29,-5.6818
2011-08-05,-14.8236
2011-09-06,5.077
2011-09-22,-12.3798
2011-09-26,7.476
2011-09-27,-2.5909
2011-10-03,-5.6997
2011-10-11,8.8231
2011-11-03,11.951
2011-11-08,30.3832
2011-11-11,-0.5161
2011-11-17,-10.1029
2011-11-28,-0.802
2012-01-09,-6.9513
2012-01-19,27.1591
2012-01-23,6.6667
2012-01-26,31.0
2012-02-03,-16.9847
2012-02-06,0.6322
2012-02-08,5.197
2012-02-13,19.6526
2012-02-14,-9.5735
2012-03-20,-22.6606
2012-03-21,5.3605
2012-03-22,1.7241
2012-04-04,-21.6102
2012-04-05,-15.0579
2012-04-16,-6.1818
2012-04-18,8.5271
2012-04-24,-9.642900000000001
2012-04-25,1.581
2012-04-27,6.0311
2012-04-30,5.1376
2012-05-02,-0.5236
2012-05-04,3.3333
2012-05-08,-30.2844
2012-05-15,14.4597
2012-05-17,1.9149
2012-05-29,4.3841
2012-07-13,0.0
2012-07-17,-6.0
2012-08-02,-57.0213
2012-08-03,22.7723
2012-08-07,3.2258
2012-08-08,-10.1563
2012-08-09,-18.6957
2012-08-14,0.0
2012-08-22,23.8636
2012-08-23,1.0254
2012-08-24,-8.547
2012-08-27,7.4766
2012-08-30,-18.0435
2012-08-31,44.2971
2012-09-10,-12.6838
2012-09-11,4.0
2012-09-27,17.4089
2012-10-02,0.0
2012-10-05,-23.2759
2012-10-19,-7.8652
2012-12-04,-5.3659
2012-12-07,-3.6082
2012-12-13,3.2086
2012-12-14,-6.671
2013-01-07,3.8167999999999997
2013-01-15,11.7647
2013-02-08,0.4785
2013-02-15,-12.381
2013-04-09,-16.0326
2013-07-19,-3.5599
2013-07-26,-2.6846
2013-08-06,-11.8103
2013-08-08,0.4888
2013-09-10,-12.8405
2013-09-20,-3.5714
2013-09-24,-17.0139
2013-10-01,46.1646
2013-10-11,17.7004
2013-10-17,-9.2015
2013-10-22,-6.0714
2013-10-23,-4.0875
2013-10-25,2.6759
2013-10-28,0.0
2013-10-30,-13.3687
2013-12-04,-10.1393
2013-12-05,7.5015
2013-12-31,1.8454000000000002
2014-02-03,-21.9139
2014-02-07,-9.8622
2014-02-18,1.6895
2014-03-12,14.7152
2014-03-13,21.3793
2014-03-14,-2.7273
2014-04-03,10.2804
2014-04-04,-3.9195
2014-06-16,-32.0838
2014-06-17,0.0
2014-06-18,26.1364
2014-06-26,1.9304999999999999
2014-07-16,-27.399
2014-08-22,-5.3913
2014-09-15,-1.4706000000000001
2014-10-21,-41.791
2014-12-23,-28.5256
2015-01-07,63.6771
2015-12-22,-97.5342
2016-03-08,-83.3333
2016-04-14,433.3333
2016-07-26,-81.25
2016-10-20,0.0
2016-12-02,0.0
2017-02-08,-33.3333
2017-03-15,0.0
2017-05-11,50.0
2017-06-29,166.6667
2017-09-15,0.0
2017-10-04,0.0
2017-11-16,19900.0
2017-12-01,-90.0
2017-12-12,400.0
2017-12-13,-97.8
2017-12-26,54.5455
2017-12-28,0.0
2017-12-29,0.0
2018-01-16,0.0
2018-02-14,17.647100000000002
2018-02-16,-70.0
2018-03-02,1216.6667
2018-04-19,-74.6835
2018-04-20,-65.0
2018-04-24,14.2857
2019-07-01,-98.75
2019-12-13,0.0
