date,Washing machine
2005-11-27,73.0
2005-12-04,68.0
2005-12-11,74.0
2005-12-18,75.0
2005-12-25,100.0
2006-01-01,85.0
2006-01-08,77.0
2006-01-15,76.0
2006-01-22,77.0
2006-01-29,73.0
2006-02-05,75.0
2006-02-12,74.0
2006-02-19,73.0
2006-02-26,72.0
2006-03-05,73.0
2006-03-12,71.0
2006-03-19,74.0
2006-03-26,73.0
2006-04-02,71.0
2006-04-09,70.0
2006-04-16,73.0
2006-04-23,68.0
2006-04-30,67.0
2006-05-07,77.0
2006-05-14,72.0
2006-05-21,78.0
2006-05-28,83.0
2006-06-04,75.0
2006-06-11,79.0
2006-06-18,82.0
2006-06-25,81.0
2006-07-02,97.0
2006-07-09,87.0
2006-07-16,83.0
2006-07-23,88.0
2006-07-30,87.0
2006-08-06,88.0
2006-08-13,87.0
2006-08-20,80.0
2006-08-27,83.0
2006-09-03,83.0
2006-09-10,72.0
2006-09-17,78.0
2006-09-24,76.0
2006-10-01,74.0
2006-10-08,80.0
2006-10-15,71.0
2006-10-22,72.0
2006-10-29,74.0
2006-11-05,77.0
2006-11-12,72.0
2006-11-19,83.0
2006-11-26,69.0
2006-12-03,71.0
2006-12-10,70.0
2006-12-17,68.0
2006-12-24,89.0
2006-12-31,96.0
2007-01-07,84.0
2007-01-14,80.0
2007-01-21,91.0
2007-01-28,92.0
2007-02-04,88.0
2007-02-11,85.0
2007-02-18,90.0
2007-02-25,86.0
2007-03-04,85.0
2007-03-11,79.0
2007-03-18,90.0
2007-03-25,81.0
2007-04-01,74.0
2007-04-08,87.0
2007-04-15,85.0
2007-04-22,80.0
2007-04-29,77.0
2007-05-06,83.0
2007-05-13,88.0
2007-05-20,81.0
2007-05-27,92.0
2007-06-03,87.0
2007-06-10,88.0
2007-06-17,80.0
2007-06-24,87.0
2007-07-01,96.0
2007-07-08,89.0
2007-07-15,89.0
2007-07-22,88.0
2007-07-29,89.0
2007-08-05,100.0
2007-08-12,84.0
2007-08-19,89.0
2007-08-26,89.0
2007-09-02,90.0
2007-09-09,80.0
2007-09-16,76.0
2007-09-23,83.0
2007-09-30,76.0
2007-10-07,78.0
2007-10-14,79.0
2007-10-21,77.0
2007-10-28,84.0
2007-11-04,83.0
2007-11-11,79.0
2007-11-18,89.0
2007-11-25,80.0
2007-12-02,76.0
2007-12-09,71.0
2007-12-16,67.0
2007-12-23,84.0
2007-12-30,82.0
2008-01-06,77.0
2008-01-13,81.0
2008-01-20,81.0
2008-01-27,71.0
2008-02-03,76.0
2008-02-10,68.0
2008-02-17,76.0
2008-02-24,71.0
2008-03-02,72.0
2008-03-09,73.0
2008-03-16,71.0
2008-03-23,75.0
2008-03-30,80.0
2008-04-06,75.0
2008-04-13,74.0
2008-04-20,72.0
2008-04-27,76.0
2008-05-04,73.0
2008-05-11,78.0
2008-05-18,75.0
2008-05-25,76.0
2008-06-01,74.0
2008-06-08,76.0
2008-06-15,72.0
2008-06-22,82.0
2008-06-29,81.0
2008-07-06,87.0
2008-07-13,82.0
2008-07-20,78.0
2008-07-27,76.0
2008-08-03,75.0
2008-08-10,72.0
2008-08-17,77.0
2008-08-24,82.0
2008-08-31,78.0
2008-09-07,71.0
2008-09-14,70.0
2008-09-21,72.0
2008-09-28,67.0
2008-10-05,77.0
2008-10-12,73.0
2008-10-19,73.0
2008-10-26,68.0
2008-11-02,76.0
2008-11-09,77.0
2008-11-16,76.0
2008-11-23,100.0
2008-11-30,79.0
2008-12-07,55.0
2008-12-14,53.0
2008-12-21,59.0
2008-12-28,80.0
2009-01-04,67.0
2009-01-11,62.0
2009-01-18,67.0
2009-01-25,60.0
2009-02-01,64.0
2009-02-08,59.0
2009-02-15,68.0
2009-02-22,58.0
2009-03-01,61.0
2009-03-08,63.0
2009-03-15,61.0
2009-03-22,59.0
2009-03-29,59.0
2009-04-05,61.0
2009-04-12,57.0
2009-04-19,62.0
2009-04-26,56.0
2009-05-03,60.0
2009-05-10,61.0
2009-05-17,64.0
2009-05-24,71.0
2009-05-31,63.0
2009-06-07,65.0
2009-06-14,63.0
2009-06-21,62.0
2009-06-28,69.0
2009-07-05,63.0
2009-07-12,64.0
2009-07-19,69.0
2009-07-26,67.0
2009-08-02,68.0
2009-08-09,63.0
2009-08-16,65.0
2009-08-23,67.0
2009-08-30,63.0
2009-09-06,66.0
2009-09-13,62.0
2009-09-20,64.0
2009-09-27,64.0
2009-10-04,63.0
2009-10-11,64.0
2009-10-18,62.0
2009-10-25,62.0
2009-11-01,63.0
2009-11-08,64.0
2009-11-15,69.0
2009-11-22,100.0
2009-11-29,68.0
2009-12-06,69.0
2009-12-13,66.0
2009-12-20,69.0
2009-12-27,97.0
2010-01-03,89.0
2010-01-10,79.0
2010-01-17,79.0
2010-01-24,77.0
2010-01-31,78.0
2010-02-07,81.0
2010-02-14,83.0
2010-02-21,82.0
2010-02-28,78.0
2010-03-07,78.0
2010-03-14,79.0
2010-03-21,77.0
2010-03-28,78.0
2010-04-04,76.0
2010-04-11,79.0
2010-04-18,83.0
2010-04-25,78.0
2010-05-02,73.0
2010-05-09,74.0
2010-05-16,74.0
2010-05-23,78.0
2010-05-30,83.0
2010-06-06,77.0
2010-06-13,70.0
2010-06-20,80.0
2010-06-27,83.0
2010-07-04,75.0
2010-07-11,74.0
2010-07-18,73.0
2010-07-25,72.0
2010-08-01,76.0
2010-08-08,73.0
2010-08-15,72.0
2010-08-22,71.0
2010-08-29,72.0
2010-09-05,74.0
2010-09-12,71.0
2010-09-19,65.0
2010-09-26,67.0
2010-10-03,70.0
2010-10-10,69.0
2010-10-17,68.0
2010-10-24,68.0
2010-10-31,70.0
2010-11-07,74.0
2010-11-14,78.0
2010-11-21,100.0
2010-11-28,84.0
2010-12-05,73.0
2010-12-12,71.0
2010-12-19,75.0
2010-12-26,90.0
2011-01-02,87.0
2011-01-09,86.0
2011-01-16,85.0
2011-01-23,82.0
2011-01-30,81.0
2011-02-06,81.0
2011-02-13,85.0
2011-02-20,85.0
2011-02-27,88.0
2011-03-06,86.0
2011-03-13,76.0
2011-03-20,81.0
2011-03-27,81.0
2011-04-03,78.0
2011-04-10,78.0
2011-04-17,77.0
2011-04-24,76.0
2011-05-01,77.0
2011-05-08,72.0
2011-05-15,77.0
2011-05-22,100.0
2011-05-29,89.0
2011-06-05,78.0
2011-06-12,78.0
2011-06-19,80.0
2011-06-26,90.0
2011-07-03,93.0
2011-07-10,81.0
2011-07-17,81.0
2011-07-24,88.0
2011-07-31,80.0
2011-08-07,81.0
2011-08-14,78.0
2011-08-21,78.0
2011-08-28,83.0
2011-09-04,89.0
2011-09-11,83.0
2011-09-18,72.0
2011-09-25,74.0
2011-10-02,79.0
2011-10-09,80.0
2011-10-16,76.0
2011-10-23,77.0
2011-10-30,74.0
2011-11-06,79.0
2011-11-13,85.0
2011-11-20,79.5
2011-11-27,50.0
2011-12-04,46.0
2011-12-11,46.0
2011-12-18,46.0
2011-12-25,56.0
2012-01-01,56.0
2012-01-08,50.0
2012-01-15,48.0
2012-01-22,50.0
2012-01-29,51.0
2012-02-05,48.0
2012-02-12,52.0
2012-02-19,53.0
2012-02-26,49.0
2012-03-04,47.0
2012-03-11,46.0
2012-03-18,52.0
2012-03-25,50.0
2012-04-01,49.0
2012-04-08,50.0
2012-04-15,50.0
2012-04-22,52.0
2012-04-29,50.0
2012-05-06,54.0
2012-05-13,48.0
2012-05-20,100.0
2012-05-27,57.0
2012-06-03,52.0
2012-06-10,50.0
2012-06-17,51.0
2012-06-24,51.0
2012-07-01,56.0
2012-07-08,51.0
2012-07-15,55.0
2012-07-22,55.0
2012-07-29,53.0
2012-08-05,56.0
2012-08-12,53.0
2012-08-19,55.0
2012-08-26,55.0
2012-09-02,54.0
2012-09-09,54.0
2012-09-16,50.0
2012-09-23,48.0
2012-09-30,51.0
2012-10-07,49.0
2012-10-14,55.0
2012-10-21,44.0
2012-10-28,49.0
2012-11-04,51.0
2012-11-11,56.0
2012-11-18,99.0
2012-11-25,78.0
2012-12-02,72.0
2012-12-09,71.0
2012-12-16,67.0
2012-12-23,81.0
2012-12-30,87.0
2013-01-06,83.0
2013-01-13,82.0
2013-01-20,86.0
2013-01-27,82.0
2013-02-03,79.0
2013-02-10,77.0
2013-02-17,95.0
2013-02-24,83.0
2013-03-03,82.0
2013-03-10,78.0
2013-03-17,83.0
2013-03-24,78.0
2013-03-31,79.0
2013-04-07,85.0
2013-04-14,84.0
2013-04-21,93.0
2013-04-28,84.0
2013-05-05,78.0
2013-05-12,75.0
2013-05-19,86.0
2013-05-26,97.0
2013-06-02,84.0
2013-06-09,87.0
2013-06-16,90.0
2013-06-23,92.0
2013-06-30,98.0
2013-07-07,96.0
2013-07-14,96.0
2013-07-21,93.0
2013-07-28,94.0
2013-08-04,100.0
2013-08-11,89.0
2013-08-18,96.0
2013-08-25,99.0
2013-09-01,100.0
2013-09-08,84.0
2013-09-15,82.0
2013-09-22,82.0
2013-09-29,86.0
2013-10-06,87.0
2013-10-13,85.0
2013-10-20,82.0
2013-10-27,78.0
2013-11-03,90.0
2013-11-10,84.0
2013-11-17,88.0
2013-11-24,94.0
2013-12-01,81.0
2013-12-08,72.0
2013-12-15,72.0
2013-12-22,82.0
2013-12-29,89.0
2014-01-05,91.0
2014-01-12,95.0
2014-01-19,89.0
2014-01-26,85.0
2014-02-02,80.0
2014-02-09,90.0
2014-02-16,97.0
2014-02-23,98.0
2014-03-02,89.0
2014-03-09,91.0
2014-03-16,89.0
2014-03-23,86.0
2014-03-30,86.0
2014-04-06,78.0
2014-04-13,83.0
2014-04-20,84.0
2014-04-27,80.0
2014-05-04,79.0
2014-05-11,82.0
2014-05-18,89.0
2014-05-25,91.0
2014-06-01,86.0
2014-06-08,85.0
2014-06-15,86.0
2014-06-22,89.0
2014-06-29,97.0
2014-07-06,93.0
2014-07-13,82.0
2014-07-20,88.0
2014-07-27,97.0
2014-08-03,93.0
2014-08-10,89.0
2014-08-17,85.0
2014-08-24,95.0
2014-08-31,100.0
2014-09-07,87.0
2014-09-14,81.0
2014-09-21,80.0
2014-09-28,86.0
2014-10-05,84.0
2014-10-12,81.0
2014-10-19,85.0
2014-10-26,75.0
2014-11-02,85.0
2014-11-09,78.0
2014-11-16,74.0
2014-11-23,86.0
2014-11-30,74.0
2014-12-07,64.0
2014-12-14,68.0
2014-12-21,65.0
2014-12-28,85.0
2015-01-04,75.0
2015-01-11,75.0
2015-01-18,71.0
2015-01-25,69.0
2015-02-01,68.0
2015-02-08,71.0
2015-02-15,84.0
2015-02-22,78.0
2015-03-01,73.0
2015-03-08,78.0
2015-03-15,75.0
2015-03-22,72.0
2015-03-29,76.0
2015-04-05,75.0
2015-04-12,73.0
2015-04-19,75.0
2015-04-26,74.0
2015-05-03,70.0
2015-05-10,73.0
2015-05-17,81.0
2015-05-24,93.0
2015-05-31,88.0
2015-06-07,76.0
2015-06-14,89.0
2015-06-21,89.0
2015-06-28,100.0
2015-07-05,91.0
2015-07-12,88.0
2015-07-19,87.0
2015-07-26,88.0
2015-08-02,91.0
2015-08-09,89.0
2015-08-16,83.0
2015-08-23,85.0
2015-08-30,86.0
2015-09-06,83.0
2015-09-13,76.0
2015-09-20,72.0
2015-09-27,81.0
2015-10-04,74.0
2015-10-11,78.0
2015-10-18,72.0
2015-10-25,78.0
2015-11-01,74.0
2015-11-08,76.0
2015-11-15,76.0
2015-11-22,88.0
2015-11-29,74.0
2015-12-06,64.0
2015-12-13,65.0
2015-12-20,74.0
2015-12-27,91.0
2016-01-03,87.0
2016-01-10,82.0
2016-01-17,87.0
2016-01-24,84.0
2016-01-31,82.0
2016-02-07,84.0
2016-02-14,88.0
2016-02-21,87.0
2016-02-28,82.0
2016-03-06,83.0
2016-03-13,83.0
2016-03-20,82.0
2016-03-27,85.0
2016-04-03,85.0
2016-04-10,80.0
2016-04-17,83.0
2016-04-24,80.0
2016-05-01,82.0
2016-05-08,81.0
2016-05-15,84.0
2016-05-22,86.0
2016-05-29,95.0
2016-06-05,82.0
2016-06-12,88.0
2016-06-19,87.0
2016-06-26,94.0
2016-07-03,99.0
2016-07-10,90.0
2016-07-17,96.0
2016-07-24,91.0
2016-07-31,90.0
2016-08-07,85.0
2016-08-14,91.0
2016-08-21,92.0
2016-08-28,94.0
2016-09-04,92.0
2016-09-11,88.0
2016-09-18,84.0
2016-09-25,100.0
2016-10-02,95.0
2016-10-09,91.0
2016-10-16,99.0
2016-10-23,89.0
2016-10-30,100.0
2016-11-06,88.0
2016-11-13,84.0
2016-11-20,96.0
2016-11-27,79.0
2016-12-04,72.0
2016-12-11,70.0
2016-12-18,72.0
2016-12-25,84.0
2017-01-01,86.0
2017-01-08,78.0
2017-01-15,79.0
2017-01-22,72.0
2017-01-29,75.0
2017-02-05,75.0
2017-02-12,76.0
2017-02-19,85.0
2017-02-26,79.0
2017-03-05,81.0
2017-03-12,75.0
2017-03-19,76.0
2017-03-26,78.0
2017-04-02,73.0
2017-04-09,73.0
2017-04-16,72.0
2017-04-23,76.0
2017-04-30,75.0
2017-05-07,76.0
2017-05-14,79.0
2017-05-21,81.0
2017-05-28,85.0
2017-06-04,82.0
2017-06-11,75.0
2017-06-18,85.0
2017-06-25,86.0
2017-07-02,90.0
2017-07-09,85.0
2017-07-16,80.0
2017-07-23,81.0
2017-07-30,86.0
2017-08-06,83.0
2017-08-13,85.0
2017-08-20,82.0
2017-08-27,83.0
2017-09-03,80.0
2017-09-10,75.0
2017-09-17,77.0
2017-09-24,77.0
2017-10-01,78.0
2017-10-08,78.0
2017-10-15,80.0
2017-10-22,78.0
2017-10-29,81.0
2017-11-05,86.0
2017-11-12,87.0
2017-11-19,94.0
2017-11-26,81.0
2017-12-03,71.0
2017-12-10,69.0
2017-12-17,73.0
2017-12-24,87.0
2017-12-31,99.0
2018-01-07,88.0
2018-01-14,88.0
2018-01-21,89.0
2018-01-28,85.0
2018-02-04,84.0
2018-02-11,82.0
2018-02-18,92.0
2018-02-25,87.0
2018-03-04,84.0
2018-03-11,81.0
2018-03-18,83.0
2018-03-25,84.0
2018-04-01,84.0
2018-04-08,81.0
2018-04-15,82.0
2018-04-22,81.0
2018-04-29,78.0
2018-05-06,82.0
2018-05-13,84.0
2018-05-20,89.0
2018-05-27,97.0
2018-06-03,89.0
2018-06-10,91.0
2018-06-17,85.0
2018-06-24,92.0
2018-07-01,100.0
2018-07-08,92.0
2018-07-15,93.0
2018-07-22,96.0
2018-07-29,92.0
2018-08-05,91.0
2018-08-12,90.0
2018-08-19,90.0
2018-08-26,91.0
2018-09-02,98.0
2018-09-09,80.0
2018-09-16,82.0
2018-09-23,82.0
2018-09-30,80.0
2018-10-07,83.0
2018-10-14,85.5
2018-10-21,78.0
2018-10-28,80.0
2018-11-04,86.0
2018-11-11,88.0
2018-11-18,100.0
2018-11-25,85.0
2018-12-02,81.0
2018-12-09,75.0
2018-12-16,82.0
2018-12-23,87.0
2018-12-30,96.0
2019-01-06,86.0
2019-01-13,86.0
2019-01-20,89.0
2019-01-27,86.0
2019-02-03,85.0
2019-02-10,90.0
2019-02-17,91.0
2019-02-24,89.0
2019-03-03,90.0
2019-03-10,92.0
2019-03-17,87.0
2019-03-24,89.0
2019-03-31,84.0
2019-04-07,83.0
2019-04-14,82.0
2019-04-21,83.0
2019-04-28,86.0
2019-05-05,85.0
2019-05-12,88.0
2019-05-19,91.0
2019-05-26,95.0
2019-06-02,91.0
2019-06-09,88.0
2019-06-16,93.0
2019-06-23,99.0
2019-06-30,96.0
2019-07-07,96.0
2019-07-14,93.0
2019-07-21,93.0
2019-07-28,93.0
2019-08-04,93.0
2019-08-11,94.0
2019-08-18,97.0
2019-08-25,91.0
2019-09-01,91.0
2019-09-08,82.0
2019-09-15,80.0
2019-09-22,83.0
2019-09-29,83.0
2019-10-06,85.0
2019-10-13,70.0
2019-10-20,73.0
2019-10-27,70.0
2019-11-03,79.0
2019-11-10,76.0
2019-11-17,78.0
2019-11-24,88.0
2019-12-01,77.0
2019-12-08,66.0
2019-12-15,71.0
2019-12-22,76.0
2019-12-29,88.0
2020-01-05,79.0
2020-01-12,85.0
2020-01-19,78.0
2020-01-26,74.0
2020-02-02,75.0
2020-02-09,80.0
2020-02-16,84.0
2020-02-23,78.0
2020-03-01,76.0
2020-03-08,78.0
2020-03-15,73.0
2020-03-22,82.0
2020-03-29,81.0
2020-04-05,82.0
2020-04-12,90.0
2020-04-19,89.0
2020-04-26,89.0
2020-05-03,90.0
2020-05-10,88.0
2020-05-17,89.0
2020-05-24,100.0
2020-05-31,79.0
2020-06-07,85.0
2020-06-14,88.0
2020-06-21,92.0
2020-06-28,97.0
2020-07-05,97.0
2020-07-12,90.0
2020-07-19,92.0
2020-07-26,90.0
2020-08-02,93.0
2020-08-09,89.0
2020-08-16,87.0
2020-08-23,85.0
2020-08-30,87.0
2020-09-06,90.0
2020-09-13,81.0
2020-09-20,81.0
2020-09-27,81.0
2020-10-04,87.0
2020-10-11,87.0
2020-10-18,90.0
2020-10-25,86.0
2020-11-01,77.0
2020-11-08,91.0
2020-11-15,92.0
2020-11-22,98.0
2020-11-29,93.0
2020-12-06,86.0
2020-12-13,81.0
2020-12-20,80.0
2020-12-27,97.0
2021-01-03,94.0
2021-01-10,90.0
2021-01-17,94.0
2021-01-24,85.0
2021-01-31,91.0
2021-02-07,89.0
2021-02-14,100.0
2021-02-21,96.0
2021-02-28,95.0
2021-03-07,90.0
2021-03-14,96.0
2021-03-21,92.0
2021-03-28,89.0
2021-04-04,89.0
2021-04-11,86.0
2021-04-18,87.0
2021-04-25,85.0
2021-05-02,89.0
2021-05-09,90.0
2021-05-16,87.0
2021-05-23,93.0
2021-05-30,95.0
2021-06-06,88.0
2021-06-13,99.0
2021-06-20,92.0
2021-06-27,95.0
2021-07-04,92.0
2021-07-11,95.0
2021-07-18,92.0
2021-07-25,96.0
2021-08-01,92.0
2021-08-08,94.0
2021-08-15,97.0
2021-08-22,100.0
2021-08-29,98.0
2021-09-05,98.0
2021-09-12,85.0
2021-09-19,90.0
2021-09-26,91.0
2021-10-03,87.0
2021-10-10,91.0
2021-10-17,94.0
2021-10-24,95.0
2021-10-31,96.0
2021-11-07,94.0
2021-11-14,93.0
2021-11-21,97.0
2021-11-28,93.0
2021-12-05,84.0
2021-12-12,81.0
2021-12-19,85.0
2021-12-26,94.0
2022-01-02,95.0
2022-01-09,93.0
2022-01-16,91.0
2022-01-23,91.0
2022-01-30,92.0
2022-02-06,93.0
2022-02-13,98.0
2022-02-20,100.0
2022-02-27,95.0
2022-03-06,91.0
2022-03-13,92.0
2022-03-20,95.0
2022-03-27,91.0
2022-04-03,93.0
2022-04-10,90.0
2022-04-17,85.0
2022-04-24,83.0
2022-05-01,84.0
2022-05-08,85.0
2022-05-15,87.0
2022-05-22,83.0
2022-05-29,92.0
2022-06-05,87.0
2022-06-12,92.0
2022-06-19,93.0
2022-06-26,91.0
2022-07-03,95.0
2022-07-10,93.0
2022-07-17,96.0
2022-07-24,97.0
2022-07-31,100.0
2022-08-07,96.0
2022-08-14,99.0
2022-08-21,95.0
2022-08-28,98.0
2022-09-04,97.0
2022-09-11,89.0
2022-09-18,91.0
