date,Coupon
2006-03-19,49.0
2006-03-26,46.0
2006-04-02,49.0
2006-04-09,52.0
2006-04-16,51.0
2006-04-23,46.0
2006-04-30,45.0
2006-05-07,48.0
2006-05-14,48.0
2006-05-21,49.0
2006-05-28,50.0
2006-06-04,54.0
2006-06-11,55.0
2006-06-18,51.0
2006-06-25,54.0
2006-07-02,60.0
2006-07-09,57.0
2006-07-16,57.0
2006-07-23,57.0
2006-07-30,58.0
2006-08-06,54.0
2006-08-13,61.0
2006-08-20,56.0
2006-08-27,56.0
2006-09-03,56.0
2006-09-10,49.0
2006-09-17,49.0
2006-09-24,51.0
2006-10-01,51.0
2006-10-08,52.0
2006-10-15,52.0
2006-10-22,52.0
2006-10-29,53.0
2006-11-05,58.0
2006-11-12,71.0
2006-11-19,86.0
2006-11-26,93.0
2006-12-03,100.0
2006-12-10,100.0
2006-12-17,76.0
2006-12-24,73.0
2006-12-31,64.0
2007-01-07,58.0
2007-01-14,54.0
2007-01-21,55.0
2007-01-28,54.0
2007-02-04,55.0
2007-02-11,53.0
2007-02-18,51.0
2007-02-25,51.0
2007-03-04,52.0
2007-03-11,50.0
2007-03-18,51.0
2007-03-25,53.0
2007-04-01,53.0
2007-04-08,49.0
2007-04-15,51.0
2007-04-22,50.0
2007-04-29,51.0
2007-05-06,53.0
2007-05-13,52.0
2007-05-20,53.0
2007-05-27,58.0
2007-06-03,55.0
2007-06-10,61.0
2007-06-17,58.0
2007-06-24,63.0
2007-07-01,60.0
2007-07-08,60.0
2007-07-15,60.0
2007-07-22,61.0
2007-07-29,62.0
2007-08-05,64.0
2007-08-12,66.0
2007-08-19,59.0
2007-08-26,59.0
2007-09-02,60.0
2007-09-09,53.0
2007-09-16,54.0
2007-09-23,53.0
2007-09-30,56.0
2007-10-07,56.0
2007-10-14,58.0
2007-10-21,54.0
2007-10-28,58.0
2007-11-04,64.0
2007-11-11,69.0
2007-11-18,89.0
2007-11-25,94.0
2007-12-02,100.0
2007-12-09,99.0
2007-12-16,63.0
2007-12-23,56.0
2007-12-30,55.0
2008-01-06,44.0
2008-01-13,41.0
2008-01-20,41.0
2008-01-27,39.0
2008-02-03,40.0
2008-02-10,39.0
2008-02-17,39.0
2008-02-24,39.0
2008-03-02,41.0
2008-03-09,40.0
2008-03-16,43.0
2008-03-23,41.0
2008-03-30,41.0
2008-04-06,41.0
2008-04-13,43.0
2008-04-20,42.0
2008-04-27,44.0
2008-05-04,45.0
2008-05-11,45.0
2008-05-18,42.0
2008-05-25,44.0
2008-06-01,48.0
2008-06-08,49.0
2008-06-15,46.0
2008-06-22,45.0
2008-06-29,47.0
2008-07-06,54.0
2008-07-13,52.0
2008-07-20,51.0
2008-07-27,50.0
2008-08-03,48.0
2008-08-10,50.0
2008-08-17,48.0
2008-08-24,49.0
2008-08-31,50.0
2008-09-07,49.0
2008-09-14,47.0
2008-09-21,50.0
2008-09-28,50.0
2008-10-05,56.0
2008-10-12,56.0
2008-10-19,58.0
2008-10-26,53.0
2008-11-02,62.0
2008-11-09,67.0
2008-11-16,74.0
2008-11-23,97.0
2008-11-30,100.0
2008-12-07,91.0
2008-12-14,91.0
2008-12-21,88.0
2008-12-28,81.0
2009-01-04,69.0
2009-01-11,61.0
2009-01-18,59.0
2009-01-25,57.0
2009-02-01,63.0
2009-02-08,60.0
2009-02-15,59.0
2009-02-22,57.0
2009-03-01,62.0
2009-03-08,59.0
2009-03-15,62.0
2009-03-22,63.0
2009-03-29,63.0
2009-04-05,60.0
2009-04-12,59.0
2009-04-19,56.0
2009-04-26,61.0
2009-05-03,77.0
2009-05-10,64.0
2009-05-17,66.0
2009-05-24,67.0
2009-05-31,65.0
2009-06-07,68.0
2009-06-14,71.0
2009-06-21,69.0
2009-06-28,68.0
2009-07-05,66.0
2009-07-12,67.0
2009-07-19,66.0
2009-07-26,71.0
2009-08-02,72.0
2009-08-09,71.0
2009-08-16,71.0
2009-08-23,65.0
2009-08-30,64.0
2009-09-06,64.0
2009-09-13,60.0
2009-09-20,63.0
2009-09-27,66.0
2009-10-04,68.0
2009-10-11,68.0
2009-10-18,68.0
2009-10-25,65.0
2009-11-01,69.0
2009-11-08,72.0
2009-11-15,80.0
2009-11-22,94.0
2009-11-29,100.0
2009-12-06,95.0
2009-12-13,100.0
2009-12-20,87.0
2009-12-27,89.0
2010-01-03,72.0
2010-01-10,66.0
2010-01-17,65.0
2010-01-24,65.0
2010-01-31,64.0
2010-02-07,65.0
2010-02-14,65.0
2010-02-21,63.0
2010-02-28,64.0
2010-03-07,64.0
2010-03-14,68.0
2010-03-21,65.0
2010-03-28,72.0
2010-04-04,64.0
2010-04-11,62.0
2010-04-18,64.0
2010-04-25,63.0
2010-05-02,68.0
2010-05-09,65.0
2010-05-16,64.0
2010-05-23,66.0
2010-05-30,67.0
2010-06-06,67.0
2010-06-13,69.0
2010-06-20,68.0
2010-06-27,67.0
2010-07-04,61.0
2010-07-11,62.0
2010-07-18,65.0
2010-07-25,64.0
2010-08-01,66.0
2010-08-08,66.0
2010-08-15,68.0
2010-08-22,63.0
2010-08-29,62.0
2010-09-05,61.0
2010-09-12,59.0
2010-09-19,57.0
2010-09-26,58.0
2010-10-03,60.0
2010-10-10,59.0
2010-10-17,61.0
2010-10-24,58.0
2010-10-31,63.0
2010-11-07,66.0
2010-11-14,69.0
2010-11-21,94.0
2010-11-28,85.0
2010-12-05,86.0
2010-12-12,86.0
2010-12-19,77.0
2010-12-26,80.0
2011-01-02,77.0
2011-01-09,72.0
2011-01-16,76.0
2011-01-23,70.0
2011-01-30,72.0
2011-02-06,74.0
2011-02-13,70.0
2011-02-20,71.0
2011-02-27,73.0
2011-03-06,73.0
2011-03-13,70.0
2011-03-20,76.0
2011-03-27,74.0
2011-04-03,83.0
2011-04-10,95.0
2011-04-17,90.0
2011-04-24,78.0
2011-05-01,89.0
2011-05-08,85.0
2011-05-15,87.0
2011-05-22,90.0
2011-05-29,95.0
2011-06-05,84.0
2011-06-12,93.0
2011-06-19,90.0
2011-06-26,91.0
2011-07-03,82.0
2011-07-10,88.0
2011-07-17,90.0
2011-07-24,81.0
2011-07-31,85.0
2011-08-07,84.0
2011-08-14,87.0
2011-08-21,77.0
2011-08-28,79.0
2011-09-04,83.0
2011-09-11,75.0
2011-09-18,72.0
2011-09-25,73.0
2011-10-02,78.0
2011-10-09,78.0
2011-10-16,79.0
2011-10-23,77.0
2011-10-30,77.0
2011-11-06,85.0
2011-11-13,83.0
2011-11-20,97.5
2011-11-27,97.0
2011-12-04,97.0
2011-12-11,100.0
2011-12-18,92.0
2011-12-25,86.0
2012-01-01,80.0
2012-01-08,76.0
2012-01-15,68.0
2012-01-22,67.0
2012-01-29,71.0
2012-02-05,66.0
2012-02-12,65.0
2012-02-19,67.0
2012-02-26,66.0
2012-03-04,67.0
2012-03-11,66.0
2012-03-18,64.0
2012-03-25,64.0
2012-04-01,63.0
2012-04-08,58.0
2012-04-15,63.0
2012-04-22,60.0
2012-04-29,59.0
2012-05-06,63.0
2012-05-13,60.0
2012-05-20,62.0
2012-05-27,66.0
2012-06-03,63.0
2012-06-10,64.0
2012-06-17,62.0
2012-06-24,61.0
2012-07-01,64.0
2012-07-08,62.0
2012-07-15,64.0
2012-07-22,69.0
2012-07-29,66.0
2012-08-05,66.0
2012-08-12,68.0
2012-08-19,61.0
2012-08-26,64.0
2012-09-02,60.0
2012-09-09,55.0
2012-09-16,57.0
2012-09-23,57.0
2012-09-30,59.0
2012-10-07,59.0
2012-10-14,60.0
2012-10-21,59.0
2012-10-28,53.0
2012-11-04,57.0
2012-11-11,64.0
2012-11-18,99.0
2012-11-25,95.0
2012-12-02,94.0
2012-12-09,100.0
2012-12-16,94.0
2012-12-23,88.0
2012-12-30,81.0
2013-01-06,71.0
2013-01-13,70.0
2013-01-20,69.0
2013-01-27,67.0
2013-02-03,66.0
2013-02-10,67.0
2013-02-17,70.0
2013-02-24,65.0
2013-03-03,68.0
2013-03-10,69.0
2013-03-17,67.0
2013-03-24,73.0
2013-03-31,64.0
2013-04-07,66.0
2013-04-14,68.0
2013-04-21,66.0
2013-04-28,68.0
2013-05-05,69.0
2013-05-12,66.0
2013-05-19,68.0
2013-05-26,70.0
2013-06-02,70.0
2013-06-09,68.0
2013-06-16,69.0
2013-06-23,70.0
2013-06-30,73.0
2013-07-07,72.0
2013-07-14,71.0
2013-07-21,73.0
2013-07-28,77.0
2013-08-04,81.0
2013-08-11,82.0
2013-08-18,75.0
2013-08-25,75.0
2013-09-01,74.0
2013-09-08,70.0
2013-09-15,66.0
2013-09-22,67.0
2013-09-29,70.0
2013-10-06,74.0
2013-10-13,74.0
2013-10-20,73.0
2013-10-27,71.0
2013-11-03,82.0
2013-11-10,73.0
2013-11-17,78.0
2013-11-24,98.0
2013-12-01,96.0
2013-12-08,96.0
2013-12-15,100.0
2013-12-22,86.0
2013-12-29,80.0
2014-01-05,68.0
2014-01-12,65.0
2014-01-19,64.0
2014-01-26,65.0
2014-02-02,63.0
2014-02-09,67.0
2014-02-16,68.0
2014-02-23,65.0
2014-03-02,63.0
2014-03-09,67.0
2014-03-16,66.0
2014-03-23,67.0
2014-03-30,67.0
2014-04-06,62.0
2014-04-13,67.0
2014-04-20,64.0
2014-04-27,64.0
2014-05-04,69.0
2014-05-11,66.0
2014-05-18,67.0
2014-05-25,68.0
2014-06-01,70.0
2014-06-08,72.0
2014-06-15,70.0
2014-06-22,67.0
2014-06-29,73.0
2014-07-06,70.0
2014-07-13,72.0
2014-07-20,74.0
2014-07-27,81.0
2014-08-03,78.0
2014-08-10,75.0
2014-08-17,77.0
2014-08-24,73.0
2014-08-31,72.0
2014-09-07,64.0
2014-09-14,68.0
2014-09-21,64.0
2014-09-28,65.0
2014-10-05,66.0
2014-10-12,64.0
2014-10-19,68.0
2014-10-26,64.0
2014-11-02,69.0
2014-11-09,75.0
2014-11-16,74.0
2014-11-23,97.0
2014-11-30,93.0
2014-12-07,90.0
2014-12-14,100.0
2014-12-21,84.0
2014-12-28,84.0
2015-01-04,64.0
2015-01-11,64.0
2015-01-18,64.0
2015-01-25,60.0
2015-02-01,59.0
2015-02-08,64.0
2015-02-15,64.0
2015-02-22,61.0
2015-03-01,60.0
2015-03-08,63.0
2015-03-15,62.0
2015-03-22,63.0
2015-03-29,67.0
2015-04-05,60.0
2015-04-12,61.0
2015-04-19,60.0
2015-04-26,60.0
2015-05-03,60.0
2015-05-10,59.0
2015-05-17,62.0
2015-05-24,64.0
2015-05-31,61.0
2015-06-07,64.0
2015-06-14,67.0
2015-06-21,64.0
2015-06-28,68.0
2015-07-05,68.0
2015-07-12,66.0
2015-07-19,71.0
2015-07-26,72.0
2015-08-02,76.0
2015-08-09,73.0
2015-08-16,70.0
2015-08-23,67.0
2015-08-30,65.0
2015-09-06,62.0
2015-09-13,59.0
2015-09-20,57.0
2015-09-27,60.0
2015-10-04,64.0
2015-10-11,62.0
2015-10-18,62.0
2015-10-25,59.0
2015-11-01,66.0
2015-11-08,72.0
2015-11-15,71.0
2015-11-22,100.0
2015-11-29,99.0
2015-12-06,92.0
2015-12-13,99.0
2015-12-20,95.0
2015-12-27,87.0
2016-01-03,71.0
2016-01-10,64.0
2016-01-17,65.0
2016-01-24,64.0
2016-01-31,65.0
2016-02-07,67.0
2016-02-14,67.0
2016-02-21,62.0
2016-02-28,65.0
2016-03-06,67.0
2016-03-13,71.0
2016-03-20,71.0
2016-03-27,67.0
2016-04-03,67.0
2016-04-10,68.0
2016-04-17,63.0
2016-04-24,64.0
2016-05-01,72.0
2016-05-08,68.0
2016-05-15,69.0
2016-05-22,72.0
2016-05-29,74.0
2016-06-05,68.0
2016-06-12,69.0
2016-06-19,67.0
2016-06-26,74.0
2016-07-03,73.0
2016-07-10,67.0
2016-07-17,70.0
2016-07-24,73.0
2016-07-31,74.0
2016-08-07,68.0
2016-08-14,67.0
2016-08-21,69.0
2016-08-28,66.0
2016-09-04,66.0
2016-09-11,62.0
2016-09-18,59.0
2016-09-25,67.0
2016-10-02,62.0
2016-10-09,67.0
2016-10-16,66.0
2016-10-23,68.0
2016-10-30,66.0
2016-11-06,68.0
2016-11-13,71.0
2016-11-20,98.0
2016-11-27,91.0
2016-12-04,90.0
2016-12-11,95.0
2016-12-18,100.0
2016-12-25,77.0
2017-01-01,68.0
2017-01-08,62.0
2017-01-15,63.0
2017-01-22,59.0
2017-01-29,62.0
2017-02-05,63.0
2017-02-12,61.0
2017-02-19,66.0
2017-02-26,60.0
2017-03-05,63.0
2017-03-12,64.0
2017-03-19,62.0
2017-03-26,63.0
2017-04-02,62.0
2017-04-09,67.0
2017-04-16,58.0
2017-04-23,62.0
2017-04-30,62.0
2017-05-07,64.0
2017-05-14,61.0
2017-05-21,62.0
2017-05-28,67.0
2017-06-04,64.0
2017-06-11,66.0
2017-06-18,64.0
2017-06-25,65.0
2017-07-02,67.0
2017-07-09,68.0
2017-07-16,67.0
2017-07-23,68.0
2017-07-30,72.0
2017-08-06,74.0
2017-08-13,69.0
2017-08-20,63.0
2017-08-27,64.0
2017-09-03,68.0
2017-09-10,58.0
2017-09-17,60.0
2017-09-24,61.0
2017-10-01,61.0
2017-10-08,66.0
2017-10-15,67.0
2017-10-22,69.0
2017-10-29,68.0
2017-11-05,75.0
2017-11-12,74.0
2017-11-19,95.0
2017-11-26,90.0
2017-12-03,93.0
2017-12-10,96.0
2017-12-17,100.0
2017-12-24,82.0
2017-12-31,70.0
2018-01-07,62.0
2018-01-14,62.0
2018-01-21,58.0
2018-01-28,60.0
2018-02-04,62.0
2018-02-11,61.0
2018-02-18,64.0
2018-02-25,63.0
2018-03-04,64.0
2018-03-11,65.0
2018-03-18,61.0
2018-03-25,68.0
2018-04-01,62.0
2018-04-08,59.0
2018-04-15,58.0
2018-04-22,58.0
2018-04-29,59.0
2018-05-06,63.0
2018-05-13,60.0
2018-05-20,59.0
2018-05-27,63.0
2018-06-03,62.0
2018-06-10,66.0
2018-06-17,60.0
2018-06-24,63.0
2018-07-01,71.0
2018-07-08,66.0
2018-07-15,64.0
2018-07-22,66.0
2018-07-29,67.0
2018-08-05,67.0
2018-08-12,65.0
2018-08-19,62.0
2018-08-26,60.0
2018-09-02,62.0
2018-09-09,56.0
2018-09-16,56.0
2018-09-23,55.0
2018-09-30,58.0
2018-10-07,60.0
2018-10-14,64.0
2018-10-21,73.0
2018-10-28,71.0
2018-11-04,72.0
2018-11-11,74.0
2018-11-18,100.0
2018-11-25,88.0
2018-12-02,88.0
2018-12-09,97.0
2018-12-16,97.0
2018-12-23,84.0
2018-12-30,77.0
2019-01-06,64.0
2019-01-13,60.0
2019-01-20,64.0
2019-01-27,64.0
2019-02-03,63.0
2019-02-10,64.0
2019-02-17,65.0
2019-02-24,61.0
2019-03-03,64.0
2019-03-10,63.0
2019-03-17,65.0
2019-03-24,62.0
2019-03-31,66.0
2019-04-07,63.0
2019-04-14,66.0
2019-04-21,61.0
2019-04-28,64.0
2019-05-05,66.0
2019-05-12,63.0
2019-05-19,61.0
2019-05-26,67.0
2019-06-02,66.0
2019-06-09,65.0
2019-06-16,65.0
2019-06-23,65.0
2019-06-30,67.0
2019-07-07,62.0
2019-07-14,63.0
2019-07-21,67.0
2019-07-28,70.0
2019-08-04,70.0
2019-08-11,67.0
2019-08-18,65.0
2019-08-25,60.0
2019-09-01,62.0
2019-09-08,56.0
2019-09-15,56.0
2019-09-22,56.0
2019-09-29,59.0
2019-10-06,65.0
2019-10-13,73.0
2019-10-20,72.0
2019-10-27,71.0
2019-11-03,71.0
2019-11-10,77.0
2019-11-17,79.0
2019-11-24,92.0
2019-12-01,98.0
2019-12-08,92.0
2019-12-15,100.0
2019-12-22,90.0
2019-12-29,81.0
2020-01-05,68.0
2020-01-12,63.0
2020-01-19,65.0
2020-01-26,62.0
2020-02-02,63.0
2020-02-09,66.0
2020-02-16,63.0
2020-02-23,63.0
2020-03-01,62.0
2020-03-08,59.0
2020-03-15,47.0
2020-03-22,41.0
2020-03-29,46.0
2020-04-05,49.0
2020-04-12,53.0
2020-04-19,54.0
2020-04-26,56.0
2020-05-03,61.0
2020-05-10,57.0
2020-05-17,61.0
2020-05-24,61.0
2020-05-31,55.0
2020-06-07,61.0
2020-06-14,62.0
2020-06-21,61.0
2020-06-28,62.0
2020-07-05,60.0
2020-07-12,57.0
2020-07-19,62.0
2020-07-26,61.0
2020-08-02,64.0
2020-08-09,61.0
2020-08-16,58.0
2020-08-23,54.0
2020-08-30,54.0
2020-09-06,57.0
2020-09-13,54.0
2020-09-20,53.0
2020-09-27,54.0
2020-10-04,71.0
2020-10-11,74.0
2020-10-18,73.0
2020-10-25,70.0
2020-11-01,61.0
2020-11-08,82.0
2020-11-15,90.0
2020-11-22,99.0
2020-11-29,100.0
2020-12-06,92.0
2020-12-13,91.0
2020-12-20,79.0
2020-12-27,77.0
2021-01-03,69.0
2021-01-10,63.0
2021-01-17,67.0
2021-01-24,63.0
2021-01-31,65.0
2021-02-07,64.0
2021-02-14,61.0
2021-02-21,60.0
2021-02-28,66.0
2021-03-07,65.0
2021-03-14,66.0
2021-03-21,64.0
2021-03-28,65.0
2021-04-04,62.0
2021-04-11,58.0
2021-04-18,59.0
2021-04-25,58.0
2021-05-02,61.0
2021-05-09,58.0
2021-05-16,59.0
2021-05-23,61.0
2021-05-30,61.0
2021-06-06,60.0
2021-06-13,59.0
2021-06-20,58.0
2021-06-27,57.0
2021-07-04,58.0
2021-07-11,57.0
2021-07-18,57.0
2021-07-25,58.0
2021-08-01,56.0
2021-08-08,58.0
2021-08-15,57.0
2021-08-22,55.0
2021-08-29,51.0
2021-09-05,53.0
2021-09-12,51.0
2021-09-19,52.0
2021-09-26,51.0
2021-10-03,72.0
2021-10-10,72.0
2021-10-17,77.0
2021-10-24,73.0
2021-10-31,75.0
2021-11-07,78.0
2021-11-14,83.0
2021-11-21,100.0
2021-11-28,93.0
2021-12-05,88.0
2021-12-12,90.0
2021-12-19,82.0
2021-12-26,74.0
2022-01-02,71.0
2022-01-09,67.0
2022-01-16,63.0
2022-01-23,64.0
2022-01-30,64.0
2022-02-06,66.0
2022-02-13,64.0
2022-02-20,65.0
2022-02-27,65.0
2022-03-06,63.0
2022-03-13,69.0
2022-03-20,68.0
2022-03-27,65.0
2022-04-03,65.0
2022-04-10,65.0
2022-04-17,60.0
2022-04-24,61.0
2022-05-01,66.0
2022-05-08,62.0
2022-05-15,63.0
2022-05-22,59.0
2022-05-29,67.0
2022-06-05,64.0
2022-06-12,65.0
2022-06-19,62.0
2022-06-26,65.0
2022-07-03,65.0
2022-07-10,63.0
2022-07-17,63.0
2022-07-24,64.0
2022-07-31,67.0
2022-08-07,65.0
2022-08-14,65.0
2022-08-21,65.0
2022-08-28,62.0
2022-09-04,60.0
2022-09-11,57.0
2022-09-18,56.0
