date,CRM UN Equity
2004-10-25,4.3103
2004-10-26,1.6529
2004-10-27,4.4444
2004-10-28,4.5667
2004-10-29,0.8437
2004-10-30,
2004-10-31,
2004-11-01,6.7913
2004-11-02,1.1982
2004-11-03,-1.3206
2004-11-04,-5.03
2004-11-05,1.3605
2004-11-06,
2004-11-07,
2004-11-08,-2.2052
2004-11-09,-4.2647
2004-11-10,0.0
2004-11-11,2.509
2004-11-12,-0.0999
2004-11-13,
2004-11-14,
2004-11-15,4.0
2004-11-16,-1.0096
2004-11-17,1.2142
2004-11-18,-14.4914
2004-11-19,-0.3928
2004-11-20,
2004-11-21,
2004-11-22,-0.7324
2004-11-23,2.0431
2004-11-24,0.1112
2004-11-25,
2004-11-26,-1.5
2004-11-27,
2004-11-28,
2004-11-29,-1.2972000000000001
2004-11-30,-0.2286
2004-12-01,-2.9782
2004-12-02,0.2952
2004-12-03,-2.1189
2004-12-04,
2004-12-05,
2004-12-06,-0.4811
2004-12-07,-3.0211
2004-12-08,-0.81
2004-12-09,2.1357
2004-12-10,-2.091
2004-12-11,
2004-12-12,
2004-12-13,1.1307
2004-12-14,1.4907
2004-12-15,-0.3672
2004-12-16,0.6143
2004-12-17,-1.7094
2004-12-18,
2004-12-19,
2004-12-20,-5.5901
2004-12-21,5.9211
2004-12-22,0.9317
2004-12-23,2.2154
2004-12-24,
2004-12-25,
2004-12-26,
2004-12-27,4.5756
2004-12-28,-1.0937999999999999
2004-12-29,-0.0582
2004-12-30,-1.8054999999999999
2004-12-31,0.4745
2005-01-01,
2005-01-02,
2005-01-03,-2.0071
2005-01-04,-1.4458
2005-01-05,9.7188
2005-01-06,-1.2812999999999999
2005-01-07,-0.9594
2005-01-08,
2005-01-09,
2005-01-10,-3.2479
2005-01-11,-3.298
2005-01-12,-8.039
2005-01-13,0.9934
2005-01-14,-1.6393
2005-01-15,
2005-01-16,
2005-01-17,
2005-01-18,0.3333
2005-01-19,-0.3987
2005-01-20,-2.535
2005-01-21,-1.0951
2005-01-22,
2005-01-23,
2005-01-24,-3.8062
2005-01-25,-1.223
2005-01-26,0.5098
2005-01-27,-1.3043
2005-01-28,-1.1747
2005-01-29,
2005-01-30,
2005-01-31,1.7831000000000001
2005-02-01,0.0
2005-02-02,-2.9196999999999997
2005-02-03,0.5263
2005-02-04,5.1608
2005-02-05,
2005-02-06,
2005-02-07,-3.1294
2005-02-08,2.7166
2005-02-09,-5.218
2005-02-10,-1.4329
2005-02-11,2.9074
2005-02-12,
2005-02-13,
2005-02-14,1.487
2005-02-15,4.4689
2005-02-16,-1.8233000000000001
2005-02-17,0.7143
2005-02-18,13.1206
2005-02-19,
2005-02-20,
2005-02-21,
2005-02-22,-0.3135
2005-02-23,-1.4465
2005-02-24,3.3823
2005-02-25,1.6667
2005-02-26,
2005-02-27,
2005-02-28,-2.4894
2005-03-01,2.8643
2005-03-02,2.3608000000000002
2005-03-03,-0.5322
2005-03-04,-1.308
2005-03-05,
2005-03-06,
2005-03-07,-0.7229
2005-03-08,1.8204
2005-03-09,-2.9797000000000002
2005-03-10,-4.8526
2005-03-11,0.0646
2005-03-12,
2005-03-13,
2005-03-14,0.2581
2005-03-15,-1.7375
2005-03-16,-2.0956
2005-03-17,3.6789
2005-03-18,-3.1612999999999998
2005-03-19,
2005-03-20,
2005-03-21,2.1985
2005-03-22,-1.5645
2005-03-23,-1.9868000000000001
2005-03-24,-0.6757
2005-03-25,
2005-03-26,
2005-03-27,
2005-03-28,-1.7687
2005-03-29,-1.108
2005-03-30,1.5406
2005-03-31,3.3793
2005-04-01,0.0667
2005-04-02,
2005-04-03,
2005-04-04,-0.3333
2005-04-05,2.0736
2005-04-06,0.0655
2005-04-07,1.1133
2005-04-08,-0.5181
2005-04-09,
2005-04-10,
2005-04-11,-0.3255
2005-04-12,2.0901
2005-04-13,-1.1516
2005-04-14,-2.4595000000000002
2005-04-15,-4.2468
2005-04-16,
2005-04-17,
2005-04-18,3.2571
2005-04-19,-2.6174
2005-04-20,-0.4824
2005-04-21,4.5014
2005-04-22,-3.5785
2005-04-23,
2005-04-24,
2005-04-25,-3.7801
2005-04-26,2.7857
2005-04-27,2.5712
2005-04-28,-1.8293
2005-04-29,-0.069
2005-04-30,
2005-05-01,
2005-05-02,-1.174
2005-05-03,1.2579
2005-05-04,3.3816
2005-05-05,0.2003
2005-05-06,2.2652
2005-05-07,
2005-05-08,
2005-05-09,0.5863
2005-05-10,0.3886
2005-05-11,-1.3548
2005-05-12,-1.9621
2005-05-13,-0.7338
2005-05-14,
2005-05-15,
2005-05-16,1.0753
2005-05-17,4.1223
2005-05-18,1.1494
2005-05-19,12.0581
2005-05-20,4.169
2005-05-21,
2005-05-22,
2005-05-23,4.0022
2005-05-24,1.9241000000000001
2005-05-25,1.3265
2005-05-26,1.4099
2005-05-27,-1.3902999999999999
2005-05-28,
2005-05-29,
2005-05-30,
2005-05-31,1.9134
2005-06-01,-0.4447
2005-06-02,4.0199
2005-06-03,-1.9561
2005-06-04,
2005-06-05,
2005-06-06,-2.1411
2005-06-07,-1.7902
2005-06-08,0.6076
2005-06-09,1.4092
2005-06-10,-2.0347
2005-06-11,
2005-06-12,
2005-06-13,3.7487
2005-06-14,0.5859
2005-06-15,-2.4757
2005-06-16,-1.2942
2005-06-17,3.2779
2005-06-18,
2005-06-19,
2005-06-20,1.8555000000000001
2005-06-21,-3.9789
2005-06-22,-0.3994
2005-06-23,-0.3008
2005-06-24,4.5752
2005-06-25,
2005-06-26,
2005-06-27,-2.6923
2005-06-28,2.0751
2005-06-29,0.8228
2005-06-30,-1.6803
2005-07-01,-4.6875
2005-07-02,
2005-07-03,
2005-07-04,
2005-07-05,-0.1025
2005-07-06,0.1026
2005-07-07,-0.3586
2005-07-08,0.2571
2005-07-09,
2005-07-10,
2005-07-11,1.4872
2005-07-12,0.5558
2005-07-13,4.2714
2005-07-14,9.253
2005-07-15,0.5734
2005-07-16,
2005-07-17,
2005-07-18,-2.5439
2005-07-19,3.1953
2005-07-20,0.3053
2005-07-21,-0.8261
2005-07-22,-0.9645
2005-07-23,
2005-07-24,
2005-07-25,-0.5755
2005-07-26,0.8014
2005-07-27,-0.265
2005-07-28,5.4473
2005-07-29,-1.092
2005-07-30,
2005-07-31,
2005-08-01,2.293
2005-08-02,-1.8679999999999999
2005-08-03,0.846
2005-08-04,-0.9228
2005-08-05,0.254
2005-08-06,
2005-08-07,
2005-08-08,-0.0422
2005-08-09,2.4504
2005-08-10,1.1134
2005-08-11,-2.3246
2005-08-12,-1.7537
2005-08-13,
2005-08-14,
2005-08-15,-5.9074
2005-08-16,-0.6775
2005-08-17,0.955
2005-08-18,-8.2432
2005-08-19,0.54
2005-08-20,
2005-08-21,
2005-08-22,-1.5137
2005-08-23,-1.0907
2005-08-24,-0.7519
2005-08-25,-0.4545
2005-08-26,-2.3338
2005-08-27,
2005-08-28,
2005-08-29,0.0
2005-08-30,-0.7792
2005-08-31,1.1518
2005-09-01,-0.5176
2005-09-02,0.7804
2005-09-03,
2005-09-04,
2005-09-05,
2005-09-06,5.1626
2005-09-07,2.3564
2005-09-08,4.0767
2005-09-09,1.1521
2005-09-10,
2005-09-11,
2005-09-12,-1.3212
2005-09-13,9.0489
2005-09-14,-0.4657
2005-09-15,-1.7439
2005-09-16,2.1645
2005-09-17,
2005-09-18,
2005-09-19,-2.0339
2005-09-20,2.1194
2005-09-21,-2.5837
2005-09-22,-2.0
2005-09-23,2.6176
2005-09-24,
2005-09-25,
2005-09-26,2.032
2005-09-27,-0.1271
2005-09-28,-0.7637
2005-09-29,-1.9667
2005-09-30,0.8286
2005-10-01,
2005-10-02,
2005-10-03,3.8062
2005-10-04,-0.8333
2005-10-05,-1.8908
2005-10-06,-1.2848
2005-10-07,-1.0412
2005-10-08,
2005-10-09,
2005-10-10,-2.4551
2005-10-11,-2.2022
2005-10-12,-2.6654
2005-10-13,3.0689
2005-10-14,1.7865
2005-10-15,
2005-10-16,
2005-10-17,2.8803
2005-10-18,-1.0061
2005-10-19,1.2814999999999999
2005-10-20,3.4468
2005-10-21,3.5006
2005-10-22,
2005-10-23,
2005-10-24,2.934
2005-10-25,-0.2771
2005-10-26,1.0322
2005-10-27,-4.833
2005-10-28,1.5276999999999998
2005-10-29,
2005-10-30,
2005-10-31,1.6267
2005-11-01,2.6811
2005-11-02,4.8713999999999995
2005-11-03,-1.4493
2005-11-04,0.6787
2005-11-05,
2005-11-06,
2005-11-07,-0.9738
2005-11-08,-0.7943
2005-11-09,1.1056
2005-11-10,1.4329
2005-11-11,2.0818
2005-11-12,
2005-11-13,
2005-11-14,3.3139
2005-11-15,-3.1019
2005-11-16,-2.0371
2005-11-17,8.5407
2005-11-18,-1.6421000000000001
2005-11-19,
2005-11-20,
2005-11-21,1.7391
2005-11-22,3.9316
2005-11-23,3.3553
2005-11-24,
2005-11-25,0.0318
2005-11-26,
2005-11-27,
2005-11-28,-0.6363
2005-11-29,-2.1134
2005-11-30,4.1871
2005-12-01,3.4223
2005-12-02,-4.1287
2005-12-03,
2005-12-04,
2005-12-05,1.33
2005-12-06,4.3438
2005-12-07,0.0599
2005-12-08,0.1497
2005-12-09,6.0968
2005-12-10,
2005-12-11,
2005-12-12,-1.0704
2005-12-13,1.4522
2005-12-14,-3.3118
2005-12-15,2.1771
2005-12-16,-0.5114
2005-12-17,
2005-12-18,
2005-12-19,-1.3992
2005-12-20,-4.0834
2005-12-21,-0.9058
2005-12-22,0.975
2005-12-23,2.0217
2005-12-24,
2005-12-25,
2005-12-26,
2005-12-27,-3.5788
2005-12-28,2.4847
2005-12-29,-1.9755
2005-12-30,-2.1374
2005-12-31,
2006-01-01,
2006-01-02,
2006-01-03,6.8331
2006-01-04,5.0526
2006-01-05,0.2502
2006-01-06,10.5103
2006-01-07,
2006-01-08,
2006-01-09,-3.3124000000000002
2006-01-10,-0.7267
2006-01-11,0.0523
2006-01-12,-0.0523
2006-01-13,-0.3137
2006-01-14,
2006-01-15,
2006-01-16,
2006-01-17,2.2554
2006-01-18,6.6684
2006-01-19,-0.6973
2006-01-20,-3.3172
2006-01-21,
2006-01-22,
2006-01-23,-0.0751
2006-01-24,0.1754
2006-01-25,-1.1258
2006-01-26,1.67
2006-01-27,3.5341
2006-01-28,
2006-01-29,
2006-01-30,2.524
2006-01-31,-3.7515
2006-02-01,-2.3143000000000002
2006-02-02,-1.5461
2006-02-03,-3.1662
2006-02-04,
2006-02-05,
2006-02-06,2.485
2006-02-07,-2.6289
2006-02-08,0.7077
2006-02-09,2.4727
2006-02-10,-10.8458
2006-02-11,
2006-02-12,
2006-02-13,-2.3932
2006-02-14,1.1384
2006-02-15,-1.5873
2006-02-16,2.1114
2006-02-17,-1.3785
2006-02-18,
2006-02-19,
2006-02-20,
2006-02-21,-2.1258
2006-02-22,2.3505
2006-02-23,-1.1337
2006-02-24,-0.6469
2006-02-25,
2006-02-26,
2006-02-27,0.8286
2006-02-28,2.2894
2006-03-01,5.6241
2006-03-02,-0.2445
2006-03-03,3.5948
2006-03-04,
2006-03-05,
2006-03-06,-4.3901
2006-03-07,2.5021
2006-03-08,1.4485000000000001
2006-03-09,-0.8197
2006-03-10,0.8531
2006-03-11,
2006-03-12,
2006-03-13,2.802
2006-03-14,2.2885
2006-03-15,-2.0613
2006-03-16,-0.0513
2006-03-17,0.5393
2006-03-18,
2006-03-19,
2006-03-20,-1.175
2006-03-21,-2.8689999999999998
2006-03-22,-1.4902
2006-03-23,1.2966
2006-03-24,0.2933
2006-03-25,
2006-03-26,
2006-03-27,1.808
2006-03-28,-3.6302
2006-03-29,-0.5962
2006-03-30,0.3817
2006-03-31,-1.3308
2006-04-01,
2006-04-02,
2006-04-03,2.0094
2006-04-04,-3.1301
2006-04-05,3.5933
2006-04-06,-2.662
2006-04-07,-4.6961
2006-04-08,
2006-04-09,
2006-04-10,0.8986
2006-04-11,-4.4527
2006-04-12,-0.0301
2006-04-13,1.3835
2006-04-14,
2006-04-15,
2006-04-16,
2006-04-17,-2.6995
2006-04-18,2.2256
2006-04-19,2.2368
2006-04-20,-2.5671
2006-04-21,-0.8683
2006-04-22,
2006-04-23,
2006-04-24,-1.7819
2006-04-25,7.6876
2006-04-26,0.4283
2006-04-27,0.3696
2006-04-28,-0.7082
2006-04-29,
2006-04-30,
2006-05-01,-0.0856
2006-05-02,-0.0571
2006-05-03,-2.0
2006-05-04,1.8659
2006-05-05,-2.3468999999999998
2006-05-06,
2006-05-07,
2006-05-08,0.5569
2006-05-09,-1.2241
2006-05-10,-3.5409
2006-05-11,-1.1013
2006-05-12,-3.4952
2006-05-13,
2006-05-14,
2006-05-15,-0.0641
2006-05-16,-2.1809
2006-05-17,-1.082
2006-05-18,-5.005
2006-05-19,-0.3838
2006-05-20,
2006-05-21,
2006-05-22,2.9422
2006-05-23,-0.1361
2006-05-24,-2.9983
2006-05-25,6.7439
2006-05-26,0.0329
2006-05-27,
2006-05-28,
2006-05-29,
2006-05-30,-2.0395
2006-05-31,-0.9066
2006-06-01,5.2186
2006-06-02,-3.8003
2006-06-03,
2006-06-04,
2006-06-05,-0.4017
2006-06-06,-7.1597
2006-06-07,-2.2085
2006-06-08,-4.2947
2006-06-09,0.6963
2006-06-10,
2006-06-11,
2006-06-12,-4.3411
2006-06-13,1.1245
2006-06-14,0.7546
2006-06-15,7.6862
2006-06-16,1.5373
2006-06-17,
2006-06-18,
2006-06-19,-2.6316
2006-06-20,-0.9256
2006-06-21,3.6996
2006-06-22,-0.4324
2006-06-23,0.6153
2006-06-24,
2006-06-25,
2006-06-26,-0.5396
2006-06-27,-1.6275
2006-06-28,-0.5515
2006-06-29,0.5915
2006-06-30,-2.0213
2006-07-01,
2006-07-02,
2006-07-03,-0.3751
2006-07-04,
2006-07-05,-1.619
2006-07-06,-2.2579000000000002
2006-07-07,-2.4667
2006-07-08,
2006-07-09,
2006-07-10,-6.0618
2006-07-11,3.4188
2006-07-12,-4.7521
2006-07-13,-3.6009
2006-07-14,-0.9001
2006-07-15,
2006-07-16,
2006-07-17,-0.772
2006-07-18,1.1899
2006-07-19,3.7992
2006-07-20,-1.1764999999999999
2006-07-21,-3.4392
2006-07-22,
2006-07-23,
2006-07-24,5.8447
2006-07-25,5.824
2006-07-26,-0.2038
2006-07-27,1.5523
2006-07-28,1.8101
2006-07-29,
2006-07-30,
2006-07-31,1.5409000000000002
2006-08-01,-3.5019
2006-08-02,2.1371
2006-08-03,4.619
2006-08-04,-1.3208
2006-08-05,
2006-08-06,
2006-08-07,-1.8738000000000001
2006-08-08,-3.8971
2006-08-09,0.9732
2006-08-10,6.5462
2006-08-11,-1.9977
2006-08-12,
2006-08-13,
2006-08-14,2.6923
2006-08-15,7.2285
2006-08-16,-1.0828
2006-08-17,18.9972
2006-08-18,-2.5223
2006-08-19,
2006-08-20,
2006-08-21,0.1826
2006-08-22,1.0331
2006-08-23,1.4737
2006-08-24,0.0
2006-08-25,-0.5335
2006-08-26,
2006-08-27,
2006-08-28,1.0727
2006-08-29,2.0932
2006-08-30,0.3176
2006-08-31,-0.7484
2006-09-01,-0.232
2006-09-02,
2006-09-03,
2006-09-04,
2006-09-05,1.1337
2006-09-06,-4.3978
2006-09-07,0.3307
2006-09-08,-0.1199
2006-09-09,
2006-09-10,
2006-09-11,-0.09
2006-09-12,5.4655000000000005
2006-09-13,0.2847
2006-09-14,-0.795
2006-09-15,0.1717
2006-09-16,
2006-09-17,
2006-09-18,-1.4285999999999999
2006-09-19,-1.2753999999999999
2006-09-20,4.3159
2006-09-21,3.5463
2006-09-22,-1.6852
2006-09-23,
2006-09-24,
2006-09-25,3.6771000000000003
2006-09-26,2.3733
2006-09-27,-2.2923
2006-09-28,0.3999
2006-09-29,-4.7265
2006-09-30,
2006-10-01,
2006-10-02,-1.728
2006-10-03,3.4884
2006-10-04,1.7539
2006-10-05,2.2622999999999998
2006-10-06,6.2943999999999996
2006-10-07,
2006-10-08,
2006-10-09,-0.1487
2006-10-10,-0.7444
2006-10-11,-0.325
2006-10-12,1.0534
2006-10-13,1.7126000000000001
2006-10-14,
2006-10-15,
2006-10-16,0.8541
2006-10-17,-2.6131
2006-10-18,0.3727
2006-10-19,-0.6683
2006-10-20,-0.6479
2006-10-21,
2006-10-22,
2006-10-23,1.4296
2006-10-24,0.1484
2006-10-25,2.0494
2006-10-26,-1.4517
2006-10-27,-1.5222
2006-10-28,
2006-10-29,
2006-10-30,-0.8227
2006-10-31,-1.9104999999999999
2006-11-01,-2.614
2006-11-02,2.6316
2006-11-03,3.7949
2006-11-04,
2006-11-05,
2006-11-06,3.7796
2006-11-07,2.19
2006-11-08,-1.9334
2006-11-09,-1.2352
2006-11-10,1.4910999999999999
2006-11-11,
2006-11-12,
2006-11-13,4.2654
2006-11-14,-1.1364
2006-11-15,-2.5517
2006-11-16,-0.9908
2006-11-17,-0.5957
2006-11-18,
2006-11-19,
2006-11-20,-0.4554
2006-11-21,0.4093
2006-11-22,-0.6715
2006-11-23,
2006-11-24,-0.6277
2006-11-25,
2006-11-26,
2006-11-27,-2.4538
2006-11-28,-1.9925000000000002
2006-11-29,-0.5083
2006-11-30,-0.3831
2006-12-01,-1.6667
2006-12-02,
2006-12-03,
2006-12-04,0.4433
2006-12-05,-0.7529
2006-12-06,0.1046
2006-12-07,-0.6533
2006-12-08,1.3414
2006-12-09,
2006-12-10,
2006-12-11,0.0519
2006-12-12,3.8911
2006-12-13,-2.1973
2006-12-14,2.0168
2006-12-15,-0.0501
2006-12-16,
2006-12-17,
2006-12-18,-4.7321
2006-12-19,-1.9184999999999999
2006-12-20,-0.0268
2006-12-21,-1.2061
2006-12-22,-2.1975
2006-12-23,
2006-12-24,
2006-12-25,
2006-12-26,0.8044
2006-12-27,1.7061
2006-12-28,-0.5411
2006-12-29,-0.8433
2006-12-30,
2006-12-31,
2007-01-01,
2007-01-02,
2007-01-03,-1.0425
2007-01-04,5.018
2007-01-05,4.3295
2007-01-06,
2007-01-07,
2007-01-08,1.0374
2007-01-09,0.0751
2007-01-10,0.6757
2007-01-11,3.7534
2007-01-12,1.6291
2007-01-13,
2007-01-14,
2007-01-15,
2007-01-16,2.0745
2007-01-17,-1.5011999999999999
2007-01-18,-2.8136
2007-01-19,0.386
2007-01-20,
2007-01-21,
2007-01-22,-0.9853
2007-01-23,0.1942
2007-01-24,2.7616
2007-01-25,-1.2730000000000001
2007-01-26,0.8357
2007-01-27,
2007-01-28,
2007-01-29,0.6157
2007-01-30,1.0826
2007-01-31,2.0489
2007-02-01,3.6048
2007-02-02,2.9509
2007-02-03,
2007-02-04,
2007-02-05,0.8128
2007-02-06,-0.0637
2007-02-07,1.2527
2007-02-08,0.021
2007-02-09,-1.4465
2007-02-10,
2007-02-11,
2007-02-12,0.8083
2007-02-13,2.3212
2007-02-14,2.8666
2007-02-15,-0.5413
2007-02-16,0.0403
2007-02-17,
2007-02-18,
2007-02-19,
2007-02-20,-0.403
2007-02-21,-2.893
2007-02-22,-1.7917
2007-02-23,0.6364
2007-02-24,
2007-02-25,
2007-02-26,-1.1383
2007-02-27,-4.0512
2007-02-28,-3.8667
2007-03-01,2.5427999999999997
2007-03-02,-3.8773999999999997
2007-03-03,
2007-03-04,
2007-03-05,-2.5094
2007-03-06,3.8007999999999997
2007-03-07,-0.9733
2007-03-08,2.2233
2007-03-09,-1.6255
2007-03-10,
2007-03-11,
2007-03-12,0.8145
2007-03-13,-2.6776999999999997
2007-03-14,-0.4032
2007-03-15,-0.5954
2007-03-16,-0.2635
2007-03-17,
2007-03-18,
2007-03-19,2.5221999999999998
2007-03-20,1.0309
2007-03-21,0.8117
2007-03-22,-0.046
2007-03-23,-0.3452
2007-03-24,
2007-03-25,
2007-03-26,-0.6467
2007-03-27,-0.5346
2007-03-28,0.3739
2007-03-29,0.2561
2007-03-30,-0.5574
2007-03-31,
2007-04-01,
2007-04-02,1.5647
2007-04-03,3.1731
2007-04-04,0.8023
2007-04-05,-0.5306
2007-04-06,
2007-04-07,
2007-04-08,
2007-04-09,1.956
2007-04-10,-0.3706
2007-04-11,-4.07
2007-04-12,-2.5547
2007-04-13,-0.3277
2007-04-14,
2007-04-15,
2007-04-16,1.55
2007-04-17,-0.7169
2007-04-18,-1.4209
2007-04-19,-2.1739
2007-04-20,0.8454
2007-04-21,
2007-04-22,
2007-04-23,-1.1018
2007-04-24,-0.5328
2007-04-25,3.6766
2007-04-26,0.0705
2007-04-27,-1.1969
2007-04-28,
2007-04-29,
2007-04-30,-0.2375
2007-05-01,-2.0952
2007-05-02,0.4134
2007-05-03,3.6086
2007-05-04,0.6311
2007-05-05,
2007-05-06,
2007-05-07,-1.4402
2007-05-08,2.1918
2007-05-09,0.2076
2007-05-10,-1.9792999999999998
2007-05-11,-0.3992
2007-05-12,
2007-05-13,
2007-05-14,1.7208999999999999
2007-05-15,2.1321
2007-05-16,2.6776
2007-05-17,-5.0166
2007-05-18,6.5612
2007-05-19,
2007-05-20,
2007-05-21,4.2795
2007-05-22,-1.3191
2007-05-23,-1.8883999999999999
2007-05-24,-2.9844
2007-05-25,2.7419000000000002
2007-05-26,
2007-05-27,
2007-05-28,
2007-05-29,-0.4122
2007-05-30,6.1438
2007-05-31,-3.0172
2007-06-01,1.3333
2007-06-02,
2007-06-03,
2007-06-04,-1.7126000000000001
2007-06-05,0.85
2007-06-06,-2.107
2007-06-07,-3.121
2007-06-08,2.7549
2007-06-09,
2007-06-10,
2007-06-11,0.8216
2007-06-12,-2.745
2007-06-13,0.2646
2007-06-14,0.0
2007-06-15,0.2639
2007-06-16,
2007-06-17,
2007-06-18,-1.6232
2007-06-19,1.0925
2007-06-20,-1.0146
2007-06-21,-6.6176
2007-06-22,-3.245
2007-06-23,
2007-06-24,
2007-06-25,4.0691
2007-06-26,-2.7725
2007-06-27,7.0436
2007-06-28,-1.184
2007-06-29,-1.2442
2007-06-30,
2007-07-01,
2007-07-02,0.9566
2007-07-03,-0.9706
2007-07-04,
2007-07-05,2.7538
2007-07-06,1.4763
2007-07-07,
2007-07-08,
2007-07-09,-0.5148
2007-07-10,-2.3622
2007-07-11,-0.1843
2007-07-12,4.109
2007-07-13,-1.2417
2007-07-14,
2007-07-15,
2007-07-16,-0.8756
2007-07-17,-0.2945
2007-07-18,-1.6811
2007-07-19,1.4556
2007-07-20,-1.0476
2007-07-21,
2007-07-22,
2007-07-23,2.7618
2007-07-24,-2.8443
2007-07-25,0.3458
2007-07-26,-3.5837
2007-07-27,-2.5733
2007-07-28,
2007-07-29,
2007-07-30,-0.9538
2007-07-31,-4.0494
2007-08-01,3.2939
2007-08-02,4.1355
2007-08-03,-4.4498
2007-08-04,
2007-08-05,
2007-08-06,1.2769
2007-08-07,2.1508
2007-08-08,8.3011
2007-08-09,-2.1899
2007-08-10,2.079
2007-08-11,
2007-08-12,
2007-08-13,-2.2829
2007-08-14,2.8401
2007-08-15,-4.6771
2007-08-16,-3.6215
2007-08-17,-2.9818
2007-08-18,
2007-08-19,
2007-08-20,-0.8496
2007-08-21,-0.2016
2007-08-22,0.2273
2007-08-23,-0.6551
2007-08-24,5.0723
2007-08-25,
2007-08-26,
2007-08-27,-2.1482
2007-08-28,-2.1214
2007-08-29,2.1421
2007-08-30,-1.9738
2007-08-31,1.7619
2007-09-01,
2007-09-02,
2007-09-03,
2007-09-04,0.841
2007-09-05,0.466
2007-09-06,4.1016
2007-09-07,1.3368
2007-09-08,
2007-09-09,
2007-09-10,2.106
2007-09-11,4.1024
2007-09-12,0.0218
2007-09-13,1.0884
2007-09-14,-0.1292
2007-09-15,
2007-09-16,
2007-09-17,-1.4015
2007-09-18,0.4592
2007-09-19,-0.3047
2007-09-20,-0.3275
2007-09-21,1.3143
2007-09-22,
2007-09-23,
2007-09-24,4.8
2007-09-25,2.9709
2007-09-26,1.1219999999999999
2007-09-27,0.9312
2007-09-28,0.746
2007-09-29,
2007-09-30,
2007-10-01,3.0592
2007-10-02,-2.1176
2007-10-03,0.7533
2007-10-04,-1.1503
2007-10-05,3.2389
2007-10-06,
2007-10-07,
2007-10-08,3.7949
2007-10-09,1.9367
2007-10-10,-0.9411
2007-10-11,-1.6132
2007-10-12,3.9534000000000002
2007-10-13,
2007-10-14,
2007-10-15,-4.3113
2007-10-16,3.0037
2007-10-17,-3.5562
2007-10-18,1.3274
2007-10-19,-4.8763
2007-10-20,
2007-10-21,
2007-10-22,-0.1339
2007-10-23,3.8498
2007-10-24,-1.7521
2007-10-25,-4.1111
2007-10-26,0.7048
2007-10-27,
2007-10-28,
2007-10-29,3.7131
2007-10-30,0.7498
2007-10-31,4.8744
2007-11-01,-5.0559
2007-11-02,1.6442
2007-11-03,
2007-11-04,
2007-11-05,-3.364
2007-11-06,-0.4946
2007-11-07,-2.9821999999999997
2007-11-08,-4.3744
2007-11-09,3.0291
2007-11-10,
2007-11-11,
2007-11-12,1.78
2007-11-13,2.1812
2007-11-14,0.0
2007-11-15,-2.3269
2007-11-16,12.9159
2007-11-17,
2007-11-18,
2007-11-19,-5.6844
2007-11-20,6.1194
2007-11-21,-1.8117999999999999
2007-11-22,
