date,Aviation
2015-07-12,95.0
2015-07-19,100.0
2015-07-26,98.0
2015-08-02,94.0
2015-08-09,97.0
2015-08-16,95.0
2015-08-23,97.0
2015-08-30,91.0
2015-09-06,83.0
2015-09-13,87.0
2015-09-20,92.0
2015-09-27,88.0
2015-10-04,86.0
2015-10-11,86.0
2015-10-18,88.0
2015-10-25,87.0
2015-11-01,97.0
2015-11-08,92.0
2015-11-15,89.0
2015-11-22,80.0
2015-11-29,86.0
2015-12-06,90.0
2015-12-13,83.0
2015-12-20,78.0
2015-12-27,76.0
2016-01-03,79.0
2016-01-10,84.0
2016-01-17,89.0
2016-01-24,90.0
2016-01-31,86.0
2016-02-07,85.0
2016-02-14,93.0
2016-02-21,82.0
2016-02-28,88.0
2016-03-06,94.0
2016-03-13,88.0
2016-03-20,90.0
2016-03-27,89.0
2016-04-03,90.0
2016-04-10,91.0
2016-04-17,84.0
2016-04-24,87.0
2016-05-01,86.0
2016-05-08,82.0
2016-05-15,100.0
2016-05-22,93.0
2016-05-29,85.0
2016-06-05,88.0
2016-06-12,86.0
2016-06-19,82.0
2016-06-26,84.0
2016-07-03,82.0
2016-07-10,91.0
2016-07-17,79.0
2016-07-24,91.0
2016-07-31,87.0
2016-08-07,85.0
2016-08-14,90.0
2016-08-21,78.0
2016-08-28,89.0
2016-09-04,86.0
2016-09-11,87.0
2016-09-18,83.0
2016-09-25,85.0
2016-10-02,87.0
2016-10-09,82.0
2016-10-16,79.0
2016-10-23,83.0
2016-10-30,82.0
2016-11-06,73.0
2016-11-13,75.0
2016-11-20,71.0
2016-11-27,80.0
2016-12-04,86.0
2016-12-11,79.0
2016-12-18,75.0
2016-12-25,67.0
2017-01-01,83.0
2017-01-08,87.0
2017-01-15,81.0
2017-01-22,83.0
2017-01-29,82.0
2017-02-05,83.0
2017-02-12,84.0
2017-02-19,83.0
2017-02-26,81.0
2017-03-05,86.0
2017-03-12,85.0
2017-03-19,88.0
2017-03-26,86.0
2017-04-02,94.0
2017-04-09,88.0
2017-04-16,81.0
2017-04-23,86.0
2017-04-30,92.0
2017-05-07,88.0
2017-05-14,81.0
2017-05-21,85.0
2017-05-28,100.0
2017-06-04,92.0
2017-06-11,86.0
2017-06-18,94.0
2017-06-25,85.0
2017-07-02,82.0
2017-07-09,90.0
2017-07-16,89.0
2017-07-23,97.0
2017-07-30,88.0
2017-08-06,92.0
2017-08-13,88.0
2017-08-20,90.0
2017-08-27,82.0
2017-09-03,77.0
2017-09-10,88.0
2017-09-17,85.0
2017-09-24,82.0
2017-10-01,87.0
2017-10-08,89.0
2017-10-15,85.0
2017-10-22,86.0
2017-10-29,85.0
2017-11-05,90.0
2017-11-12,86.0
2017-11-19,73.0
2017-11-26,83.0
2017-12-03,82.0
2017-12-10,84.0
2017-12-17,87.0
2017-12-24,68.0
2017-12-31,83.0
2018-01-07,85.0
2018-01-14,78.0
2018-01-21,98.0
2018-01-28,85.0
2018-02-04,82.0
2018-02-11,91.0
2018-02-18,93.0
2018-02-25,90.0
2018-03-04,86.0
2018-03-11,91.0
2018-03-18,87.0
2018-03-25,85.0
2018-04-01,94.0
2018-04-08,86.0
2018-04-15,98.0
2018-04-22,84.0
2018-04-29,87.0
2018-05-06,87.0
2018-05-13,95.0
2018-05-20,88.0
2018-05-27,87.0
2018-06-03,92.0
2018-06-10,87.0
2018-06-17,93.0
2018-06-24,80.0
2018-07-01,80.0
2018-07-08,88.0
2018-07-15,91.0
2018-07-22,99.0
2018-07-29,91.0
2018-08-05,98.0
2018-08-12,100.0
2018-08-19,90.0
2018-08-26,93.0
2018-09-02,87.0
2018-09-09,86.0
2018-09-16,88.0
2018-09-23,84.0
2018-09-30,92.0
2018-10-07,91.0
2018-10-14,83.5
2018-10-21,86.0
2018-10-28,89.0
2018-11-04,84.0
2018-11-11,85.0
2018-11-18,73.0
2018-11-25,73.0
2018-12-02,73.0
2018-12-09,83.0
2018-12-16,81.0
2018-12-23,73.0
2018-12-30,76.0
2019-01-06,95.0
2019-01-13,89.0
2019-01-20,80.0
2019-01-27,81.0
2019-02-03,88.0
2019-02-10,86.0
2019-02-17,88.0
2019-02-24,95.0
2019-03-03,83.0
2019-03-10,86.0
2019-03-17,87.0
2019-03-24,92.0
2019-03-31,85.0
2019-04-07,87.0
2019-04-14,78.0
2019-04-21,94.0
2019-04-28,95.0
2019-05-05,87.0
2019-05-12,80.0
2019-05-19,87.0
2019-05-26,80.0
2019-06-02,90.0
2019-06-09,92.0
2019-06-16,88.0
2019-06-23,84.0
2019-06-30,80.0
2019-07-07,85.0
2019-07-14,91.0
2019-07-21,88.0
2019-07-28,83.0
2019-08-04,86.0
2019-08-11,95.0
2019-08-18,100.0
2019-08-25,88.0
2019-09-01,84.0
2019-09-08,83.0
2019-09-15,86.0
2019-09-22,86.0
2019-09-29,86.0
2019-10-06,87.0
2019-10-13,77.0
2019-10-20,83.0
2019-10-27,75.0
2019-11-03,85.0
2019-11-10,88.0
2019-11-17,76.0
2019-11-24,67.0
2019-12-01,82.0
2019-12-08,100.0
2019-12-15,80.0
2019-12-22,67.0
2019-12-29,72.0
2020-01-05,81.0
2020-01-12,85.0
2020-01-19,81.0
2020-01-26,85.0
2020-02-02,71.0
2020-02-09,81.0
2020-02-16,78.0
2020-02-23,76.0
2020-03-01,80.0
2020-03-08,67.0
2020-03-15,64.0
2020-03-22,62.0
2020-03-29,59.0
2020-04-05,62.0
2020-04-12,58.0
2020-04-19,55.0
2020-04-26,65.0
2020-05-03,70.0
2020-05-10,71.0
2020-05-17,66.0
2020-05-24,70.0
2020-05-31,64.0
2020-06-07,66.0
2020-06-14,69.0
2020-06-21,68.0
2020-06-28,66.0
2020-07-05,77.0
2020-07-12,76.0
2020-07-19,68.0
2020-07-26,72.0
2020-08-02,70.0
2020-08-09,67.0
2020-08-16,88.0
2020-08-23,73.0
2020-08-30,74.0
2020-09-06,70.0
2020-09-13,91.0
2020-09-20,71.0
2020-09-27,67.0
2020-10-04,70.0
2020-10-11,79.0
2020-10-18,93.0
2020-10-25,78.0
2020-11-01,60.0
2020-11-08,78.0
2020-11-15,80.0
2020-11-22,67.0
2020-11-29,74.0
2020-12-06,70.0
2020-12-13,72.0
2020-12-20,61.0
2020-12-27,61.0
2021-01-03,67.0
2021-01-10,75.0
2021-01-17,74.0
2021-01-24,77.0
2021-01-31,78.0
2021-02-07,82.0
2021-02-14,73.0
2021-02-21,85.0
2021-02-28,86.0
2021-03-07,79.0
2021-03-14,79.0
2021-03-21,76.0
2021-03-28,74.0
2021-04-04,91.0
2021-04-11,87.0
2021-04-18,81.0
2021-04-25,77.0
2021-05-02,78.0
2021-05-09,77.0
2021-05-16,83.0
2021-05-23,84.0
2021-05-30,81.0
2021-06-06,85.0
2021-06-13,81.0
2021-06-20,90.0
2021-06-27,74.0
2021-07-04,100.0
2021-07-11,79.0
2021-07-18,87.0
2021-07-25,87.0
2021-08-01,88.0
2021-08-08,87.0
2021-08-15,90.0
2021-08-22,72.0
2021-08-29,78.0
2021-09-05,78.0
2021-09-12,97.0
2021-09-19,88.0
2021-09-26,85.0
2021-10-03,83.0
2021-10-10,84.0
2021-10-17,88.0
2021-10-24,86.0
2021-10-31,87.0
2021-11-07,94.0
2021-11-14,87.0
2021-11-21,73.0
2021-11-28,84.0
2021-12-05,83.0
2021-12-12,85.0
2021-12-19,72.0
2021-12-26,69.0
2022-01-02,77.0
2022-01-09,94.0
2022-01-16,86.0
2022-01-23,83.0
2022-01-30,96.0
2022-02-06,98.0
2022-02-13,90.0
2022-02-20,83.0
2022-02-27,94.0
2022-03-06,89.0
2022-03-13,81.0
2022-03-20,100.0
2022-03-27,87.0
2022-04-03,91.0
2022-04-10,88.0
2022-04-17,98.0
2022-04-24,84.0
2022-05-01,92.0
2022-05-08,85.0
2022-05-15,86.0
2022-05-22,91.0
2022-05-29,86.0
2022-06-05,91.0
2022-06-12,85.0
2022-06-19,98.0
2022-06-26,93.0
2022-07-03,88.0
2022-07-10,92.0
2022-07-17,93.0
2022-07-24,92.0
2022-07-31,89.0
2022-08-07,96.0
2022-08-14,97.0
2022-08-21,97.0
2022-08-28,86.0
2022-09-04,89.0
2022-09-11,88.0
2022-09-18,92.0
