date,Currency
2005-11-13,72.0
2005-11-20,68.0
2005-11-27,80.0
2005-12-04,73.0
2005-12-11,70.0
2005-12-18,65.0
2005-12-25,75.0
2006-01-01,90.0
2006-01-08,96.0
2006-01-15,90.0
2006-01-22,93.0
2006-01-29,93.0
2006-02-05,91.0
2006-02-12,95.0
2006-02-19,92.0
2006-02-26,94.0
2006-03-05,97.0
2006-03-12,92.0
2006-03-19,93.0
2006-03-26,93.0
2006-04-02,95.0
2006-04-09,93.0
2006-04-16,94.0
2006-04-23,97.0
2006-04-30,99.0
2006-05-07,100.0
2006-05-14,98.0
2006-05-21,99.0
2006-05-28,94.0
2006-06-04,91.0
2006-06-11,91.0
2006-06-18,91.0
2006-06-25,87.0
2006-07-02,90.0
2006-07-09,85.0
2006-07-16,88.0
2006-07-23,81.0
2006-07-30,88.0
2006-08-06,85.0
2006-08-13,76.0
2006-08-20,79.0
2006-08-27,77.0
2006-09-03,79.0
2006-09-10,80.0
2006-09-17,82.0
2006-09-24,80.0
2006-10-01,78.0
2006-10-08,78.0
2006-10-15,79.0
2006-10-22,77.0
2006-10-29,80.0
2006-11-05,73.0
2006-11-12,79.0
2006-11-19,74.0
2006-11-26,80.0
2006-12-03,77.0
2006-12-10,77.0
2006-12-17,88.0
2006-12-24,77.0
2006-12-31,91.0
2007-01-07,94.0
2007-01-14,93.0
2007-01-21,99.0
2007-01-28,93.0
2007-02-04,91.0
2007-02-11,89.0
2007-02-18,91.0
2007-02-25,97.0
2007-03-04,95.0
2007-03-11,96.0
2007-03-18,93.0
2007-03-25,92.0
2007-04-01,88.0
2007-04-08,85.0
2007-04-15,98.0
2007-04-22,96.0
2007-04-29,100.0
2007-05-06,100.0
2007-05-13,90.0
2007-05-20,92.0
2007-05-27,94.0
2007-06-03,93.0
2007-06-10,90.0
2007-06-17,91.0
2007-06-24,85.0
2007-07-01,91.0
2007-07-08,95.0
2007-07-15,96.0
2007-07-22,93.0
2007-07-29,87.0
2007-08-05,86.0
2007-08-12,96.0
2007-08-19,87.0
2007-08-26,82.0
2007-09-02,92.0
2007-09-09,83.0
2007-09-16,100.0
2007-09-23,91.0
2007-09-30,89.0
2007-10-07,90.0
2007-10-14,82.0
2007-10-21,86.0
2007-10-28,99.0
2007-11-04,96.0
2007-11-11,88.0
2007-11-18,94.0
2007-11-25,87.0
2007-12-02,89.0
2007-12-09,88.0
2007-12-16,67.0
2007-12-23,60.0
2007-12-30,77.0
2008-01-06,72.0
2008-01-13,76.0
2008-01-20,71.0
2008-01-27,76.0
2008-02-03,65.0
2008-02-10,64.0
2008-02-17,75.0
2008-02-24,71.0
2008-03-02,79.0
2008-03-09,75.0
2008-03-16,84.0
2008-03-23,78.0
2008-03-30,71.0
2008-04-06,72.0
2008-04-13,67.0
2008-04-20,75.0
2008-04-27,75.0
2008-05-04,77.0
2008-05-11,77.0
2008-05-18,73.0
2008-05-25,70.0
2008-06-01,73.0
2008-06-08,70.0
2008-06-15,70.0
2008-06-22,68.0
2008-06-29,75.0
2008-07-06,65.0
2008-07-13,68.0
2008-07-20,62.0
2008-07-27,71.0
2008-08-03,66.0
2008-08-10,73.0
2008-08-17,73.0
2008-08-24,66.0
2008-08-31,68.0
2008-09-07,75.0
2008-09-14,72.0
2008-09-21,72.0
2008-09-28,76.0
2008-10-05,100.0
2008-10-12,82.0
2008-10-19,94.0
2008-10-26,99.0
2008-11-02,79.0
2008-11-09,77.0
2008-11-16,78.0
2008-11-23,71.0
2008-11-30,75.0
2008-12-07,84.0
2008-12-14,75.0
2008-12-21,73.0
2008-12-28,78.0
2009-01-04,88.0
2009-01-11,81.0
2009-01-18,84.0
2009-01-25,77.0
2009-02-01,86.0
2009-02-08,89.0
2009-02-15,92.0
2009-02-22,81.0
2009-03-01,91.0
2009-03-08,87.0
2009-03-15,91.0
2009-03-22,91.0
2009-03-29,100.0
2009-04-05,81.0
2009-04-12,79.0
2009-04-19,76.0
2009-04-26,77.0
2009-05-03,79.0
2009-05-10,80.0
2009-05-17,77.0
2009-05-24,86.0
2009-05-31,82.0
2009-06-07,75.0
2009-06-14,80.0
2009-06-21,76.0
2009-06-28,72.0
2009-07-05,71.0
2009-07-12,71.0
2009-07-19,72.0
2009-07-26,72.0
2009-08-02,74.0
2009-08-09,59.0
2009-08-16,70.0
2009-08-23,71.0
2009-08-30,68.0
2009-09-06,69.0
2009-09-13,67.0
2009-09-20,70.0
2009-09-27,71.0
2009-10-04,76.0
2009-10-11,70.0
2009-10-18,73.0
2009-10-25,67.0
2009-11-01,70.0
2009-11-08,75.0
2009-11-15,69.0
2009-11-22,76.0
2009-11-29,72.0
2009-12-06,83.0
2009-12-13,77.0
2009-12-20,76.0
2009-12-27,72.0
2010-01-03,80.0
2010-01-10,78.0
2010-01-17,78.0
2010-01-24,78.0
2010-01-31,83.0
2010-02-07,77.0
2010-02-14,80.0
2010-02-21,82.0
2010-02-28,84.0
2010-03-07,81.0
2010-03-14,81.0
2010-03-21,79.0
2010-03-28,78.0
2010-04-04,79.0
2010-04-11,81.0
2010-04-18,78.0
2010-04-25,85.0
2010-05-02,98.0
2010-05-09,95.0
2010-05-16,100.0
2010-05-23,88.0
2010-05-30,89.0
2010-06-06,89.0
2010-06-13,86.0
2010-06-20,80.0
2010-06-27,77.0
2010-07-04,68.0
2010-07-11,67.0
2010-07-18,70.0
2010-07-25,64.0
2010-08-01,72.0
2010-08-08,68.0
2010-08-15,70.0
2010-08-22,67.0
2010-08-29,64.0
2010-09-05,65.0
2010-09-12,71.0
2010-09-19,73.0
2010-09-26,77.0
2010-10-03,72.0
2010-10-10,76.0
2010-10-17,75.0
2010-10-24,71.0
2010-10-31,79.0
2010-11-07,75.0
2010-11-14,71.0
2010-11-21,65.0
2010-11-28,96.0
2010-12-05,99.0
2010-12-12,90.0
2010-12-19,85.0
2010-12-26,86.0
2011-01-02,97.0
2011-01-09,92.0
2011-01-16,95.0
2011-01-23,87.0
2011-01-30,86.0
2011-02-06,95.0
2011-02-13,84.0
2011-02-20,88.0
2011-02-27,93.0
2011-03-06,94.0
2011-03-13,95.0
2011-03-20,93.0
2011-03-27,97.0
2011-04-03,94.0
2011-04-10,97.0
2011-04-17,88.0
2011-04-24,96.0
2011-05-01,100.0
2011-05-08,94.0
2011-05-15,89.0
2011-05-22,91.0
2011-05-29,90.0
2011-06-05,86.0
2011-06-12,87.0
2011-06-19,80.0
2011-06-26,90.0
2011-07-03,83.0
2011-07-10,89.0
2011-07-17,91.0
2011-07-24,87.0
2011-07-31,97.0
2011-08-07,99.0
2011-08-14,86.0
2011-08-21,83.0
2011-08-28,83.0
2011-09-04,89.0
2011-09-11,97.0
2011-09-18,93.0
2011-09-25,91.0
2011-10-02,97.0
2011-10-09,89.0
2011-10-16,94.0
2011-10-23,86.0
2011-10-30,87.0
2011-11-06,83.0
2011-11-13,90.0
2011-11-20,84.0
2011-11-27,100.0
2011-12-04,85.0
2011-12-11,95.0
2011-12-18,78.0
2011-12-25,75.0
2012-01-01,95.0
2012-01-08,96.0
2012-01-15,86.0
2012-01-22,91.0
2012-01-29,93.0
2012-02-05,87.0
2012-02-12,85.0
2012-02-19,84.0
2012-02-26,90.0
2012-03-04,92.0
2012-03-11,86.0
2012-03-18,91.0
2012-03-25,85.0
2012-04-01,74.0
2012-04-08,81.0
2012-04-15,89.0
2012-04-22,87.0
2012-04-29,97.0
2012-05-06,96.0
2012-05-13,94.0
2012-05-20,93.0
2012-05-27,89.0
2012-06-03,89.0
2012-06-10,84.0
2012-06-17,83.0
2012-06-24,79.0
2012-07-01,77.0
2012-07-08,80.0
2012-07-15,76.0
2012-07-22,82.0
2012-07-29,76.0
2012-08-05,72.0
2012-08-12,75.0
2012-08-19,72.0
2012-08-26,73.0
2012-09-02,75.0
2012-09-09,82.0
2012-09-16,78.0
2012-09-23,84.0
2012-09-30,88.0
2012-10-07,79.0
2012-10-14,81.0
2012-10-21,76.0
2012-10-28,65.0
2012-11-04,76.0
2012-11-11,69.0
2012-11-18,76.0
2012-11-25,89.0
2012-12-02,93.0
2012-12-09,89.0
2012-12-16,81.0
2012-12-23,67.0
2012-12-30,79.0
2013-01-06,91.0
2013-01-13,91.0
2013-01-20,89.0
2013-01-27,92.0
2013-02-03,91.0
2013-02-10,95.0
2013-02-17,93.0
2013-02-24,99.0
2013-03-03,99.0
2013-03-10,93.0
2013-03-17,94.0
2013-03-24,93.0
2013-03-31,92.0
2013-04-07,100.0
2013-04-14,95.0
2013-04-21,93.0
2013-04-28,94.0
2013-05-05,93.0
2013-05-12,96.0
2013-05-19,93.0
2013-05-26,91.0
2013-06-02,97.0
2013-06-09,92.0
2013-06-16,93.0
2013-06-23,98.0
2013-06-30,93.0
2013-07-07,97.0
2013-07-14,90.0
2013-07-21,86.0
2013-07-28,91.0
2013-08-04,87.0
2013-08-11,89.0
2013-08-18,93.0
2013-08-25,94.0
2013-09-01,93.0
2013-09-08,90.0
2013-09-15,88.0
2013-09-22,93.0
2013-09-29,96.0
2013-10-06,94.0
2013-10-13,93.0
2013-10-20,91.0
2013-10-27,91.0
2013-11-03,94.0
2013-11-10,90.0
2013-11-17,92.0
2013-11-24,78.0
2013-12-01,90.0
2013-12-08,90.0
2013-12-15,88.0
2013-12-22,74.0
2013-12-29,76.0
2014-01-05,85.0
2014-01-12,91.0
2014-01-19,90.0
2014-01-26,95.0
2014-02-02,92.0
2014-02-09,89.0
2014-02-16,90.0
2014-02-23,100.0
2014-03-02,92.0
2014-03-09,97.0
2014-03-16,92.0
2014-03-23,93.0
2014-03-30,90.0
2014-04-06,97.0
2014-04-13,89.0
2014-04-20,94.0
2014-04-27,94.0
2014-05-04,96.0
2014-05-11,97.0
2014-05-18,95.0
2014-05-25,97.0
2014-06-01,96.0
2014-06-08,97.0
2014-06-15,93.0
2014-06-22,92.0
2014-06-29,89.0
2014-07-06,92.0
2014-07-13,87.0
2014-07-20,86.0
2014-07-27,88.0
2014-08-03,82.0
2014-08-10,81.0
2014-08-17,85.0
2014-08-24,81.0
2014-08-31,87.0
2014-09-07,89.0
2014-09-14,86.0
2014-09-21,86.0
2014-09-28,88.0
2014-10-05,86.0
2014-10-12,83.0
2014-10-19,81.0
2014-10-26,89.0
2014-11-02,88.0
2014-11-09,75.0
2014-11-16,79.0
2014-11-23,60.0
2014-11-30,81.0
2014-12-07,80.0
2014-12-14,90.0
2014-12-21,70.0
2014-12-28,74.0
2015-01-04,85.0
2015-01-11,95.0
2015-01-18,96.0
2015-01-25,90.0
2015-02-01,83.0
2015-02-08,86.0
2015-02-15,79.0
2015-02-22,87.0
2015-03-01,86.0
2015-03-08,100.0
2015-03-15,95.0
2015-03-22,89.0
2015-03-29,90.0
2015-04-05,88.0
2015-04-12,88.0
2015-04-19,89.0
2015-04-26,87.0
2015-05-03,85.0
2015-05-10,90.0
2015-05-17,89.0
2015-05-24,87.0
2015-05-31,84.0
2015-06-07,85.0
2015-06-14,86.0
2015-06-21,83.0
2015-06-28,93.0
2015-07-05,97.0
2015-07-12,86.0
2015-07-19,85.0
2015-07-26,87.0
2015-08-02,82.0
2015-08-09,96.0
2015-08-16,87.0
2015-08-23,93.0
2015-08-30,85.0
2015-09-06,80.0
2015-09-13,83.0
2015-09-20,76.0
2015-09-27,77.0
2015-10-04,79.0
2015-10-11,76.0
2015-10-18,74.0
2015-10-25,77.0
2015-11-01,75.0
2015-11-08,75.0
2015-11-15,76.0
2015-11-22,65.0
2015-11-29,79.0
2015-12-06,77.0
2015-12-13,76.0
2015-12-20,66.0
2015-12-27,63.0
2016-01-03,72.0
2016-01-10,70.0
2016-01-17,73.0
2016-01-24,78.0
2016-01-31,72.0
2016-02-07,71.0
2016-02-14,69.0
2016-02-21,74.0
2016-02-28,75.0
2016-03-06,73.0
2016-03-13,71.0
2016-03-20,71.0
2016-03-27,70.0
2016-04-03,67.0
2016-04-10,74.0
2016-04-17,81.0
2016-04-24,73.0
2016-05-01,71.0
2016-05-08,78.0
2016-05-15,75.0
2016-05-22,72.0
2016-05-29,71.0
2016-06-05,69.0
2016-06-12,72.0
2016-06-19,100.0
2016-06-26,86.0
2016-07-03,77.0
2016-07-10,69.0
2016-07-17,68.0
2016-07-24,67.0
2016-07-31,67.0
2016-08-07,60.0
2016-08-14,57.0
2016-08-21,62.0
2016-08-28,66.0
2016-09-04,62.0
2016-09-11,63.0
2016-09-18,61.0
2016-09-25,69.0
2016-10-02,65.0
2016-10-09,62.0
2016-10-16,62.0
2016-10-23,66.0
2016-10-30,76.0
2016-11-06,100.0
2016-11-13,98.0
2016-11-20,75.0
2016-11-27,91.0
2016-12-04,87.0
2016-12-11,82.0
2016-12-18,74.0
2016-12-25,71.0
2017-01-01,79.0
2017-01-08,79.0
2017-01-15,80.0
2017-01-22,87.0
2017-01-29,84.0
2017-02-05,77.0
2017-02-12,78.0
2017-02-19,79.0
2017-02-26,84.0
2017-03-05,81.0
2017-03-12,83.0
2017-03-19,84.0
2017-03-26,84.0
2017-04-02,84.0
2017-04-09,83.0
2017-04-16,86.0
2017-04-23,85.0
2017-04-30,86.0
2017-05-07,87.0
2017-05-14,87.0
2017-05-21,91.0
2017-05-28,87.0
2017-06-04,84.0
2017-06-11,85.0
2017-06-18,80.0
2017-06-25,85.0
2017-07-02,79.0
2017-07-09,81.0
2017-07-16,80.0
2017-07-23,80.0
2017-07-30,86.0
2017-08-06,83.0
2017-08-13,79.0
2017-08-20,76.0
2017-08-27,85.0
2017-09-03,75.0
2017-09-10,80.0
2017-09-17,84.0
2017-09-24,81.0
2017-10-01,78.0
2017-10-08,77.0
2017-10-15,80.0
2017-10-22,79.0
2017-10-29,77.0
2017-11-05,81.0
2017-11-12,83.0
2017-11-19,71.0
2017-11-26,91.0
2017-12-03,93.0
2017-12-10,99.0
2017-12-17,100.0
2017-12-24,88.0
2017-12-31,97.0
2018-01-07,98.0
2018-01-14,93.0
2018-01-21,92.0
2018-01-28,91.0
2018-02-04,86.0
2018-02-11,89.0
2018-02-18,83.0
2018-02-25,88.0
2018-03-04,85.0
2018-03-11,85.0
2018-03-18,88.0
2018-03-25,87.0
2018-04-01,88.0
2018-04-08,86.0
2018-04-15,87.0
2018-04-22,86.0
2018-04-29,85.0
2018-05-06,89.0
2018-05-13,89.0
2018-05-20,86.0
2018-05-27,86.0
2018-06-03,87.0
2018-06-10,86.0
2018-06-17,82.0
2018-06-24,84.0
2018-07-01,82.0
2018-07-08,88.0
2018-07-15,80.0
2018-07-22,81.0
2018-07-29,87.0
2018-08-05,82.0
2018-08-12,90.0
2018-08-19,82.0
2018-08-26,84.0
2018-09-02,87.0
2018-09-09,83.0
2018-09-16,84.0
2018-09-23,83.0
2018-09-30,80.0
2018-10-07,79.0
2018-10-14,80.5
2018-10-21,75.0
2018-10-28,89.0
2018-11-04,81.0
2018-11-11,78.0
2018-11-18,73.0
2018-11-25,83.0
2018-12-02,85.0
2018-12-09,79.0
2018-12-16,80.0
2018-12-23,73.0
2018-12-30,80.0
2019-01-06,80.0
2019-01-13,84.0
2019-01-20,79.0
2019-01-27,79.0
2019-02-03,79.0
2019-02-10,88.0
2019-02-17,82.0
2019-02-24,86.0
2019-03-03,83.0
2019-03-10,79.0
2019-03-17,83.0
2019-03-24,83.0
2019-03-31,85.0
2019-04-07,81.0
2019-04-14,78.0
2019-04-21,82.0
2019-04-28,83.0
2019-05-05,83.0
2019-05-12,85.0
2019-05-19,90.0
2019-05-26,86.0
2019-06-02,83.0
2019-06-09,80.0
2019-06-16,87.0
2019-06-23,87.0
2019-06-30,84.0
2019-07-07,79.0
2019-07-14,80.0
2019-07-21,82.0
2019-07-28,83.0
2019-08-04,100.0
2019-08-11,86.0
2019-08-18,79.0
2019-08-25,79.0
2019-09-01,80.0
2019-09-08,78.0
2019-09-15,78.0
2019-09-22,78.0
2019-09-29,84.0
2019-10-06,79.0
2019-10-13,88.0
2019-10-20,90.0
2019-10-27,82.0
2019-11-03,88.0
2019-11-10,84.0
2019-11-17,86.0
2019-11-24,76.0
2019-12-01,86.0
2019-12-08,86.0
2019-12-15,82.0
2019-12-22,85.0
2019-12-29,84.0
2020-01-05,100.0
2020-01-12,93.0
2020-01-19,89.0
2020-01-26,89.0
2020-02-02,89.0
2020-02-09,91.0
2020-02-16,90.0
2020-02-23,91.0
2020-03-01,88.0
2020-03-08,84.0
2020-03-15,86.0
2020-03-22,84.0
2020-03-29,79.0
2020-04-05,81.0
2020-04-12,74.0
2020-04-19,83.0
2020-04-26,89.0
2020-05-03,76.0
2020-05-10,97.0
2020-05-17,75.0
2020-05-24,74.0
2020-05-31,69.0
2020-06-07,74.0
2020-06-14,71.0
2020-06-21,76.0
2020-06-28,79.0
2020-07-05,76.0
2020-07-12,80.0
2020-07-19,75.0
2020-07-26,77.0
2020-08-02,75.0
2020-08-09,70.0
2020-08-16,72.0
2020-08-23,70.0
2020-08-30,68.0
2020-09-06,70.0
2020-09-13,71.0
2020-09-20,76.0
2020-09-27,70.0
2020-10-04,60.0
2020-10-11,61.0
2020-10-18,59.0
2020-10-25,59.0
2020-11-01,54.0
2020-11-08,59.0
2020-11-15,64.0
2020-11-22,61.0
2020-11-29,61.0
2020-12-06,63.0
2020-12-13,63.0
2020-12-20,61.0
2020-12-27,62.0
2021-01-03,64.0
2021-01-10,65.0
2021-01-17,65.0
2021-01-24,71.0
2021-01-31,86.0
2021-02-07,69.0
2021-02-14,67.0
2021-02-21,68.0
2021-02-28,67.0
2021-03-07,64.0
2021-03-14,66.0
2021-03-21,62.0
2021-03-28,65.0
2021-04-04,65.0
2021-04-11,69.0
2021-04-18,74.0
2021-04-25,73.0
2021-05-02,73.0
2021-05-09,77.0
2021-05-16,72.0
2021-05-23,69.0
2021-05-30,65.0
2021-06-06,68.0
2021-06-13,66.0
2021-06-20,63.0
2021-06-27,59.0
2021-07-04,61.0
2021-07-11,65.0
2021-07-18,63.0
2021-07-25,63.0
2021-08-01,61.0
2021-08-08,58.0
2021-08-15,61.0
2021-08-22,61.0
2021-08-29,70.0
2021-09-05,61.0
2021-09-12,62.0
2021-09-19,75.0
2021-09-26,100.0
2021-10-03,77.0
2021-10-10,69.0
2021-10-17,71.0
2021-10-24,64.0
2021-10-31,64.0
2021-11-07,60.0
2021-11-14,61.0
2021-11-21,59.0
2021-11-28,61.0
2021-12-05,58.0
2021-12-12,57.0
2021-12-19,57.0
2021-12-26,51.0
2022-01-02,63.0
2022-01-09,62.0
2022-01-16,57.0
2022-01-23,63.0
2022-01-30,60.0
2022-02-06,64.0
2022-02-13,65.0
2022-02-20,78.0
2022-02-27,100.0
2022-03-06,83.0
2022-03-13,73.0
2022-03-20,72.0
2022-03-27,75.0
2022-04-03,74.0
2022-04-10,71.0
2022-04-17,69.0
2022-04-24,72.0
2022-05-01,73.0
2022-05-08,75.0
2022-05-15,71.0
2022-05-22,70.0
2022-05-29,68.0
2022-06-05,67.0
2022-06-12,72.0
2022-06-19,69.0
2022-06-26,70.0
2022-07-03,70.0
2022-07-10,76.0
2022-07-17,69.0
2022-07-24,72.0
2022-07-31,69.0
2022-08-07,68.0
2022-08-14,67.0
2022-08-21,70.0
2022-08-28,69.0
2022-09-04,71.0
2022-09-11,69.0
2022-09-18,72.0
