date,Weddings
2015-11-29,56.0
2015-12-06,54.0
2015-12-13,52.0
2015-12-20,57.0
2015-12-27,94.0
2016-01-03,100.0
2016-01-10,97.0
2016-01-17,91.0
2016-01-24,93.0
2016-01-31,89.0
2016-02-07,86.0
2016-02-14,88.0
2016-02-21,87.0
2016-02-28,86.0
2016-03-06,84.0
2016-03-13,83.0
2016-03-20,81.0
2016-03-27,83.0
2016-04-03,84.0
2016-04-10,88.0
2016-04-17,82.0
2016-04-24,83.0
2016-05-01,88.0
2016-05-08,100.0
2016-05-15,90.0
2016-05-22,81.0
2016-05-29,84.0
2016-06-05,85.0
2016-06-12,84.0
2016-06-19,81.0
2016-06-26,94.0
2016-07-03,91.0
2016-07-10,90.0
2016-07-17,97.0
2016-07-24,90.0
2016-07-31,91.0
2016-08-07,87.0
2016-08-14,85.0
2016-08-21,78.0
2016-08-28,79.0
2016-09-04,99.0
2016-09-11,84.0
2016-09-18,85.0
2016-09-25,80.0
2016-10-02,78.0
2016-10-09,82.0
2016-10-16,79.0
2016-10-23,72.0
2016-10-30,74.0
2016-11-06,66.0
2016-11-13,68.0
2016-11-20,64.0
2016-11-27,62.0
2016-12-04,62.0
2016-12-11,55.0
2016-12-18,57.0
2016-12-25,84.0
2017-01-01,100.0
2017-01-08,99.0
2017-01-15,93.0
2017-01-22,87.0
2017-01-29,76.0
2017-02-05,76.0
2017-02-12,79.0
2017-02-19,76.0
2017-02-26,81.0
2017-03-05,79.0
2017-03-12,83.0
2017-03-19,79.0
2017-03-26,83.0
2017-04-02,84.0
2017-04-09,85.0
2017-04-16,83.0
2017-04-23,87.0
2017-04-30,88.0
2017-05-07,86.0
2017-05-14,74.0
2017-05-21,84.0
2017-05-28,90.0
2017-06-04,96.0
2017-06-11,90.0
2017-06-18,83.0
2017-06-25,93.0
2017-07-02,96.0
2017-07-09,97.0
2017-07-16,85.0
2017-07-23,100.0
2017-07-30,89.0
2017-08-06,76.0
2017-08-13,93.0
2017-08-20,75.0
2017-08-27,75.0
2017-09-03,73.0
2017-09-10,82.0
2017-09-17,71.0
2017-09-24,84.0
2017-10-01,81.0
2017-10-08,82.0
2017-10-15,75.0
2017-10-22,74.0
2017-10-29,69.0
2017-11-05,74.0
2017-11-12,72.0
2017-11-19,60.0
2017-11-26,65.0
2017-12-03,60.0
2017-12-10,66.0
2017-12-17,63.0
2017-12-24,82.0
2017-12-31,90.0
2018-01-07,97.0
2018-01-14,88.0
2018-01-21,87.0
2018-01-28,74.0
2018-02-04,78.0
2018-02-11,74.0
2018-02-18,75.0
2018-02-25,78.0
2018-03-04,83.0
2018-03-11,73.0
2018-03-18,76.0
2018-03-25,77.0
2018-04-01,82.0
2018-04-08,76.0
2018-04-15,72.0
2018-04-22,81.0
2018-04-29,81.0
2018-05-06,83.0
2018-05-13,87.0
2018-05-20,91.0
2018-05-27,91.0
2018-06-03,88.0
2018-06-10,86.0
2018-06-17,87.0
2018-06-24,100.0
2018-07-01,87.0
2018-07-08,87.0
2018-07-15,92.0
2018-07-22,89.0
2018-07-29,80.0
2018-08-05,93.0
2018-08-12,93.0
2018-08-19,87.0
2018-08-26,77.0
2018-09-02,83.0
2018-09-09,75.0
2018-09-16,75.0
2018-09-23,76.0
2018-09-30,74.0
2018-10-07,76.0
2018-10-14,66.5
2018-10-21,57.0
2018-10-28,57.0
2018-11-04,57.0
2018-11-11,51.0
2018-11-18,50.0
2018-11-25,50.0
2018-12-02,48.0
2018-12-09,48.0
2018-12-16,44.0
2018-12-23,57.0
2018-12-30,80.0
2019-01-06,70.0
2019-01-13,70.0
2019-01-20,71.0
2019-01-27,66.0
2019-02-03,63.0
2019-02-10,62.0
2019-02-17,65.0
2019-02-24,58.0
2019-03-03,64.0
2019-03-10,62.0
2019-03-17,62.0
2019-03-24,62.0
2019-03-31,65.0
2019-04-07,60.0
2019-04-14,54.0
2019-04-21,57.0
2019-04-28,64.0
2019-05-05,60.0
2019-05-12,64.0
2019-05-19,62.0
2019-05-26,64.0
2019-06-02,66.0
2019-06-09,69.0
2019-06-16,68.0
2019-06-23,65.0
2019-06-30,67.0
2019-07-07,66.0
2019-07-14,68.0
2019-07-21,72.0
2019-07-28,100.0
2019-08-04,98.0
2019-08-11,91.0
2019-08-18,84.0
2019-08-25,79.0
2019-09-01,74.0
2019-09-08,80.0
2019-09-15,78.0
2019-09-22,69.0
2019-09-29,67.0
2019-10-06,59.0
2019-10-13,87.0
2019-10-20,85.0
2019-10-27,70.0
2019-11-03,76.0
2019-11-10,73.0
2019-11-17,69.0
2019-11-24,58.0
2019-12-01,62.0
2019-12-08,57.0
2019-12-15,57.0
2019-12-22,66.0
2019-12-29,92.0
2020-01-05,100.0
2020-01-12,84.0
2020-01-19,87.0
2020-01-26,80.0
2020-02-02,75.0
2020-02-09,82.0
2020-02-16,89.0
2020-02-23,78.0
2020-03-01,79.0
2020-03-08,84.0
2020-03-15,78.0
2020-03-22,61.0
2020-03-29,62.0
2020-04-05,60.0
2020-04-12,64.0
2020-04-19,66.0
2020-04-26,65.0
2020-05-03,66.0
2020-05-10,69.0
2020-05-17,69.0
2020-05-24,71.0
2020-05-31,63.0
2020-06-07,84.0
2020-06-14,77.0
2020-06-21,87.0
2020-06-28,79.0
2020-07-05,86.0
2020-07-12,81.0
2020-07-19,81.0
2020-07-26,82.0
2020-08-02,83.0
2020-08-09,81.0
2020-08-16,82.0
2020-08-23,73.0
2020-08-30,70.0
2020-09-06,78.0
2020-09-13,71.0
2020-09-20,74.0
2020-09-27,70.0
2020-10-04,83.0
2020-10-11,87.0
2020-10-18,83.0
2020-10-25,71.0
2020-11-01,56.0
2020-11-08,70.0
2020-11-15,66.0
2020-11-22,58.0
2020-11-29,61.0
2020-12-06,61.0
2020-12-13,59.0
2020-12-20,53.0
2020-12-27,87.0
2021-01-03,91.0
2021-01-10,89.0
2021-01-17,81.0
2021-01-24,82.0
2021-01-31,82.0
2021-02-07,76.0
2021-02-14,88.0
2021-02-21,88.0
2021-02-28,95.0
2021-03-07,89.0
2021-03-14,88.0
2021-03-21,81.0
2021-03-28,86.0
2021-04-04,96.0
2021-04-11,93.0
2021-04-18,91.0
2021-04-25,92.0
2021-05-02,97.0
2021-05-09,92.0
2021-05-16,88.0
2021-05-23,96.0
2021-05-30,95.0
2021-06-06,92.0
2021-06-13,100.0
2021-06-20,91.0
2021-06-27,94.0
2021-07-04,95.0
2021-07-11,99.0
2021-07-18,97.0
2021-07-25,96.0
2021-08-01,95.0
2021-08-08,91.0
2021-08-15,88.0
2021-08-22,90.0
2021-08-29,94.0
2021-09-05,91.0
2021-09-12,92.0
2021-09-19,88.0
2021-09-26,96.0
2021-10-03,90.0
2021-10-10,93.0
2021-10-17,91.0
2021-10-24,83.0
2021-10-31,81.0
2021-11-07,81.0
2021-11-14,76.0
2021-11-21,62.0
2021-11-28,70.0
2021-12-05,67.0
2021-12-12,57.0
2021-12-19,58.0
2021-12-26,83.0
2022-01-02,100.0
2022-01-09,98.0
2022-01-16,94.0
2022-01-23,95.0
2022-01-30,91.0
2022-02-06,94.0
2022-02-13,87.0
2022-02-20,98.0
2022-02-27,93.0
2022-03-06,95.0
2022-03-13,90.0
2022-03-20,90.0
2022-03-27,98.0
2022-04-03,91.0
2022-04-10,86.0
2022-04-17,88.0
2022-04-24,85.0
2022-05-01,84.0
2022-05-08,85.0
2022-05-15,86.0
2022-05-22,81.0
2022-05-29,89.0
2022-06-05,89.0
2022-06-12,83.0
2022-06-19,91.0
2022-06-26,85.0
2022-07-03,90.0
2022-07-10,97.0
2022-07-17,97.0
2022-07-24,88.0
2022-07-31,93.0
2022-08-07,91.0
2022-08-14,91.0
2022-08-21,85.0
2022-08-28,85.0
2022-09-04,87.0
2022-09-11,84.0
2022-09-18,89.0
