date,Mortgage calculator
2008-07-06,52.0
2008-07-13,49.0
2008-07-20,50.0
2008-07-27,48.0
2008-08-03,47.0
2008-08-10,44.0
2008-08-17,45.0
2008-08-24,42.0
2008-08-31,46.0
2008-09-07,56.0
2008-09-14,50.0
2008-09-21,47.0
2008-09-28,39.0
2008-10-05,44.0
2008-10-12,40.0
2008-10-19,37.0
2008-10-26,38.0
2008-11-02,36.0
2008-11-09,38.0
2008-11-16,34.0
2008-11-23,41.0
2008-11-30,67.0
2008-12-07,59.0
2008-12-14,100.0
2008-12-21,68.0
2008-12-28,83.0
2009-01-04,96.0
2009-01-11,89.0
2009-01-18,75.0
2009-01-25,70.0
2009-02-01,73.0
2009-02-08,69.0
2009-02-15,78.0
2009-02-22,71.0
2009-03-01,71.0
2009-03-08,70.0
2009-03-15,88.0
2009-03-22,94.0
2009-03-29,82.0
2009-04-05,78.0
2009-04-12,72.0
2009-04-19,70.0
2009-04-26,67.0
2009-05-03,64.0
2009-05-10,65.0
2009-05-17,64.0
2009-05-24,64.0
2009-05-31,59.0
2009-06-07,61.0
2009-06-14,61.0
2009-06-21,57.0
2009-06-28,56.0
2009-07-05,57.0
2009-07-12,61.0
2009-07-19,58.0
2009-07-26,55.0
2009-08-02,56.0
2009-08-09,53.0
2009-08-16,54.0
2009-08-23,52.0
2009-08-30,53.0
2009-09-06,50.0
2009-09-13,49.0
2009-09-20,52.0
2009-09-27,55.0
2009-10-04,54.0
2009-10-11,49.0
2009-10-18,45.0
2009-10-25,46.0
2009-11-01,45.0
2009-11-08,48.0
2009-11-15,46.0
2009-11-22,39.0
2009-11-29,47.0
2009-12-06,66.0
2009-12-13,61.0
2009-12-20,57.0
2009-12-27,73.0
2010-01-03,79.0
2010-01-10,85.0
2010-01-17,84.0
2010-01-24,86.0
2010-01-31,85.0
2010-02-07,76.0
2010-02-14,81.0
2010-02-21,84.0
2010-02-28,81.0
2010-03-07,91.0
2010-03-14,82.0
2010-03-21,82.0
2010-03-28,81.0
2010-04-04,84.0
2010-04-11,82.0
2010-04-18,80.0
2010-04-25,79.0
2010-05-02,66.0
2010-05-09,72.0
2010-05-16,76.0
2010-05-23,81.0
2010-05-30,72.0
2010-06-06,74.0
2010-06-13,65.0
2010-06-20,84.0
2010-06-27,88.0
2010-07-04,85.0
2010-07-11,87.0
2010-07-18,87.0
2010-07-25,86.0
2010-08-01,90.0
2010-08-08,98.0
2010-08-15,96.0
2010-08-22,92.0
2010-08-29,100.0
2010-09-05,77.0
2010-09-12,77.0
2010-09-19,78.0
2010-09-26,76.0
2010-10-03,81.0
2010-10-10,84.0
2010-10-17,82.0
2010-10-24,79.0
2010-10-31,78.0
2010-11-07,80.0
2010-11-14,69.0
2010-11-21,55.0
2010-11-28,62.0
2010-12-05,59.0
2010-12-12,52.0
2010-12-19,51.0
2010-12-26,68.0
2011-01-02,71.0
2011-01-09,78.0
2011-01-16,83.0
2011-01-23,77.0
2011-01-30,75.0
2011-02-06,76.0
2011-02-13,73.0
2011-02-20,71.0
2011-02-27,77.0
2011-03-06,75.0
2011-03-13,70.0
2011-03-20,89.0
2011-03-27,75.0
2011-04-03,73.0
2011-04-10,75.0
2011-04-17,87.0
2011-04-24,73.0
2011-05-01,71.0
2011-05-08,74.0
2011-05-15,77.0
2011-05-22,72.0
2011-05-29,74.0
2011-06-05,79.0
2011-06-12,78.0
2011-06-19,69.0
2011-06-26,72.0
2011-07-03,73.0
2011-07-10,87.0
2011-07-17,78.0
2011-07-24,73.0
2011-07-31,87.0
2011-08-07,97.0
2011-08-14,100.0
2011-08-21,76.0
2011-08-28,85.0
2011-09-04,86.0
2011-09-11,83.0
2011-09-18,91.0
2011-09-25,87.0
2011-10-02,96.0
2011-10-09,80.0
2011-10-16,78.0
2011-10-23,83.0
2011-10-30,83.0
2011-11-06,86.0
2011-11-13,79.0
2011-11-20,71.5
2011-11-27,75.0
2011-12-04,68.0
2011-12-11,70.0
2011-12-18,69.0
2011-12-25,83.0
2012-01-01,81.0
2012-01-08,100.0
2012-01-15,92.0
2012-01-22,87.0
2012-01-29,97.0
2012-02-05,99.0
2012-02-12,81.0
2012-02-19,87.0
2012-02-26,87.0
2012-03-04,93.0
2012-03-11,87.0
2012-03-18,84.0
2012-03-25,80.0
2012-04-01,71.0
2012-04-08,81.0
2012-04-15,76.0
2012-04-22,77.0
2012-04-29,76.0
2012-05-06,78.0
2012-05-13,75.0
2012-05-20,66.0
2012-05-27,77.0
2012-06-03,83.0
2012-06-10,77.0
2012-06-17,81.0
2012-06-24,75.0
2012-07-01,81.0
2012-07-08,88.0
2012-07-15,89.0
2012-07-22,87.0
2012-07-29,79.0
2012-08-05,75.0
2012-08-12,76.0
2012-08-19,78.0
2012-08-26,77.0
2012-09-02,70.0
2012-09-09,69.0
2012-09-16,71.0
2012-09-23,77.0
2012-09-30,77.0
2012-10-07,69.0
2012-10-14,70.0
2012-10-21,61.0
2012-10-28,62.0
2012-11-04,60.0
2012-11-11,64.0
2012-11-18,74.0
2012-11-25,76.0
2012-12-02,72.0
2012-12-09,70.0
2012-12-16,68.0
2012-12-23,68.0
2012-12-30,91.0
2013-01-06,93.0
2013-01-13,93.0
2013-01-20,89.0
2013-01-27,89.0
2013-02-03,89.0
2013-02-10,89.0
2013-02-17,89.0
2013-02-24,91.0
2013-03-03,98.0
2013-03-10,94.0
2013-03-17,94.0
2013-03-24,85.0
2013-03-31,98.0
2013-04-07,97.0
2013-04-14,89.0
2013-04-21,100.0
2013-04-28,98.0
2013-05-05,94.0
2013-05-12,85.0
2013-05-19,85.0
2013-05-26,86.0
2013-06-02,83.0
2013-06-09,80.0
2013-06-16,80.0
2013-06-23,87.0
2013-06-30,83.0
2013-07-07,88.0
2013-07-14,78.0
2013-07-21,82.0
2013-07-28,80.0
2013-08-04,79.0
2013-08-11,76.0
2013-08-18,79.0
2013-08-25,72.0
2013-09-01,68.0
2013-09-08,70.0
2013-09-15,71.0
2013-09-22,72.0
2013-09-29,65.0
2013-10-06,67.0
2013-10-13,64.0
2013-10-20,66.0
2013-10-27,66.0
2013-11-03,73.0
2013-11-10,70.0
2013-11-17,73.0
2013-11-24,59.0
2013-12-01,64.0
2013-12-08,58.0
2013-12-15,65.0
2013-12-22,61.0
2013-12-29,73.0
2014-01-05,77.0
2014-01-12,81.0
2014-01-19,86.0
2014-01-26,82.0
2014-02-02,79.0
2014-02-09,73.0
2014-02-16,78.0
2014-02-23,84.0
2014-03-02,83.0
2014-03-09,84.0
2014-03-16,84.0
2014-03-23,86.0
2014-03-30,82.0
2014-04-06,83.0
2014-04-13,85.0
2014-04-20,85.0
2014-04-27,80.0
2014-05-04,85.0
2014-05-11,92.0
2014-05-18,83.0
2014-05-25,86.0
2014-06-01,100.0
2014-06-08,82.0
2014-06-15,84.0
2014-06-22,86.0
2014-06-29,86.0
2014-07-06,79.0
2014-07-13,90.0
2014-07-20,87.0
2014-07-27,77.0
2014-08-03,84.0
2014-08-10,79.0
2014-08-17,78.0
2014-08-24,79.0
2014-08-31,80.0
2014-09-07,78.0
2014-09-14,74.0
2014-09-21,66.0
2014-09-28,70.0
2014-10-05,71.0
2014-10-12,76.0
2014-10-19,77.0
2014-10-26,72.0
2014-11-02,62.0
2014-11-09,66.0
2014-11-16,57.0
2014-11-23,53.0
2014-11-30,56.0
2014-12-07,65.0
2014-12-14,58.0
2014-12-21,55.0
2014-12-28,74.0
2015-01-04,75.0
2015-01-11,83.0
2015-01-18,87.0
2015-01-25,80.0
2015-02-01,76.0
2015-02-08,79.0
2015-02-15,75.0
2015-02-22,80.0
2015-03-01,74.0
2015-03-08,86.0
2015-03-15,76.0
2015-03-22,84.0
2015-03-29,91.0
2015-04-05,87.0
2015-04-12,90.0
2015-04-19,92.0
2015-04-26,93.0
2015-05-03,92.0
2015-05-10,91.0
2015-05-17,87.0
2015-05-24,88.0
2015-05-31,92.0
2015-06-07,86.0
2015-06-14,83.0
2015-06-21,82.0
2015-06-28,83.0
2015-07-05,79.0
2015-07-12,83.0
2015-07-19,94.0
2015-07-26,87.0
2015-08-02,100.0
2015-08-09,85.0
2015-08-16,87.0
2015-08-23,85.0
2015-08-30,81.0
2015-09-06,79.0
2015-09-13,77.0
2015-09-20,75.0
2015-09-27,74.0
2015-10-04,73.0
2015-10-11,81.0
2015-10-18,75.0
2015-10-25,74.0
2015-11-01,84.0
2015-11-08,86.0
2015-11-15,80.0
2015-11-22,72.0
2015-11-29,74.0
2015-12-06,79.0
2015-12-13,75.0
2015-12-20,72.0
2015-12-27,86.0
2016-01-03,76.0
2016-01-10,59.0
2016-01-17,100.0
2016-01-24,83.0
2016-01-31,86.0
2016-02-07,91.0
2016-02-14,94.0
2016-02-21,90.0
2016-02-28,91.0
2016-03-06,92.0
2016-03-13,93.0
2016-03-20,87.0
2016-03-27,92.0
2016-04-03,92.0
2016-04-10,97.0
2016-04-17,87.0
2016-04-24,87.0
2016-05-01,71.0
2016-05-08,67.0
2016-05-15,70.0
2016-05-22,62.0
2016-05-29,71.0
2016-06-05,77.0
2016-06-12,80.0
2016-06-19,88.0
2016-06-26,89.0
2016-07-03,100.0
2016-07-10,91.0
2016-07-17,92.0
2016-07-24,90.0
2016-07-31,93.0
2016-08-07,88.0
2016-08-14,86.0
2016-08-21,89.0
2016-08-28,79.0
2016-09-04,80.0
2016-09-11,75.0
2016-09-18,68.0
2016-09-25,74.0
2016-10-02,63.0
2016-10-09,70.0
2016-10-16,69.0
2016-10-23,73.0
2016-10-30,80.0
2016-11-06,76.0
2016-11-13,87.0
2016-11-20,73.0
2016-11-27,77.0
2016-12-04,68.0
2016-12-11,59.0
2016-12-18,64.0
2016-12-25,70.0
2017-01-01,86.0
2017-01-08,84.0
2017-01-15,89.0
2017-01-22,85.0
2017-01-29,82.0
2017-02-05,84.0
2017-02-12,80.0
2017-02-19,68.0
2017-02-26,69.0
2017-03-05,70.0
2017-03-12,72.0
2017-03-19,79.0
2017-03-26,88.0
2017-04-02,90.0
2017-04-09,89.0
2017-04-16,85.0
2017-04-23,92.0
2017-04-30,100.0
2017-05-07,94.0
2017-05-14,85.0
2017-05-21,86.0
2017-05-28,82.0
2017-06-04,96.0
2017-06-11,93.0
2017-06-18,95.0
2017-06-25,95.0
2017-07-02,86.0
2017-07-09,97.0
2017-07-16,65.0
2017-07-23,70.0
2017-07-30,71.0
2017-08-06,66.0
2017-08-13,66.0
2017-08-20,73.0
2017-08-27,90.0
2017-09-03,86.0
2017-09-10,83.0
2017-09-17,82.0
2017-09-24,81.0
2017-10-01,77.0
2017-10-08,82.0
2017-10-15,77.0
2017-10-22,76.0
2017-10-29,76.0
2017-11-05,69.0
2017-11-12,72.0
2017-11-19,66.0
2017-11-26,69.0
2017-12-03,71.0
2017-12-10,71.0
2017-12-17,70.0
2017-12-24,77.0
2017-12-31,84.0
2018-01-07,91.0
2018-01-14,92.0
2018-01-21,91.0
2018-01-28,93.0
2018-02-04,86.0
2018-02-11,92.0
2018-02-18,90.0
2018-02-25,92.0
2018-03-04,89.0
2018-03-11,88.0
2018-03-18,92.0
2018-03-25,87.0
2018-04-01,91.0
2018-04-08,91.0
2018-04-15,98.0
2018-04-22,100.0
2018-04-29,89.0
2018-05-06,88.0
2018-05-13,89.0
2018-05-20,86.0
2018-05-27,88.0
2018-06-03,100.0
2018-06-10,93.0
2018-06-17,85.0
2018-06-24,83.0
2018-07-01,86.0
2018-07-08,86.0
2018-07-15,80.0
2018-07-22,91.0
2018-07-29,86.0
2018-08-05,84.0
2018-08-12,84.0
2018-08-19,80.0
2018-08-26,78.0
2018-09-02,76.0
2018-09-09,73.0
2018-09-16,62.0
2018-09-23,72.0
2018-09-30,74.0
2018-10-07,80.0
2018-10-14,63.5
2018-10-21,60.0
2018-10-28,59.0
2018-11-04,60.0
2018-11-11,57.0
2018-11-18,55.0
2018-11-25,53.0
2018-12-02,55.0
2018-12-09,52.0
2018-12-16,53.0
2018-12-23,53.0
2018-12-30,65.0
2019-01-06,69.0
2019-01-13,67.0
2019-01-20,68.0
2019-01-27,70.0
2019-02-03,67.0
2019-02-10,69.0
2019-02-17,71.0
2019-02-24,63.0
2019-03-03,67.0
2019-03-10,68.0
2019-03-17,70.0
2019-03-24,76.0
2019-03-31,69.0
2019-04-07,74.0
2019-04-14,76.0
2019-04-21,74.0
2019-04-28,73.0
2019-05-05,71.0
2019-05-12,75.0
2019-05-19,81.0
2019-05-26,78.0
2019-06-02,86.0
2019-06-09,83.0
2019-06-16,82.0
2019-06-23,82.0
2019-06-30,74.0
2019-07-07,79.0
2019-07-14,77.0
2019-07-21,80.0
2019-07-28,88.0
2019-08-04,100.0
2019-08-11,91.0
2019-08-18,91.0
2019-08-25,78.0
2019-09-01,74.0
2019-09-08,72.0
2019-09-15,74.0
2019-09-22,71.0
2019-09-29,70.0
2019-10-06,68.0
2019-10-13,42.0
2019-10-20,45.0
2019-10-27,43.0
2019-11-03,44.0
2019-11-10,40.0
2019-11-17,41.0
2019-11-24,35.0
2019-12-01,37.0
2019-12-08,37.0
2019-12-15,36.0
2019-12-22,36.0
2019-12-29,47.0
2020-01-05,49.0
2020-01-12,49.0
2020-01-19,55.0
2020-01-26,57.0
2020-02-02,54.0
2020-02-09,55.0
2020-02-16,55.0
2020-02-23,66.0
2020-03-01,100.0
2020-03-08,80.0
2020-03-15,63.0
2020-03-22,43.0
2020-03-29,44.0
2020-04-05,52.0
2020-04-12,58.0
2020-04-19,60.0
2020-04-26,61.0
2020-05-03,67.0
2020-05-10,70.0
2020-05-17,71.0
2020-05-24,70.0
2020-05-31,64.0
2020-06-07,76.0
2020-06-14,75.0
2020-06-21,78.0
2020-06-28,76.0
2020-07-05,77.0
2020-07-12,84.0
2020-07-19,75.0
2020-07-26,82.0
2020-08-02,84.0
2020-08-09,78.0
2020-08-16,69.0
2020-08-23,67.0
2020-08-30,62.0
2020-09-06,66.0
2020-09-13,64.0
2020-09-20,57.0
2020-09-27,56.0
2020-10-04,87.0
2020-10-11,82.0
2020-10-18,88.0
2020-10-25,79.0
2020-11-01,59.0
2020-11-08,72.0
2020-11-15,78.0
2020-11-22,67.0
2020-11-29,72.0
2020-12-06,75.0
2020-12-13,75.0
2020-12-20,65.0
2020-12-27,82.0
2021-01-03,93.0
2021-01-10,96.0
2021-01-17,100.0
2021-01-24,98.0
2021-01-31,98.0
2021-02-07,93.0
2021-02-14,85.0
2021-02-21,92.0
2021-02-28,95.0
2021-03-07,89.0
2021-03-14,82.0
2021-03-21,79.0
2021-03-28,74.0
2021-04-04,79.0
2021-04-11,84.0
2021-04-18,82.0
2021-04-25,74.0
2021-05-02,74.0
2021-05-09,67.0
2021-05-16,77.0
2021-05-23,66.0
2021-05-30,68.0
2021-06-06,68.0
2021-06-13,71.0
2021-06-20,63.0
2021-06-27,67.0
2021-07-04,61.0
2021-07-11,70.0
2021-07-18,70.0
2021-07-25,64.0
2021-08-01,69.0
2021-08-08,64.0
2021-08-15,59.0
2021-08-22,60.0
2021-08-29,61.0
2021-09-05,62.0
2021-09-12,58.0
2021-09-19,54.0
2021-09-26,58.0
2021-10-03,61.0
2021-10-10,61.0
2021-10-17,71.0
2021-10-24,62.0
2021-10-31,58.0
2021-11-07,60.0
2021-11-14,62.0
2021-11-21,53.0
2021-11-28,57.0
2021-12-05,52.0
2021-12-12,53.0
2021-12-19,49.0
2021-12-26,66.0
2022-01-02,81.0
2022-01-09,82.0
2022-01-16,76.0
2022-01-23,85.0
2022-01-30,88.0
2022-02-06,84.0
2022-02-13,81.0
2022-02-20,81.0
2022-02-27,85.0
2022-03-06,75.0
2022-03-13,83.0
2022-03-20,100.0
2022-03-27,89.0
2022-04-03,89.0
2022-04-10,84.0
2022-04-17,93.0
2022-04-24,85.0
2022-05-01,89.0
2022-05-08,78.0
2022-05-15,79.0
2022-05-22,68.0
2022-05-29,69.0
2022-06-05,74.0
2022-06-12,94.0
2022-06-19,77.0
2022-06-26,76.0
2022-07-03,83.0
2022-07-10,81.0
2022-07-17,89.0
2022-07-24,77.0
2022-07-31,82.0
2022-08-07,70.0
2022-08-14,76.0
2022-08-21,70.0
2022-08-28,68.0
2022-09-04,62.0
2022-09-11,70.0
2022-09-18,80.0
