date,Health
2010-12-19,62.0
2010-12-26,70.0
2011-01-02,96.0
2011-01-09,99.0
2011-01-16,100.0
2011-01-23,94.0
2011-01-30,96.0
2011-02-06,96.0
2011-02-13,97.0
2011-02-20,92.0
2011-02-27,98.0
2011-03-06,94.0
2011-03-13,87.0
2011-03-20,100.0
2011-03-27,95.0
2011-04-03,97.0
2011-04-10,97.0
2011-04-17,93.0
2011-04-24,90.0
2011-05-01,93.0
2011-05-08,90.0
2011-05-15,95.0
2011-05-22,85.0
2011-05-29,87.0
2011-06-05,93.0
2011-06-12,88.0
2011-06-19,90.0
2011-06-26,93.0
2011-07-03,84.0
2011-07-10,92.0
2011-07-17,91.0
2011-07-24,98.0
2011-07-31,89.0
2011-08-07,87.0
2011-08-14,90.0
2011-08-21,90.0
2011-08-28,88.0
2011-09-04,88.0
2011-09-11,95.0
2011-09-18,95.0
2011-09-25,98.0
2011-10-02,96.0
2011-10-09,91.0
2011-10-16,92.0
2011-10-23,89.0
2011-10-30,89.0
2011-11-06,91.0
2011-11-13,89.0
2011-11-20,62.0
2011-11-27,75.0
2011-12-04,74.0
2011-12-11,70.0
2011-12-18,58.0
2011-12-25,57.0
2012-01-01,77.0
2012-01-08,81.0
2012-01-15,72.0
2012-01-22,78.0
2012-01-29,78.0
2012-02-05,79.0
2012-02-12,76.0
2012-02-19,74.0
2012-02-26,77.0
2012-03-04,74.0
2012-03-11,68.0
2012-03-18,79.0
2012-03-25,80.0
2012-04-01,72.0
2012-04-08,73.0
2012-04-15,77.0
2012-04-22,76.0
2012-04-29,75.0
2012-05-06,72.0
2012-05-13,75.0
2012-05-20,78.0
2012-05-27,69.0
2012-06-03,71.0
2012-06-10,73.0
2012-06-17,73.0
2012-06-24,100.0
2012-07-01,66.0
2012-07-08,75.0
2012-07-15,74.0
2012-07-22,74.0
2012-07-29,79.0
2012-08-05,72.0
2012-08-12,76.0
2012-08-19,77.0
2012-08-26,75.0
2012-09-02,71.0
2012-09-09,74.0
2012-09-16,72.0
2012-09-23,73.0
2012-09-30,80.0
2012-10-07,75.0
2012-10-14,78.0
2012-10-21,75.0
2012-10-28,70.0
2012-11-04,75.0
2012-11-11,77.0
2012-11-18,55.0
2012-11-25,70.0
2012-12-02,69.0
2012-12-09,59.0
2012-12-16,58.0
2012-12-23,43.0
2012-12-30,63.0
2013-01-06,78.0
2013-01-13,74.0
2013-01-20,74.0
2013-01-27,72.0
2013-02-03,74.0
2013-02-10,68.0
2013-02-17,71.0
2013-02-24,72.0
2013-03-03,71.0
2013-03-10,72.0
2013-03-17,73.0
2013-03-24,68.0
2013-03-31,73.0
2013-04-07,71.0
2013-04-14,70.0
2013-04-21,71.0
2013-04-28,73.0
2013-05-05,67.0
2013-05-12,69.0
2013-05-19,70.0
2013-05-26,65.0
2013-06-02,68.0
2013-06-09,65.0
2013-06-16,67.0
2013-06-23,66.0
2013-06-30,60.0
2013-07-07,71.0
2013-07-14,70.0
2013-07-21,69.0
2013-07-28,73.0
2013-08-04,72.0
2013-08-11,68.0
2013-08-18,74.0
2013-08-25,71.0
2013-09-01,71.0
2013-09-08,78.0
2013-09-15,76.0
2013-09-22,83.0
2013-09-29,100.0
2013-10-06,81.0
2013-10-13,80.0
2013-10-20,82.0
2013-10-27,80.0
2013-11-03,83.0
2013-11-10,99.0
2013-11-17,97.0
2013-11-24,66.0
2013-12-01,89.0
2013-12-08,88.0
2013-12-15,81.0
2013-12-22,65.0
2013-12-29,77.0
2014-01-05,91.0
2014-01-12,97.0
2014-01-19,88.0
2014-01-26,93.0
2014-02-02,86.0
2014-02-09,87.0
2014-02-16,86.0
2014-02-23,89.0
2014-03-02,92.0
2014-03-09,93.0
2014-03-16,96.0
2014-03-23,97.0
2014-03-30,100.0
2014-04-06,86.0
2014-04-13,82.0
2014-04-20,80.0
2014-04-27,91.0
2014-05-04,81.0
2014-05-11,82.0
2014-05-18,81.0
2014-05-25,80.0
2014-06-01,86.0
2014-06-08,80.0
2014-06-15,83.0
2014-06-22,83.0
2014-06-29,76.0
2014-07-06,81.0
2014-07-13,83.0
2014-07-20,83.0
2014-07-27,83.0
2014-08-03,87.0
2014-08-10,83.0
2014-08-17,93.0
2014-08-24,90.0
2014-08-31,84.0
2014-09-07,88.0
2014-09-14,93.0
2014-09-21,91.0
2014-09-28,92.0
2014-10-05,96.0
2014-10-12,93.0
2014-10-19,96.0
2014-10-26,91.0
2014-11-02,91.0
2014-11-09,95.0
2014-11-16,96.0
2014-11-23,72.0
2014-11-30,89.0
2014-12-07,91.0
2014-12-14,87.0
2014-12-21,58.0
2014-12-28,77.0
2015-01-04,94.0
2015-01-11,100.0
2015-01-18,98.0
2015-01-25,100.0
2015-02-01,96.0
2015-02-08,97.0
2015-02-15,89.0
2015-02-22,93.0
2015-03-01,90.0
2015-03-08,89.0
2015-03-15,92.0
2015-03-22,92.0
2015-03-29,91.0
2015-04-05,93.0
2015-04-12,93.0
2015-04-19,92.0
2015-04-26,88.0
2015-05-03,87.0
2015-05-10,93.0
2015-05-17,86.0
2015-05-24,84.0
2015-05-31,86.0
2015-06-07,91.0
2015-06-14,86.0
2015-06-21,87.0
2015-06-28,82.0
2015-07-05,87.0
2015-07-12,86.0
2015-07-19,95.0
2015-07-26,94.0
2015-08-02,88.0
2015-08-09,97.0
2015-08-16,91.0
2015-08-23,95.0
2015-08-30,92.0
2015-09-06,92.0
2015-09-13,97.0
2015-09-20,95.0
2015-09-27,91.0
2015-10-04,95.0
2015-10-11,91.0
2015-10-18,97.0
2015-10-25,98.0
2015-11-01,97.0
2015-11-08,89.0
2015-11-15,89.0
2015-11-22,67.0
2015-11-29,90.0
2015-12-06,91.0
2015-12-13,86.0
2015-12-20,60.0
2015-12-27,69.0
2016-01-03,91.0
2016-01-10,92.0
2016-01-17,85.0
2016-01-24,99.0
2016-01-31,97.0
2016-02-07,84.0
2016-02-14,100.0
2016-02-21,94.0
2016-02-28,89.0
2016-03-06,89.0
2016-03-13,88.0
2016-03-20,89.0
2016-03-27,94.0
2016-04-03,89.0
2016-04-10,92.0
2016-04-17,87.0
2016-04-24,84.0
2016-05-01,87.0
2016-05-08,84.0
2016-05-15,84.0
2016-05-22,80.0
2016-05-29,77.0
2016-06-05,79.0
2016-06-12,82.0
2016-06-19,83.0
2016-06-26,82.0
2016-07-03,73.0
2016-07-10,81.0
2016-07-17,83.0
2016-07-24,81.0
2016-07-31,84.0
2016-08-07,86.0
2016-08-14,85.0
2016-08-21,90.0
2016-08-28,87.0
2016-09-04,83.0
2016-09-11,96.0
2016-09-18,88.0
2016-09-25,88.0
2016-10-02,83.0
2016-10-09,84.0
2016-10-16,88.0
2016-10-23,96.0
2016-10-30,92.0
2016-11-06,86.0
2016-11-13,87.0
2016-11-20,65.0
2016-11-27,88.0
2016-12-04,86.0
2016-12-11,81.0
2016-12-18,69.0
2016-12-25,66.0
2017-01-01,86.0
2017-01-08,91.0
2017-01-15,93.0
2017-01-22,96.0
2017-01-29,94.0
2017-02-05,91.0
2017-02-12,88.0
2017-02-19,87.0
2017-02-26,90.0
2017-03-05,95.0
2017-03-12,91.0
2017-03-19,100.0
2017-03-26,91.0
2017-04-02,92.0
2017-04-09,87.0
2017-04-16,89.0
2017-04-23,90.0
2017-04-30,100.0
2017-05-07,87.0
2017-05-14,82.0
2017-05-21,84.0
2017-05-28,81.0
2017-06-04,87.0
2017-06-11,87.0
2017-06-18,93.0
2017-06-25,88.0
2017-07-02,78.0
2017-07-09,92.0
2017-07-16,88.0
2017-07-23,98.0
2017-07-30,91.0
2017-08-06,93.0
2017-08-13,88.0
2017-08-20,89.0
2017-08-27,89.0
2017-09-03,79.0
2017-09-10,86.0
2017-09-17,90.0
2017-09-24,93.0
2017-10-01,92.0
2017-10-08,91.0
2017-10-15,93.0
2017-10-22,90.0
2017-10-29,100.0
2017-11-05,95.0
2017-11-12,98.0
2017-11-19,65.0
2017-11-26,92.0
2017-12-03,90.0
2017-12-10,91.0
2017-12-17,79.0
2017-12-24,66.0
2017-12-31,81.0
2018-01-07,95.0
2018-01-14,91.0
2018-01-21,94.0
2018-01-28,97.0
2018-02-04,93.0
2018-02-11,93.0
2018-02-18,95.0
2018-02-25,91.0
2018-03-04,90.0
2018-03-11,88.0
2018-03-18,89.0
2018-03-25,87.0
2018-04-01,91.0
2018-04-08,91.0
2018-04-15,93.0
2018-04-22,94.0
2018-04-29,87.0
2018-05-06,91.0
2018-05-13,87.0
2018-05-20,83.0
2018-05-27,81.0
2018-06-03,95.0
2018-06-10,88.0
2018-06-17,85.0
2018-06-24,88.0
2018-07-01,76.0
2018-07-08,95.0
2018-07-15,87.0
2018-07-22,90.0
2018-07-29,87.0
2018-08-05,94.0
2018-08-12,90.0
2018-08-19,98.0
2018-08-26,92.0
2018-09-02,88.0
2018-09-09,90.0
2018-09-16,93.0
2018-09-23,95.0
2018-09-30,94.0
2018-10-07,95.0
2018-10-14,93.5
2018-10-21,89.0
2018-10-28,91.0
2018-11-04,100.0
2018-11-11,88.0
2018-11-18,67.0
2018-11-25,92.0
2018-12-02,93.0
2018-12-09,91.0
2018-12-16,79.0
2018-12-23,61.0
2018-12-30,82.0
2019-01-06,98.0
2019-01-13,95.0
2019-01-20,91.0
2019-01-27,93.0
2019-02-03,95.0
2019-02-10,90.0
2019-02-17,90.0
2019-02-24,94.0
2019-03-03,92.0
2019-03-10,92.0
2019-03-17,91.0
2019-03-24,90.0
2019-03-31,94.0
2019-04-07,97.0
2019-04-14,86.0
2019-04-21,92.0
2019-04-28,92.0
2019-05-05,91.0
2019-05-12,92.0
2019-05-19,86.0
2019-05-26,82.0
2019-06-02,87.0
2019-06-09,85.0
2019-06-16,86.0
2019-06-23,89.0
2019-06-30,76.0
2019-07-07,91.0
2019-07-14,90.0
2019-07-21,86.0
2019-07-28,93.0
2019-08-04,93.0
2019-08-11,91.0
2019-08-18,96.0
2019-08-25,92.0
2019-09-01,81.0
2019-09-08,93.0
2019-09-15,94.0
2019-09-22,93.0
2019-09-29,95.0
2019-10-06,92.0
2019-10-13,67.0
2019-10-20,68.0
2019-10-27,65.0
2019-11-03,73.0
2019-11-10,67.0
2019-11-17,69.0
2019-11-24,48.0
2019-12-01,65.0
2019-12-08,66.0
2019-12-15,59.0
2019-12-22,44.0
2019-12-29,57.0
2020-01-05,66.0
2020-01-12,68.0
2020-01-19,69.0
2020-01-26,73.0
2020-02-02,71.0
2020-02-09,72.0
2020-02-16,70.0
2020-02-23,71.0
2020-03-01,74.0
2020-03-08,85.0
2020-03-15,100.0
2020-03-22,91.0
2020-03-29,89.0
2020-04-05,80.0
2020-04-12,70.0
2020-04-19,75.0
2020-04-26,69.0
2020-05-03,68.0
2020-05-10,67.0
2020-05-17,70.0
2020-05-24,64.0
2020-05-31,63.0
2020-06-07,69.0
2020-06-14,69.0
2020-06-21,72.0
2020-06-28,73.0
2020-07-05,79.0
2020-07-12,74.0
2020-07-19,75.0
2020-07-26,75.0
2020-08-02,72.0
2020-08-09,71.0
2020-08-16,74.0
2020-08-23,70.0
2020-08-30,70.0
2020-09-06,65.0
2020-09-13,70.0
2020-09-20,71.0
2020-09-27,72.0
2020-10-04,82.0
2020-10-11,74.0
2020-10-18,77.0
2020-10-25,77.0
2020-11-01,61.0
2020-11-08,76.0
2020-11-15,83.0
2020-11-22,60.0
2020-11-29,76.0
2020-12-06,76.0
2020-12-13,77.0
2020-12-20,58.0
2020-12-27,66.0
2021-01-03,83.0
2021-01-10,96.0
2021-01-17,100.0
2021-01-24,97.0
2021-01-31,92.0
2021-02-07,86.0
2021-02-14,81.0
2021-02-21,88.0
2021-02-28,94.0
2021-03-07,86.0
2021-03-14,84.0
2021-03-21,80.0
2021-03-28,79.0
2021-04-04,76.0
2021-04-11,76.0
2021-04-18,74.0
2021-04-25,70.0
2021-05-02,75.0
2021-05-09,72.0
2021-05-16,71.0
2021-05-23,67.0
2021-05-30,63.0
2021-06-06,67.0
2021-06-13,69.0
2021-06-20,63.0
2021-06-27,68.0
2021-07-04,64.0
2021-07-11,69.0
2021-07-18,73.0
2021-07-25,72.0
2021-08-01,76.0
2021-08-08,77.0
2021-08-15,75.0
2021-08-22,80.0
2021-08-29,77.0
2021-09-05,76.0
2021-09-12,80.0
2021-09-19,79.0
2021-09-26,84.0
2021-10-03,78.0
2021-10-10,80.0
2021-10-17,81.0
2021-10-24,81.0
2021-10-31,83.0
2021-11-07,75.0
2021-11-14,83.0
2021-11-21,59.0
2021-11-28,82.0
2021-12-05,79.0
2021-12-12,77.0
2021-12-19,65.0
2021-12-26,71.0
2022-01-02,100.0
2022-01-09,95.0
2022-01-16,78.0
2022-01-23,81.0
2022-01-30,82.0
2022-02-06,82.0
2022-02-13,83.0
2022-02-20,77.0
2022-02-27,81.0
2022-03-06,78.0
2022-03-13,74.0
2022-03-20,77.0
2022-03-27,81.0
2022-04-03,82.0
2022-04-10,74.0
2022-04-17,78.0
2022-04-24,78.0
2022-05-01,80.0
2022-05-08,81.0
2022-05-15,76.0
2022-05-22,71.0
2022-05-29,69.0
2022-06-05,73.0
2022-06-12,71.0
2022-06-19,79.0
2022-06-26,71.0
2022-07-03,71.0
2022-07-10,78.0
2022-07-17,73.0
2022-07-24,74.0
2022-07-31,77.0
2022-08-07,76.0
2022-08-14,75.0
2022-08-21,77.0
2022-08-28,75.0
2022-09-04,72.0
2022-09-11,78.0
2022-09-18,77.0
