date,Consulting
2007-04-15,80.0
2007-04-22,85.0
2007-04-29,88.0
2007-05-06,89.0
2007-05-13,83.0
2007-05-20,86.0
2007-05-27,80.0
2007-06-03,88.0
2007-06-10,89.0
2007-06-17,90.0
2007-06-24,93.0
2007-07-01,75.0
2007-07-08,90.0
2007-07-15,93.0
2007-07-22,90.0
2007-07-29,90.0
2007-08-05,91.0
2007-08-12,91.0
2007-08-19,90.0
2007-08-26,87.0
2007-09-02,82.0
2007-09-09,87.0
2007-09-16,92.0
2007-09-23,94.0
2007-09-30,94.0
2007-10-07,97.0
2007-10-14,90.0
2007-10-21,87.0
2007-10-28,92.0
2007-11-04,83.0
2007-11-11,91.0
2007-11-18,66.0
2007-11-25,82.0
2007-12-02,81.0
2007-12-09,76.0
2007-12-16,74.0
2007-12-23,52.0
2007-12-30,78.0
2008-01-06,100.0
2008-01-13,92.0
2008-01-20,88.0
2008-01-27,87.0
2008-02-03,92.0
2008-02-10,91.0
2008-02-17,87.0
2008-02-24,88.0
2008-03-02,87.0
2008-03-09,88.0
2008-03-16,85.0
2008-03-23,88.0
2008-03-30,86.0
2008-04-06,92.0
2008-04-13,87.0
2008-04-20,80.0
2008-04-27,83.0
2008-05-04,78.0
2008-05-11,81.0
2008-05-18,76.0
2008-05-25,78.0
2008-06-01,82.0
2008-06-08,85.0
2008-06-15,83.0
2008-06-22,82.0
2008-06-29,72.0
2008-07-06,82.0
2008-07-13,84.0
2008-07-20,86.0
2008-07-27,79.0
2008-08-03,79.0
2008-08-10,78.0
2008-08-17,83.0
2008-08-24,77.0
2008-08-31,74.0
2008-09-07,85.0
2008-09-14,88.0
2008-09-21,86.0
2008-09-28,90.0
2008-10-05,85.0
2008-10-12,85.0
2008-10-19,84.0
2008-10-26,78.0
2008-11-02,73.0
2008-11-09,84.0
2008-11-16,79.0
2008-11-23,55.0
2008-11-30,77.0
2008-12-07,87.0
2008-12-14,77.0
2008-12-21,53.0
2008-12-28,65.0
2009-01-04,97.0
2009-01-11,96.0
2009-01-18,95.0
2009-01-25,100.0
2009-02-01,95.0
2009-02-08,93.0
2009-02-15,95.0
2009-02-22,89.0
2009-03-01,95.0
2009-03-08,90.0
2009-03-15,91.0
2009-03-22,92.0
2009-03-29,88.0
2009-04-05,88.0
2009-04-12,89.0
2009-04-19,89.0
2009-04-26,83.0
2009-05-03,88.0
2009-05-10,89.0
2009-05-17,82.0
2009-05-24,78.0
2009-05-31,89.0
2009-06-07,84.0
2009-06-14,90.0
2009-06-21,85.0
2009-06-28,81.0
2009-07-05,89.0
2009-07-12,88.0
2009-07-19,92.0
2009-07-26,87.0
2009-08-02,89.0
2009-08-09,88.0
2009-08-16,90.0
2009-08-23,90.0
2009-08-30,87.0
2009-09-06,78.0
2009-09-13,86.0
2009-09-20,90.0
2009-09-27,93.0
2009-10-04,89.0
2009-10-11,88.0
2009-10-18,91.0
2009-10-25,90.0
2009-11-01,86.0
2009-11-08,86.0
2009-11-15,83.0
2009-11-22,64.0
2009-11-29,79.0
2009-12-06,81.0
2009-12-13,82.0
2009-12-20,60.0
2009-12-27,62.0
2010-01-03,95.0
2010-01-10,99.0
2010-01-17,98.0
2010-01-24,100.0
2010-01-31,97.0
2010-02-07,86.0
2010-02-14,92.0
2010-02-21,94.0
2010-02-28,93.0
2010-03-07,91.0
2010-03-14,86.0
2010-03-21,94.0
2010-03-28,86.0
2010-04-04,89.0
2010-04-11,93.0
2010-04-18,87.0
2010-04-25,91.0
2010-05-02,88.0
2010-05-09,87.0
2010-05-16,90.0
2010-05-23,81.0
2010-05-30,81.0
2010-06-06,89.0
2010-06-13,89.0
2010-06-20,88.0
2010-06-27,79.0
2010-07-04,76.0
2010-07-11,80.0
2010-07-18,81.0
2010-07-25,82.0
2010-08-01,77.0
2010-08-08,83.0
2010-08-15,80.0
2010-08-22,81.0
2010-08-29,75.0
2010-09-05,72.0
2010-09-12,84.0
2010-09-19,86.0
2010-09-26,82.0
2010-10-03,85.0
2010-10-10,85.0
2010-10-17,83.0
2010-10-24,81.0
2010-10-31,79.0
2010-11-07,79.0
2010-11-14,76.0
2010-11-21,56.0
2010-11-28,79.0
2010-12-05,74.0
2010-12-12,77.0
2010-12-19,61.0
2010-12-26,58.0
2011-01-02,91.0
2011-01-09,96.0
2011-01-16,96.0
2011-01-23,95.0
2011-01-30,93.0
2011-02-06,93.0
2011-02-13,97.0
2011-02-20,91.0
2011-02-27,90.0
2011-03-06,99.0
2011-03-13,83.0
2011-03-20,93.0
2011-03-27,89.0
2011-04-03,87.0
2011-04-10,78.0
2011-04-17,88.0
2011-04-24,87.0
2011-05-01,79.0
2011-05-08,89.0
2011-05-15,86.0
2011-05-22,87.0
2011-05-29,80.0
2011-06-05,100.0
2011-06-12,90.0
2011-06-19,80.0
2011-06-26,83.0
2011-07-03,79.0
2011-07-10,92.0
2011-07-17,83.0
2011-07-24,79.0
2011-07-31,88.0
2011-08-07,84.0
2011-08-14,82.0
2011-08-21,77.0
2011-08-28,79.0
2011-09-04,77.0
2011-09-11,84.0
2011-09-18,85.0
2011-09-25,85.0
2011-10-02,92.0
2011-10-09,83.0
2011-10-16,84.0
2011-10-23,81.0
2011-10-30,85.0
2011-11-06,83.0
2011-11-13,80.0
2011-11-20,61.5
2011-11-27,83.0
2011-12-04,81.0
2011-12-11,80.0
2011-12-18,71.0
2011-12-25,57.0
2012-01-01,82.0
2012-01-08,93.0
2012-01-15,91.0
2012-01-22,95.0
2012-01-29,89.0
2012-02-05,90.0
2012-02-12,93.0
2012-02-19,86.0
2012-02-26,88.0
2012-03-04,86.0
2012-03-11,82.0
2012-03-18,84.0
2012-03-25,81.0
2012-04-01,88.0
2012-04-08,85.0
2012-04-15,100.0
2012-04-22,90.0
2012-04-29,82.0
2012-05-06,84.0
2012-05-13,83.0
2012-05-20,88.0
2012-05-27,81.0
2012-06-03,91.0
2012-06-10,76.0
2012-06-17,92.0
2012-06-24,89.0
2012-07-01,69.0
2012-07-08,90.0
2012-07-15,81.0
2012-07-22,82.0
2012-07-29,83.0
2012-08-05,84.0
2012-08-12,83.0
2012-08-19,89.0
2012-08-26,81.0
2012-09-02,75.0
2012-09-09,90.0
2012-09-16,89.0
2012-09-23,81.0
2012-09-30,87.0
2012-10-07,83.0
2012-10-14,72.0
2012-10-21,73.0
2012-10-28,73.0
2012-11-04,76.0
2012-11-11,78.0
2012-11-18,66.0
2012-11-25,80.0
2012-12-02,87.0
2012-12-09,82.0
2012-12-16,76.0
2012-12-23,50.0
2012-12-30,84.0
2013-01-06,93.0
2013-01-13,91.0
2013-01-20,94.0
2013-01-27,95.0
2013-02-03,88.0
2013-02-10,86.0
2013-02-17,88.0
2013-02-24,95.0
2013-03-03,88.0
2013-03-10,88.0
2013-03-17,100.0
2013-03-24,92.0
2013-03-31,91.0
2013-04-07,94.0
2013-04-14,92.0
2013-04-21,92.0
2013-04-28,91.0
2013-05-05,92.0
2013-05-12,84.0
2013-05-19,90.0
2013-05-26,95.0
2013-06-02,88.0
2013-06-09,90.0
2013-06-16,86.0
2013-06-23,87.0
2013-06-30,69.0
2013-07-07,84.0
2013-07-14,82.0
2013-07-21,89.0
2013-07-28,89.0
2013-08-04,87.0
2013-08-11,87.0
2013-08-18,77.0
2013-08-25,82.0
2013-09-01,81.0
2013-09-08,93.0
2013-09-15,96.0
2013-09-22,83.0
2013-09-29,93.0
2013-10-06,85.0
2013-10-13,85.0
2013-10-20,88.0
2013-10-27,91.0
2013-11-03,87.0
2013-11-10,85.0
2013-11-17,87.0
2013-11-24,64.0
2013-12-01,76.0
2013-12-08,77.0
2013-12-15,77.0
2013-12-22,50.0
2013-12-29,66.0
2014-01-05,86.0
2014-01-12,88.0
2014-01-19,87.0
2014-01-26,96.0
2014-02-02,93.0
2014-02-09,86.0
2014-02-16,86.0
2014-02-23,98.0
2014-03-02,87.0
2014-03-09,88.0
2014-03-16,86.0
2014-03-23,88.0
2014-03-30,85.0
2014-04-06,88.0
2014-04-13,83.0
2014-04-20,87.0
2014-04-27,85.0
2014-05-04,78.0
2014-05-11,82.0
2014-05-18,84.0
2014-05-25,83.0
2014-06-01,87.0
2014-06-08,88.0
2014-06-15,95.0
2014-06-22,90.0
2014-06-29,78.0
2014-07-06,88.0
2014-07-13,98.0
2014-07-20,91.0
2014-07-27,85.0
2014-08-03,90.0
2014-08-10,88.0
2014-08-17,86.0
2014-08-24,86.0
2014-08-31,84.0
2014-09-07,89.0
2014-09-14,81.0
2014-09-21,100.0
2014-09-28,85.0
2014-10-05,92.0
2014-10-12,84.0
2014-10-19,98.0
2014-10-26,87.0
2014-11-02,84.0
2014-11-09,90.0
2014-11-16,84.0
2014-11-23,60.0
2014-11-30,80.0
2014-12-07,82.0
2014-12-14,83.0
2014-12-21,53.0
2014-12-28,64.0
2015-01-04,90.0
2015-01-11,94.0
2015-01-18,91.0
2015-01-25,93.0
2015-02-01,89.0
2015-02-08,88.0
2015-02-15,89.0
2015-02-22,95.0
2015-03-01,90.0
2015-03-08,91.0
2015-03-15,87.0
2015-03-22,91.0
2015-03-29,92.0
2015-04-05,78.0
2015-04-12,86.0
2015-04-19,94.0
2015-04-26,89.0
2015-05-03,88.0
2015-05-10,89.0
2015-05-17,87.0
2015-05-24,81.0
2015-05-31,89.0
2015-06-07,85.0
2015-06-14,81.0
2015-06-21,89.0
2015-06-28,81.0
2015-07-05,95.0
2015-07-12,93.0
2015-07-19,94.0
2015-07-26,87.0
2015-08-02,93.0
2015-08-09,94.0
2015-08-16,90.0
2015-08-23,91.0
2015-08-30,87.0
2015-09-06,87.0
2015-09-13,98.0
2015-09-20,87.0
2015-09-27,94.0
2015-10-04,93.0
2015-10-11,100.0
2015-10-18,91.0
2015-10-25,87.0
2015-11-01,99.0
2015-11-08,96.0
2015-11-15,91.0
2015-11-22,67.0
2015-11-29,92.0
2015-12-06,90.0
2015-12-13,84.0
2015-12-20,65.0
2015-12-27,61.0
2016-01-03,90.0
2016-01-10,91.0
2016-01-17,88.0
2016-01-24,96.0
2016-01-31,98.0
2016-02-07,93.0
2016-02-14,90.0
2016-02-21,93.0
2016-02-28,91.0
2016-03-06,91.0
2016-03-13,92.0
2016-03-20,93.0
2016-03-27,93.0
2016-04-03,90.0
2016-04-10,91.0
2016-04-17,86.0
2016-04-24,90.0
2016-05-01,87.0
2016-05-08,92.0
2016-05-15,86.0
2016-05-22,88.0
2016-05-29,81.0
2016-06-05,90.0
2016-06-12,87.0
2016-06-19,89.0
2016-06-26,86.0
2016-07-03,81.0
2016-07-10,84.0
2016-07-17,87.0
2016-07-24,84.0
2016-07-31,80.0
2016-08-07,86.0
2016-08-14,83.0
2016-08-21,100.0
2016-08-28,83.0
2016-09-04,85.0
2016-09-11,94.0
2016-09-18,97.0
2016-09-25,94.0
2016-10-02,81.0
2016-10-09,89.0
2016-10-16,92.0
2016-10-23,92.0
2016-10-30,91.0
2016-11-06,74.0
2016-11-13,83.0
2016-11-20,65.0
2016-11-27,89.0
2016-12-04,79.0
2016-12-11,76.0
2016-12-18,77.0
2016-12-25,57.0
2017-01-01,85.0
2017-01-08,87.0
2017-01-15,86.0
2017-01-22,100.0
2017-01-29,95.0
2017-02-05,91.0
2017-02-12,84.0
2017-02-19,86.0
2017-02-26,96.0
2017-03-05,100.0
2017-03-12,87.0
2017-03-19,90.0
2017-03-26,87.0
2017-04-02,96.0
2017-04-09,83.0
2017-04-16,91.0
2017-04-23,79.0
2017-04-30,82.0
2017-05-07,87.0
2017-05-14,82.0
2017-05-21,84.0
2017-05-28,79.0
2017-06-04,85.0
2017-06-11,94.0
2017-06-18,83.0
2017-06-25,86.0
2017-07-02,80.0
2017-07-09,87.0
2017-07-16,93.0
2017-07-23,93.0
2017-07-30,83.0
2017-08-06,82.0
2017-08-13,80.0
2017-08-20,82.0
2017-08-27,84.0
2017-09-03,83.0
2017-09-10,96.0
2017-09-17,85.0
2017-09-24,91.0
2017-10-01,86.0
2017-10-08,87.0
2017-10-15,93.0
2017-10-22,82.0
2017-10-29,87.0
2017-11-05,87.0
2017-11-12,86.0
2017-11-19,59.0
2017-11-26,69.0
2017-12-03,74.0
2017-12-10,75.0
2017-12-17,68.0
2017-12-24,55.0
2017-12-31,72.0
2018-01-07,80.0
2018-01-14,82.0
2018-01-21,86.0
2018-01-28,100.0
2018-02-04,86.0
2018-02-11,84.0
2018-02-18,82.0
2018-02-25,82.0
2018-03-04,81.0
2018-03-11,79.0
2018-03-18,81.0
2018-03-25,80.0
2018-04-01,85.0
2018-04-08,79.0
2018-04-15,81.0
2018-04-22,78.0
2018-04-29,74.0
2018-05-06,80.0
2018-05-13,77.0
2018-05-20,82.0
2018-05-27,70.0
2018-06-03,80.0
2018-06-10,80.0
2018-06-17,78.0
2018-06-24,82.0
2018-07-01,68.0
2018-07-08,76.0
2018-07-15,75.0
2018-07-22,79.0
2018-07-29,80.0
2018-08-05,78.0
2018-08-12,80.0
2018-08-19,78.0
2018-08-26,69.0
2018-09-02,79.0
2018-09-09,89.0
2018-09-16,82.0
2018-09-23,81.0
2018-09-30,83.0
2018-10-07,79.0
2018-10-14,83.5
2018-10-21,87.0
2018-10-28,92.0
2018-11-04,93.0
2018-11-11,87.0
2018-11-18,62.0
2018-11-25,78.0
2018-12-02,87.0
2018-12-09,85.0
2018-12-16,81.0
2018-12-23,54.0
2018-12-30,72.0
2019-01-06,90.0
2019-01-13,92.0
2019-01-20,88.0
2019-01-27,94.0
2019-02-03,90.0
2019-02-10,79.0
2019-02-17,88.0
2019-02-24,97.0
2019-03-03,87.0
2019-03-10,90.0
2019-03-17,86.0
2019-03-24,98.0
2019-03-31,99.0
2019-04-07,92.0
2019-04-14,86.0
2019-04-21,82.0
2019-04-28,86.0
2019-05-05,79.0
2019-05-12,87.0
2019-05-19,79.0
2019-05-26,76.0
2019-06-02,93.0
2019-06-09,94.0
2019-06-16,98.0
2019-06-23,88.0
2019-06-30,78.0
2019-07-07,89.0
2019-07-14,87.0
2019-07-21,84.0
2019-07-28,88.0
2019-08-04,92.0
2019-08-11,90.0
2019-08-18,96.0
2019-08-25,90.0
2019-09-01,90.0
2019-09-08,95.0
2019-09-15,100.0
2019-09-22,91.0
2019-09-29,98.0
2019-10-06,92.0
2019-10-13,91.0
2019-10-20,95.0
2019-10-27,81.0
2019-11-03,87.0
2019-11-10,84.0
2019-11-17,91.0
2019-11-24,60.0
2019-12-01,80.0
2019-12-08,79.0
2019-12-15,82.0
2019-12-22,58.0
2019-12-29,68.0
2020-01-05,96.0
2020-01-12,93.0
2020-01-19,92.0
2020-01-26,100.0
2020-02-02,95.0
2020-02-09,91.0
2020-02-16,98.0
2020-02-23,91.0
2020-03-01,94.0
2020-03-08,76.0
2020-03-15,63.0
2020-03-22,73.0
2020-03-29,69.0
2020-04-05,71.0
2020-04-12,66.0
2020-04-19,71.0
2020-04-26,70.0
2020-05-03,65.0
2020-05-10,74.0
2020-05-17,79.0
2020-05-24,72.0
2020-05-31,77.0
2020-06-07,79.0
2020-06-14,79.0
2020-06-21,83.0
2020-06-28,79.0
2020-07-05,84.0
2020-07-12,81.0
2020-07-19,83.0
2020-07-26,86.0
2020-08-02,80.0
2020-08-09,81.0
2020-08-16,83.0
2020-08-23,85.0
2020-08-30,81.0
2020-09-06,85.0
2020-09-13,86.0
2020-09-20,85.0
2020-09-27,82.0
2020-10-04,93.0
2020-10-11,88.0
2020-10-18,87.0
2020-10-25,82.0
2020-11-01,71.0
2020-11-08,79.0
2020-11-15,86.0
2020-11-22,66.0
2020-11-29,94.0
2020-12-06,78.0
2020-12-13,81.0
2020-12-20,63.0
2020-12-27,61.0
2021-01-03,77.0
2021-01-10,84.0
2021-01-17,83.0
2021-01-24,88.0
2021-01-31,91.0
2021-02-07,88.0
2021-02-14,86.0
2021-02-21,87.0
2021-02-28,90.0
2021-03-07,87.0
2021-03-14,89.0
2021-03-21,76.0
2021-03-28,81.0
2021-04-04,83.0
2021-04-11,88.0
2021-04-18,86.0
2021-04-25,84.0
2021-05-02,91.0
2021-05-09,92.0
2021-05-16,84.0
2021-05-23,84.0
2021-05-30,84.0
2021-06-06,85.0
2021-06-13,90.0
2021-06-20,87.0
2021-06-27,82.0
2021-07-04,77.0
2021-07-11,89.0
2021-07-18,99.0
2021-07-25,84.0
2021-08-01,84.0
2021-08-08,84.0
2021-08-15,80.0
2021-08-22,86.0
2021-08-29,89.0
2021-09-05,92.0
2021-09-12,96.0
2021-09-19,100.0
2021-09-26,95.0
2021-10-03,80.0
2021-10-10,84.0
2021-10-17,82.0
2021-10-24,79.0
2021-10-31,77.0
2021-11-07,71.0
2021-11-14,74.0
2021-11-21,58.0
2021-11-28,74.0
2021-12-05,67.0
2021-12-12,73.0
2021-12-19,60.0
2021-12-26,52.0
2022-01-02,81.0
2022-01-09,83.0
2022-01-16,79.0
2022-01-23,87.0
2022-01-30,86.0
2022-02-06,83.0
2022-02-13,88.0
2022-02-20,82.0
2022-02-27,83.0
2022-03-06,80.0
2022-03-13,80.0
2022-03-20,92.0
2022-03-27,89.0
2022-04-03,92.0
2022-04-10,81.0
2022-04-17,94.0
2022-04-24,78.0
2022-05-01,81.0
2022-05-08,81.0
2022-05-15,77.0
2022-05-22,75.0
2022-05-29,76.0
2022-06-05,81.0
2022-06-12,79.0
2022-06-19,82.0
2022-06-26,87.0
2022-07-03,73.0
2022-07-10,83.0
2022-07-17,87.0
2022-07-24,87.0
2022-07-31,85.0
2022-08-07,86.0
2022-08-14,82.0
2022-08-21,96.0
2022-08-28,90.0
2022-09-04,82.0
2022-09-11,95.0
2022-09-18,100.0
